Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
UNIFI468-24_r_1.5_s_50_UNIFI468-24,UNIFI468-24,r_1.5_s_50_merge,>UNIFI468-24_r_1.5_s_50_UNIFI468-24_merge,1971336,WYN07453.1,family:Apionidae,,2130,null,1539,4.0,221.0,95.28,86.0,null,null,null,null,null,null
UNIFI384-24_r_1_s_50_UNIFI384-24,UNIFI384-24,r_1_s_50_merge,>UNIFI384-24_r_1_s_50_UNIFI384-24_merge,3003940,WGU58077.1,subfamily:Bostrichinae,,1342,null,1539,2.0,152.0,57.26,49.0,null,null,null,null,null,null
UNIFI443-24_r_1_s_100_UNIFI443-24,UNIFI443-24,r_1_s_100_merge,>UNIFI443-24_r_1_s_100_UNIFI443-24_merge,878034,WYN06916.1,genus:Holotrichapion,,6130,null,1539,143.0,616.0,384.87,386.0,null,null,null,null,null,null
UNIFI474-24_r_1.5_s_100_UNIFI474-24,UNIFI474-24,r_1.5_s_100_merge,>UNIFI474-24_r_1.5_s_100_UNIFI474-24_merge,3229099,YP_003331342.1,genus:Acmaeodera,,1301,null,1533,5.0,174.0,66.06,56.0,null,null,null,null,null,null
UNIFI462-24_r_1_s_100_UNIFI462-24,UNIFI462-24,r_1_s_100_merge,>UNIFI462-24_r_1_s_100_UNIFI462-24_merge,878343,WYN07453.1,family:Apionidae,,246,null,1539,0.0,49.0,13.52,11.0,null,null,null,null,null,null
UNIFI399-24_r_1.5_s_50_UNIFI399-24,UNIFI399-24,r_1.5_s_50_merge,>UNIFI399-24_r_1.5_s_50_UNIFI399-24_merge,2632806,ALT07178.1,family:Bothrideridae,,170,null,1539,0.0,27.0,6.36,5.0,null,null,null,null,null,null
UNIFI403-24_r_1_s_50_UNIFI403-24,UNIFI403-24,r_1_s_50_merge,>UNIFI403-24_r_1_s_50_UNIFI403-24_merge,3003938,WGU58077.1,subfamily:Bostrichinae,,47023,null,1539,2362.0,5653.0,3630.99,3545.0,null,null,null,null,null,null
UNIFI401-24_r_1.5_s_100_UNIFI401-24,UNIFI401-24,r_1.5_s_100_merge,>UNIFI401-24_r_1.5_s_100_UNIFI401-24_merge,3003923,WGU58075.1,subfamily:Lyctinae,,1069,null,1536,0.0,267.0,52.29,36.0,null,null,null,null,null,null
UNIFI433-24_r_1.3_s_50_UNIFI433-24,UNIFI433-24,r_1.3_s_50_merge,>UNIFI433-24_r_1.3_s_50_UNIFI433-24_merge,877733,WYN07453.1,family:Apionidae,,1493,null,1539,13.0,315.0,94.55,71.0,null,null,null,null,null,null
UNIFI465-24_r_1.5_s_100_UNIFI465-24,UNIFI465-24,r_1.5_s_100_merge,>UNIFI465-24_r_1.5_s_100_UNIFI465-24_merge,1588471,WYN07453.1,family:Apionidae,,307,null,1539,0.0,46.0,17.62,14.0,null,null,null,null,null,null
