Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BGEGR2178-25_r_1.5_s_100_BGEGR2178-25,BGEGR2178-25,r_1.5_s_100_merge,>BGEGR2178-25_r_1.5_s_100_BGEGR2178-25_merge,2882361,WEP24837.1,genus:Metidiocerus,,2110,null,1536,86.0,250.0,167.95,169.0,null,null,null,null,null,null
BGEGR2159-25_r_1.3_s_100_BGEGR2159-25,BGEGR2159-25,r_1.3_s_100_merge,>BGEGR2159-25_r_1.3_s_100_BGEGR2159-25_merge,2806082,XCH32436.1,family:Dictyopharidae,,7000,null,1536,9.0,663.0,486.64,503.0,null,null,null,null,null,null
BGEGR2138-25_r_1_s_50_BGEGR2138-25,BGEGR2138-25,r_1_s_50_merge,>BGEGR2138-25_r_1_s_50_BGEGR2138-25_merge,2806076,XCH32436.1,family:Dictyopharidae,,5813,null,1536,129.0,478.0,299.6,304.5,null,null,null,null,null,null
BGEGR2136-25_r_1.3_s_50_BGEGR2136-25,BGEGR2136-25,r_1.3_s_50_merge,>BGEGR2136-25_r_1.3_s_50_BGEGR2136-25_merge,2806082,XCH32436.1,family:Dictyopharidae,,29837,null,1536,624.0,2426.0,1662.8,1666.0,null,null,null,null,null,null
BGEGR2091-25_r_1_s_50_BGEGR2091-25,BGEGR2091-25,r_1_s_50_merge,>BGEGR2091-25_r_1_s_50_BGEGR2091-25_merge,2806083,XCH32436.1,family:Dictyopharidae,,3014,null,1536,43.0,413.0,185.49,186.5,null,null,null,null,null,null
BGEGR2143-25_r_1_s_50_BGEGR2143-25,BGEGR2143-25,r_1_s_50_merge,>BGEGR2143-25_r_1_s_50_BGEGR2143-25_merge,891972,UBS94005.1,family:Cixiidae,,13153,null,1542,0.0,1134.0,900.7,911.0,null,null,null,null,null,null
BGEGR2110-25_r_1_s_50_BGEGR2110-25,BGEGR2110-25,r_1_s_50_merge,>BGEGR2110-25_r_1_s_50_BGEGR2110-25_merge,706840,ALY11317.1,tribe:Athysanini,,2104,null,1548,0.0,252.0,120.37,123.0,null,null,null,null,null,null
BGEGR2156-25_r_1.3_s_50_BGEGR2156-25,BGEGR2156-25,r_1.3_s_50_merge,>BGEGR2156-25_r_1.3_s_50_BGEGR2156-25_merge,706840,ALY11317.1,tribe:Athysanini,,330,null,1548,1.0,35.0,17.51,17.0,null,null,null,null,null,null
BGEGR2123-25_r_1_s_50_BGEGR2123-25,BGEGR2123-25,r_1_s_50_merge,>BGEGR2123-25_r_1_s_50_BGEGR2123-25_merge,2806082,XCH32436.1,family:Dictyopharidae,,3577,null,1536,53.0,477.0,237.21,224.0,null,null,null,null,null,null
BGEGR2150-25_r_1.3_s_100_BGEGR2150-25,BGEGR2150-25,r_1.3_s_100_merge,>BGEGR2150-25_r_1.3_s_100_BGEGR2150-25_merge,1240369,XCH32436.1,family:Dictyopharidae,,2448,null,1536,76.0,301.0,193.59,184.0,null,null,null,null,null,null
