Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BGSNL2297-25_r_1_s_100_BGSNL2297-25,BGSNL2297-25,r_1_s_100_merge,>BGSNL2297-25_r_1_s_100_BGSNL2297-25_merge,943758,WVI08343.1,genus:Agrotis,,168,null,1533,0.0,42.0,11.21,8.0,null,null,null,null,null,null
BGSNL2315-25_r_1.5_s_50_BGSNL2315-25,BGSNL2315-25,r_1.5_s_50_merge,>BGSNL2315-25_r_1.5_s_50_BGSNL2315-25_merge,1804819,YP_010327039.1,species:Agrotis trifurca,,487,null,1533,11.0,68.0,29.85,27.0,null,null,null,null,null,null
BGSNL2375-25_r_1.3_s_50_BGSNL2375-25,BGSNL2375-25,r_1.3_s_50_merge,>BGSNL2375-25_r_1.3_s_50_BGSNL2375-25_merge,1430514,AAT52201.1,tribe:Noctuini,,1106,null,1542,0.0,116.0,68.95,69.0,null,null,null,null,null,null
BGSNL2309-25_r_1.5_s_100_BGSNL2309-25,BGSNL2309-25,r_1.5_s_100_merge,>BGSNL2309-25_r_1.5_s_100_BGSNL2309-25_merge,943758,WVI08343.1,genus:Agrotis,,747,null,1533,0.0,93.0,56.04,55.0,null,null,null,null,null,null
BGSNL2304-25_r_1.3_s_100_BGSNL2304-25,BGSNL2304-25,r_1.3_s_100_merge,>BGSNL2304-25_r_1.3_s_100_BGSNL2304-25_merge,943758,WVI08343.1,genus:Agrotis,,5840,null,1533,245.0,730.0,439.8,439.0,null,null,null,null,null,null
BGSNL2351-25_r_1.5_s_100_BGSNL2351-25,BGSNL2351-25,r_1.5_s_100_merge,>BGSNL2351-25_r_1.5_s_100_BGSNL2351-25_merge,1430514,AAT52201.1,tribe:Noctuini,,12444,null,1542,0.0,1626.0,1127.59,1119.0,null,null,null,null,null,null
BGSNL2300-25_r_1.3_s_100_BGSNL2300-25,BGSNL2300-25,r_1.3_s_100_merge,>BGSNL2300-25_r_1.3_s_100_BGSNL2300-25_merge,943758,WVI08343.1,genus:Agrotis,,3712,null,1533,145.0,440.0,273.7,272.0,null,null,null,null,null,null
BGSNL2369-25_r_1.3_s_50_BGSNL2369-25,BGSNL2369-25,r_1.3_s_50_merge,>BGSNL2369-25_r_1.3_s_50_BGSNL2369-25_merge,1430514,AAT52201.1,tribe:Noctuini,,3644,null,1542,0.0,352.0,240.5,230.0,null,null,null,null,null,null
BGSNL2328-25_r_1_s_50_BGSNL2328-25,BGSNL2328-25,r_1_s_50_merge,>BGSNL2328-25_r_1_s_50_BGSNL2328-25_merge,1869571,AAT52201.1,tribe:Noctuini,,1504,null,1542,0.0,178.0,94.86,94.0,null,null,null,null,null,null
BGSNL2361-25_r_1.5_s_50_BGSNL2361-25,BGSNL2361-25,r_1.5_s_50_merge,>BGSNL2361-25_r_1.5_s_50_BGSNL2361-25_merge,1430514,AAT52201.1,tribe:Noctuini,,2028,null,1542,0.0,239.0,116.59,108.0,null,null,null,null,null,null
