Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BGSNL2120-24_r_1.5_s_100_BGSNL2120-24,BGSNL2120-24,r_1.5_s_100_merge,>BGSNL2120-24_r_1.5_s_100_BGSNL2120-24_merge,2562061,AAQ94185.1,subfamily:Cosmopteriginae,,185,null,1530,0.0,26.0,11.1,11.0,null,null,null,null,null,null
BGSNL2161-24_r_1.5_s_100_BGSNL2161-24,BGSNL2161-24,r_1.5_s_100_merge,>BGSNL2161-24_r_1.5_s_100_BGSNL2161-24_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,923,null,1533,0.0,91.0,52.49,50.0,null,null,null,null,null,null
BGSNL2140-24_r_1_s_100_BGSNL2140-24,BGSNL2140-24,r_1_s_100_merge,>BGSNL2140-24_r_1_s_100_BGSNL2140-24_merge,1660619,WVR18601.1,superfamily:Gelechioidea,,145,null,1533,0.0,36.0,13.21,11.0,null,null,null,null,null,null
BGSNL2123-24_r_1_s_50_BGSNL2123-24,BGSNL2123-24,r_1_s_50_merge,>BGSNL2123-24_r_1_s_50_BGSNL2123-24_merge,1073590,AII02350.1,family:Depressariidae,,403,null,1527,0.0,32.0,19.24,19.0,null,null,null,null,null,null
BGSNL2177-24_r_1_s_100_BGSNL2177-24,BGSNL2177-24,r_1_s_100_merge,>BGSNL2177-24_r_1_s_100_BGSNL2177-24_merge,1870360,WVR18601.1,superfamily:Gelechioidea,,1636,null,1533,30.0,171.0,90.27,89.0,null,null,null,null,null,null
BGSNL2176-24_r_1.5_s_50_BGSNL2176-24,BGSNL2176-24,r_1.5_s_50_merge,>BGSNL2176-24_r_1.5_s_50_BGSNL2176-24_merge,945308,WVR18601.1,superfamily:Gelechioidea,,648,null,1533,7.0,71.0,31.88,30.0,null,null,null,null,null,null
BGSNL2116-24_r_1.3_s_100_BGSNL2116-24,BGSNL2116-24,r_1.3_s_100_merge,>BGSNL2116-24_r_1.3_s_100_BGSNL2116-24_merge,2562061,AAQ94185.1,subfamily:Cosmopteriginae,,338,null,1530,5.0,43.0,20.52,19.0,null,null,null,null,null,null
BGSNL2163-24_r_1.5_s_50_BGSNL2163-24,BGSNL2163-24,r_1.5_s_50_merge,>BGSNL2163-24_r_1.5_s_50_BGSNL2163-24_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,194,null,1533,0.0,26.0,10.15,10.0,null,null,null,null,null,null
BGSNL2154-24_r_1.5_s_50_BGSNL2154-24,BGSNL2154-24,r_1.5_s_50_merge,>BGSNL2154-24_r_1.5_s_50_BGSNL2154-24_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,105,null,1533,0.0,16.0,4.93,5.0,null,null,null,null,null,null
BGSNL2146-24_r_1.3_s_50_BGSNL2146-24,BGSNL2146-24,r_1.3_s_50_merge,>BGSNL2146-24_r_1.3_s_50_BGSNL2146-24_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,279,null,1533,0.0,26.0,11.21,11.0,null,null,null,null,null,null
