Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
ILECA2291-25_r_1_s_50_ILECA2291-25,ILECA2291-25,r_1_s_50_merge,>ILECA2291-25_r_1_s_50_ILECA2291-25_merge,2561039,QNV11639.1,subfamily:Pterophorinae,,1701,null,1536,0.0,212.0,157.92,158.0,null,null,null,null,null,null
ILECA2354-25_r_1.3_s_100_ILECA2354-25,ILECA2354-25,r_1.3_s_100_merge,>ILECA2354-25_r_1.3_s_100_ILECA2354-25_merge,2561039,QNV11639.1,subfamily:Pterophorinae,,792,null,1536,0.0,91.0,67.49,68.0,null,null,null,null,null,null
ILECA2326-25_r_1.3_s_50_ILECA2326-25,ILECA2326-25,r_1.3_s_50_merge,>ILECA2326-25_r_1.3_s_50_ILECA2326-25_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,1480,null,1533,3.0,192.0,134.83,129.0,null,null,null,null,null,null
ILECA2353-25_r_1.3_s_50_ILECA2353-25,ILECA2353-25,r_1.3_s_50_merge,>ILECA2353-25_r_1.3_s_50_ILECA2353-25_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,727,null,1533,0.0,118.0,55.34,53.0,null,null,null,null,null,null
ILECA2295-25_r_1.5_s_100_ILECA2295-25,ILECA2295-25,r_1.5_s_100_merge,>ILECA2295-25_r_1.5_s_100_ILECA2295-25_merge,2561039,QNV11639.1,subfamily:Pterophorinae,,605,null,1536,0.0,84.0,48.62,48.0,null,null,null,null,null,null
ILECA2286-25_r_1.5_s_50_ILECA2286-25,ILECA2286-25,r_1.5_s_50_merge,>ILECA2286-25_r_1.5_s_50_ILECA2286-25_merge,1858048,QNV11639.1,subfamily:Pterophorinae,,334,null,1536,0.0,78.0,25.07,22.5,null,null,null,null,null,null
ILECA2314-25_r_1.3_s_100_ILECA2314-25,ILECA2314-25,r_1.3_s_100_merge,>ILECA2314-25_r_1.3_s_100_ILECA2314-25_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,433,null,1533,0.0,71.0,34.27,35.0,null,null,null,null,null,null
ILECA2313-25_r_1.5_s_100_ILECA2313-25,ILECA2313-25,r_1.5_s_100_merge,>ILECA2313-25_r_1.5_s_100_ILECA2313-25_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,540,null,1533,0.0,73.0,48.09,46.0,null,null,null,null,null,null
ILECA2345-25_r_1_s_50_ILECA2345-25,ILECA2345-25,r_1_s_50_merge,>ILECA2345-25_r_1_s_50_ILECA2345-25_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,547,null,1533,0.0,86.0,33.19,32.0,null,null,null,null,null,null
ILECA2324-25_r_1_s_50_ILECA2324-25,ILECA2324-25,r_1_s_50_merge,>ILECA2324-25_r_1_s_50_ILECA2324-25_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,347,null,1533,0.0,46.0,17.6,14.0,null,null,null,null,null,null
ILECA2336-25_r_1_s_100_ILECA2336-25,ILECA2336-25,r_1_s_100_merge,>ILECA2336-25_r_1_s_100_ILECA2336-25_merge,1442279,WVR18601.1,superfamily:Gelechioidea,,324,null,1533,0.0,67.0,27.46,25.0,null,null,null,null,null,null
ILECA2356-25_r_1.3_s_50_ILECA2356-25,ILECA2356-25,r_1.3_s_50_merge,>ILECA2356-25_r_1.3_s_50_ILECA2356-25_merge,1858048,QNV11639.1,subfamily:Pterophorinae,,333,null,1536,0.0,78.0,19.23,16.0,null,null,null,null,null,null
