Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BGEGR1896-25_r_1.5_s_100_BGEGR1896-25,BGEGR1896-25,r_1.5_s_100_merge,>BGEGR1896-25_r_1.5_s_100_BGEGR1896-25_merge,872118,YP_011014850.1,subfamily:Hemisphaeriinae,,1350,null,1533,0.0,180.0,71.27,72.0,null,null,null,null,null,null
BGEGR1904-25_r_1.5_s_100_BGEGR1904-25,BGEGR1904-25,r_1.5_s_100_merge,>BGEGR1904-25_r_1.5_s_100_BGEGR1904-25_merge,587685,YP_026118.1,genus:Philaenus,,1955,null,1533,32.0,180.0,107.92,106.0,null,null,null,null,null,null
BGEGR1903-25_r_1_s_100_BGEGR1903-25,BGEGR1903-25,r_1_s_100_merge,>BGEGR1903-25_r_1_s_100_BGEGR1903-25_merge,587685,YP_026118.1,genus:Philaenus,,1124,null,1533,11.0,187.0,66.26,60.0,null,null,null,null,null,null
BGEGR1906-25_r_1.5_s_100_BGEGR1906-25,BGEGR1906-25,r_1.5_s_100_merge,>BGEGR1906-25_r_1.5_s_100_BGEGR1906-25_merge,1897824,YP_010990566.1,family:Issidae,,23,null,1536,0.0,15.0,2.03,0.0,null,null,null,null,null,null
BGEGR1902-25_r_1.5_s_50_BGEGR1902-25,BGEGR1902-25,r_1.5_s_50_merge,>BGEGR1902-25_r_1.5_s_50_BGEGR1902-25_merge,2594372,YP_010990566.1,family:Issidae,,4629,null,1536,0.0,552.0,258.75,270.0,null,null,null,null,null,null
BGEGR1965-25_r_1_s_100_BGEGR1965-25,BGEGR1965-25,r_1_s_100_merge,>BGEGR1965-25_r_1_s_100_BGEGR1965-25_merge,868270,AWV83264.1,subfamily:Cicadettinae,,7315,null,1536,104.0,844.0,455.7,487.0,null,null,null,null,null,null
BGEGR1961-25_r_1_s_50_BGEGR1961-25,BGEGR1961-25,r_1_s_50_merge,>BGEGR1961-25_r_1_s_50_BGEGR1961-25_merge,3446177,YP_010990566.1,family:Issidae,,15652,null,1536,0.0,1380.0,704.83,708.0,null,null,null,null,null,null
BGEGR1953-25_r_1.3_s_100_BGEGR1953-25,BGEGR1953-25,r_1.3_s_100_merge,>BGEGR1953-25_r_1.3_s_100_BGEGR1953-25_merge,868270,AWV83264.1,subfamily:Cicadettinae,,826,null,1536,33.0,92.0,61.14,62.0,null,null,null,null,null,null
BGEGR1963-25_r_1.3_s_100_BGEGR1963-25,BGEGR1963-25,r_1.3_s_100_merge,>BGEGR1963-25_r_1.3_s_100_BGEGR1963-25_merge,3016024,YP_010990566.1,family:Issidae,,1543,null,1536,0.0,156.0,93.35,102.5,null,null,null,null,null,null
BGEGR1934-25_r_1_s_50_BGEGR1934-25,BGEGR1934-25,r_1_s_50_merge,>BGEGR1934-25_r_1_s_50_BGEGR1934-25_merge,1897824,YP_010990566.1,family:Issidae,,1886,null,1536,0.0,150.0,82.51,84.0,null,null,null,null,null,null
BGEGR1930-25_r_1.3_s_50_BGEGR1930-25,BGEGR1930-25,r_1.3_s_50_merge,>BGEGR1930-25_r_1.3_s_50_BGEGR1930-25_merge,1897824,YP_010990566.1,family:Issidae,,5,null,1536,0.0,2.0,0.28,0.0,null,null,null,null,null,null
BGEGR1900-25_r_1.5_s_100_BGEGR1900-25,BGEGR1900-25,r_1.5_s_100_merge,>BGEGR1900-25_r_1.5_s_100_BGEGR1900-25_merge,1897824,YP_010990566.1,family:Issidae,,37,null,1536,0.0,9.0,1.9,0.0,null,null,null,null,null,null
BGEGR1898-25_r_1.3_s_50_BGEGR1898-25,BGEGR1898-25,r_1.3_s_50_merge,>BGEGR1898-25_r_1.3_s_50_BGEGR1898-25_merge,872118,YP_011014850.1,subfamily:Hemisphaeriinae,,0,null,1533,0.0,0.0,0.0,0.0,null,null,null,null,null,null
BGEGR1935-25_r_1.3_s_100_BGEGR1935-25,BGEGR1935-25,r_1.3_s_100_merge,>BGEGR1935-25_r_1.3_s_100_BGEGR1935-25_merge,1897824,YP_010990566.1,family:Issidae,,204,null,1536,0.0,25.0,11.59,12.0,null,null,null,null,null,null
BGEGR1910-25_r_1.3_s_100_BGEGR1910-25,BGEGR1910-25,r_1.3_s_100_merge,>BGEGR1910-25_r_1.3_s_100_BGEGR1910-25_merge,2594340,YP_010990566.1,family:Issidae,,2220,null,1536,0.0,312.0,159.74,150.0,null,null,null,null,null,null
BGEGR1954-25_r_1_s_100_BGEGR1954-25,BGEGR1954-25,r_1_s_100_merge,>BGEGR1954-25_r_1_s_100_BGEGR1954-25_merge,1897858,UDL72098.1,genus:Peltonotellus,,90,null,1536,0.0,42.0,9.35,0.0,null,null,null,null,null,null
BGEGR1977-25_r_1.5_s_100_BGEGR1977-25,BGEGR1977-25,r_1.5_s_100_merge,>BGEGR1977-25_r_1.5_s_100_BGEGR1977-25_merge,2593298,YP_010032414.1,species:Cicadetta abscondita,,125,null,1533,0.0,20.0,6.43,6.0,null,null,null,null,null,null
BGEGR1895-25_r_1_s_50_BGEGR1895-25,BGEGR1895-25,r_1_s_50_merge,>BGEGR1895-25_r_1_s_50_BGEGR1895-25_merge,872118,YP_011014850.1,subfamily:Hemisphaeriinae,,164,null,1533,0.0,74.0,7.59,0.0,null,null,null,null,null,null
BGEGR1904-25_r_1_s_50_BGEGR1904-25,BGEGR1904-25,r_1_s_50_merge,>BGEGR1904-25_r_1_s_50_BGEGR1904-25_merge,587685,YP_026118.1,genus:Philaenus,,3210,null,1533,65.0,230.0,147.63,147.0,null,null,null,null,null,null
BGEGR1960-25_r_1.5_s_100_BGEGR1960-25,BGEGR1960-25,r_1.5_s_100_merge,>BGEGR1960-25_r_1.5_s_100_BGEGR1960-25_merge,872118,YP_011014850.1,subfamily:Hemisphaeriinae,,273,null,1533,0.0,33.0,16.39,17.0,null,null,null,null,null,null
BGEGR1954-25_r_1.5_s_50_BGEGR1954-25,BGEGR1954-25,r_1.5_s_50_merge,>BGEGR1954-25_r_1.5_s_50_BGEGR1954-25_merge,1897858,UDL72098.1,genus:Peltonotellus,,22,null,1536,0.0,17.0,0.86,0.0,null,null,null,null,null,null
BGEGR1965-25_r_1.3_s_50_BGEGR1965-25,BGEGR1965-25,r_1.3_s_50_merge,>BGEGR1965-25_r_1.3_s_50_BGEGR1965-25_merge,868270,AWV83264.1,subfamily:Cicadettinae,,9925,null,1536,148.0,924.0,525.66,540.5,null,null,null,null,null,null
BGEGR1896-25_r_1_s_100_BGEGR1896-25,BGEGR1896-25,r_1_s_100_merge,>BGEGR1896-25_r_1_s_100_BGEGR1896-25_merge,872118,YP_011014850.1,subfamily:Hemisphaeriinae,,1777,null,1533,14.0,234.0,96.77,91.0,null,null,null,null,null,null
BGEGR1907-25_r_1.3_s_100_BGEGR1907-25,BGEGR1907-25,r_1.3_s_100_merge,>BGEGR1907-25_r_1.3_s_100_BGEGR1907-25_merge,1897824,YP_010990566.1,family:Issidae,,690,null,1536,0.0,112.0,52.8,54.0,null,null,null,null,null,null
BGEGR1988-25_r_1_s_50_BGEGR1988-25,BGEGR1988-25,r_1_s_50_merge,>BGEGR1988-25_r_1_s_50_BGEGR1988-25_merge,3016024,YP_010990566.1,family:Issidae,,3890,null,1536,0.0,370.0,266.75,277.0,null,null,null,null,null,null
BGEGR1913-25_r_1_s_100_BGEGR1913-25,BGEGR1913-25,r_1_s_100_merge,>BGEGR1913-25_r_1_s_100_BGEGR1913-25_merge,1897824,YP_010990566.1,family:Issidae,,5999,null,1536,0.0,568.0,365.62,384.5,null,null,null,null,null,null
BGEGR1943-25_r_1.3_s_50_BGEGR1943-25,BGEGR1943-25,r_1.3_s_50_merge,>BGEGR1943-25_r_1.3_s_50_BGEGR1943-25_merge,1897824,YP_010990566.1,family:Issidae,,11,null,1536,0.0,8.0,0.68,0.0,null,null,null,null,null,null
BGEGR1934-25_r_1.3_s_50_BGEGR1934-25,BGEGR1934-25,r_1.3_s_50_merge,>BGEGR1934-25_r_1.3_s_50_BGEGR1934-25_merge,1897824,YP_010990566.1,family:Issidae,,1691,null,1536,0.0,139.0,74.36,76.0,null,null,null,null,null,null
BGEGR1975-25_r_1.3_s_50_BGEGR1975-25,BGEGR1975-25,r_1.3_s_50_merge,>BGEGR1975-25_r_1.3_s_50_BGEGR1975-25_merge,3016024,YP_010990566.1,family:Issidae,,472,null,1536,0.0,50.0,21.67,20.0,null,null,null,null,null,null
