Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BGEGR1713-25_r_1_s_100_BGEGR1713-25,BGEGR1713-25,r_1_s_100_merge,>BGEGR1713-25_r_1_s_100_BGEGR1713-25_merge,139506,YP_010157578.1,genus:Fieberiella,,235,null,1533,2.0,37.0,13.05,10.0,null,null,null,null,null,null
BGEGR1727-25_r_1.3_s_100_BGEGR1727-25,BGEGR1727-25,r_1.3_s_100_merge,>BGEGR1727-25_r_1.3_s_100_BGEGR1727-25_merge,2882285,YP_009520498.1,genus:Macrosteles,,11756,null,1533,0.0,1181.0,652.23,617.0,null,null,null,null,null,null
BGEGR1781-25_r_1.3_s_50_BGEGR1781-25,BGEGR1781-25,r_1.3_s_50_merge,>BGEGR1781-25_r_1.3_s_50_BGEGR1781-25_merge,706843,ALY11317.1,tribe:Athysanini,,2,null,1548,0.0,2.0,0.05,0.0,null,null,null,null,null,null
BGEGR1737-25_r_1.5_s_50_BGEGR1737-25,BGEGR1737-25,r_1.5_s_50_merge,>BGEGR1737-25_r_1.5_s_50_BGEGR1737-25_merge,706842,APO09327.1,subfamily:Deltocephalinae,,3208,null,1551,0.0,256.0,162.56,178.0,null,null,null,null,null,null
BGEGR1754-25_r_1_s_50_BGEGR1754-25,BGEGR1754-25,r_1_s_50_merge,>BGEGR1754-25_r_1_s_50_BGEGR1754-25_merge,2896883,ALY11317.1,tribe:Athysanini,,3728,null,1548,0.0,350.0,241.56,240.0,null,null,null,null,null,null
BGEGR1710-25_r_1.3_s_100_BGEGR1710-25,BGEGR1710-25,r_1.3_s_100_merge,>BGEGR1710-25_r_1.3_s_100_BGEGR1710-25_merge,139506,YP_010157578.1,genus:Fieberiella,,30015,null,1533,217.0,3998.0,2153.88,2242.0,null,null,null,null,null,null
BGEGR1784-25_r_1_s_100_BGEGR1784-25,BGEGR1784-25,r_1_s_100_merge,>BGEGR1784-25_r_1_s_100_BGEGR1784-25_merge,706841,APO09327.1,subfamily:Deltocephalinae,,302,null,1551,0.0,38.0,19.29,18.0,null,null,null,null,null,null
BGEGR1791-25_r_1.3_s_50_BGEGR1791-25,BGEGR1791-25,r_1.3_s_50_merge,>BGEGR1791-25_r_1.3_s_50_BGEGR1791-25_merge,1256068,ATD52987.1,tribe:Cicadulini,,1796,null,1533,56.0,139.0,99.51,101.0,null,null,null,null,null,null
BGEGR1760-25_r_1.3_s_100_BGEGR1760-25,BGEGR1760-25,r_1.3_s_100_merge,>BGEGR1760-25_r_1.3_s_100_BGEGR1760-25_merge,706843,ALY11317.1,tribe:Athysanini,,1774,null,1548,0.0,175.0,117.98,125.5,null,null,null,null,null,null
BGEGR1743-25_r_1_s_100_BGEGR1743-25,BGEGR1743-25,r_1_s_100_merge,>BGEGR1743-25_r_1_s_100_BGEGR1743-25_merge,2611832,ALY11317.1,tribe:Athysanini,,3067,null,1548,0.0,263.0,183.39,190.0,null,null,null,null,null,null
