Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BBIOP2082-24_r_1_s_100_BBIOP2082-24,BBIOP2082-24,r_1_s_100_merge,>BBIOP2082-24_r_1_s_100_BBIOP2082-24_merge,1698213,UPX88487.1,subfamily:Sericinae,,29,null,1536,0.0,12.0,2.96,0.0,null,null,null,null,null,null
BBIOP2015-24_r_1.3_s_100_BBIOP2015-24,BBIOP2015-24,r_1.3_s_100_merge,>BBIOP2015-24_r_1.3_s_100_BBIOP2015-24_merge,1720622,WJR82112.1,genus:Amphimallon,,62,null,1533,0.0,16.0,3.49,2.0,null,null,null,null,null,null
BBIOP2043-24_r_1.5_s_100_BBIOP2043-24,BBIOP2043-24,r_1.5_s_100_merge,>BBIOP2043-24_r_1.5_s_100_BBIOP2043-24_merge,1971888,XCN33691.1,subfamily:Melolonthinae,,347,null,1539,0.0,51.0,33.19,34.0,null,null,null,null,null,null
BBIOP2028-24_r_1.5_s_50_BBIOP2028-24,BBIOP2028-24,r_1.5_s_50_merge,>BBIOP2028-24_r_1.5_s_50_BBIOP2028-24_merge,702309,AND96251.1,family:Scarabaeidae,,728,null,1548,0.0,125.0,27.01,21.0,null,null,null,null,null,null
BBIOP2086-24_r_1.5_s_100_BBIOP2086-24,BBIOP2086-24,r_1.5_s_100_merge,>BBIOP2086-24_r_1.5_s_100_BBIOP2086-24_merge,190494,XCN33691.1,subfamily:Melolonthinae,,13,null,1539,0.0,10.0,0.94,0.0,null,null,null,null,null,null
BBIOP2004-24_r_1.3_s_100_BBIOP2004-24,BBIOP2004-24,r_1.3_s_100_merge,>BBIOP2004-24_r_1.3_s_100_BBIOP2004-24_merge,702309,AND96251.1,family:Scarabaeidae,,1514,null,1548,0.0,278.0,94.62,90.5,null,null,null,null,null,null
BBIOP2077-24_r_1_s_50_BBIOP2077-24,BBIOP2077-24,r_1_s_50_merge,>BBIOP2077-24_r_1_s_50_BBIOP2077-24_merge,681106,UPX88487.1,subfamily:Sericinae,,1075,null,1536,3.0,269.0,53.24,32.5,null,null,null,null,null,null
BBIOP2020-24_r_1_s_100_BBIOP2020-24,BBIOP2020-24,r_1_s_100_merge,>BBIOP2020-24_r_1_s_100_BBIOP2020-24_merge,1720622,WJR82112.1,genus:Amphimallon,,730,null,1533,6.0,94.0,42.16,38.0,null,null,null,null,null,null
BBIOP2070-24_r_1_s_50_BBIOP2070-24,BBIOP2070-24,r_1_s_50_merge,>BBIOP2070-24_r_1_s_50_BBIOP2070-24_merge,681106,UPX88487.1,subfamily:Sericinae,,298,null,1536,0.0,95.0,11.52,7.0,null,null,null,null,null,null
BBIOP2017-24_r_1.5_s_50_BBIOP2017-24,BBIOP2017-24,r_1.5_s_50_merge,>BBIOP2017-24_r_1.5_s_50_BBIOP2017-24_merge,1720622,WJR82112.1,genus:Amphimallon,,196,null,1533,0.0,29.0,9.07,8.0,null,null,null,null,null,null
BBIOP2068-24_r_1.3_s_50_BBIOP2068-24,BBIOP2068-24,r_1.3_s_50_merge,>BBIOP2068-24_r_1.3_s_50_BBIOP2068-24_merge,478133,UPX88487.1,subfamily:Sericinae,,1644,null,1536,14.0,240.0,93.75,79.0,null,null,null,null,null,null
BBIOP2074-24_r_1.5_s_100_BBIOP2074-24,BBIOP2074-24,r_1.5_s_100_merge,>BBIOP2074-24_r_1.5_s_100_BBIOP2074-24_merge,465259,UPX88487.1,subfamily:Sericinae,,785,null,1536,0.0,208.0,45.11,32.0,null,null,null,null,null,null
BBIOP2019-24_r_1.5_s_50_BBIOP2019-24,BBIOP2019-24,r_1.5_s_50_merge,>BBIOP2019-24_r_1.5_s_50_BBIOP2019-24_merge,1720622,WJR82112.1,genus:Amphimallon,,558,null,1533,0.0,59.0,24.38,22.0,null,null,null,null,null,null
BBIOP2016-24_r_1.5_s_100_BBIOP2016-24,BBIOP2016-24,r_1.5_s_100_merge,>BBIOP2016-24_r_1.5_s_100_BBIOP2016-24_merge,1720622,WJR82112.1,genus:Amphimallon,,126,null,1533,0.0,26.0,7.15,4.0,null,null,null,null,null,null
BBIOP2004-24_r_1.5_s_100_BBIOP2004-24,BBIOP2004-24,r_1.5_s_100_merge,>BBIOP2004-24_r_1.5_s_100_BBIOP2004-24_merge,702309,AND96251.1,family:Scarabaeidae,,1230,null,1548,0.0,202.0,76.88,77.0,null,null,null,null,null,null
