Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
ILECA1416-25_r_1_s_50_ILECA1416-25,ILECA1416-25,r_1_s_50_merge,>ILECA1416-25_r_1_s_50_ILECA1416-25_merge,40081,YP_011056617.1,subfamily:Crambinae,,875,null,1530,0.0,96.0,59.87,60.5,null,null,null,null,null,null
ILECA1394-25_r_1_s_100_ILECA1394-25,ILECA1394-25,r_1_s_100_merge,>ILECA1394-25_r_1_s_100_ILECA1394-25_merge,2727703,YP_009241700.1,subfamily:Anacampsinae,,615,null,1530,32.0,92.0,66.66,67.0,null,null,null,null,null,null
ILECA1414-25_r_1.5_s_100_ILECA1414-25,ILECA1414-25,r_1.5_s_100_merge,>ILECA1414-25_r_1.5_s_100_ILECA1414-25_merge,2566410,APA34331.1,subfamily:Larentiinae,,271,null,1536,0.0,31.0,15.61,15.0,null,null,null,null,null,null
ILECA1363-25_r_1.3_s_50_ILECA1363-25,ILECA1363-25,r_1.3_s_50_merge,>ILECA1363-25_r_1.3_s_50_ILECA1363-25_merge,2727702,XHA97117.1,subfamily:Gelechiinae,,2402,null,1530,159.0,395.0,234.26,211.5,null,null,null,null,null,null
ILECA1344-25_r_1.3_s_100_ILECA1344-25,ILECA1344-25,r_1.3_s_100_merge,>ILECA1344-25_r_1.3_s_100_ILECA1344-25_merge,2561500,UPU95823.1,subfamily:Aristoteliinae,,878,null,1533,31.0,119.0,84.08,87.0,null,null,null,null,null,null
ILECA1395-25_r_1.3_s_50_ILECA1395-25,ILECA1395-25,r_1.3_s_50_merge,>ILECA1395-25_r_1.3_s_50_ILECA1395-25_merge,2727703,YP_009241700.1,subfamily:Anacampsinae,,181,null,1530,7.0,25.0,13.94,14.0,null,null,null,null,null,null
ILECA1384-25_r_1_s_100_ILECA1384-25,ILECA1384-25,r_1_s_100_merge,>ILECA1384-25_r_1_s_100_ILECA1384-25_merge,1492321,XHA97117.1,subfamily:Gelechiinae,,243,null,1530,1.0,53.0,21.48,20.0,null,null,null,null,null,null
ILECA1404-25_r_1.3_s_50_ILECA1404-25,ILECA1404-25,r_1.3_s_50_merge,>ILECA1404-25_r_1.3_s_50_ILECA1404-25_merge,1888684,YP_009241700.1,subfamily:Anacampsinae,,669,null,1530,11.0,132.0,43.87,42.0,null,null,null,null,null,null
ILECA1360-25_r_1_s_50_ILECA1360-25,ILECA1360-25,r_1_s_50_merge,>ILECA1360-25_r_1_s_50_ILECA1360-25_merge,3112342,UPU95823.1,subfamily:Aristoteliinae,,1175,null,1533,64.0,133.0,97.27,98.0,null,null,null,null,null,null
ILECA1419-25_r_1.5_s_100_ILECA1419-25,ILECA1419-25,r_1.5_s_100_merge,>ILECA1419-25_r_1.5_s_100_ILECA1419-25_merge,2561500,UPU95823.1,subfamily:Aristoteliinae,,144,null,1533,1.0,24.0,8.73,8.0,null,null,null,null,null,null
