Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
ILECA1923-25_r_1.3_s_50_ILECA1923-25,ILECA1923-25,r_1.3_s_50_merge,>ILECA1923-25_r_1.3_s_50_ILECA1923-25_merge,2561307,YP_010534988.1,tribe:Eucosmini,,637,null,1530,21.0,62.0,41.37,41.0,null,null,null,null,null,null
ILECA1977-25_r_1.5_s_100_ILECA1977-25,ILECA1977-25,r_1.5_s_100_merge,>ILECA1977-25_r_1.5_s_100_ILECA1977-25_merge,2680287,WGG31057.1,genus:Cydia,,279,null,1533,7.0,38.0,20.08,19.0,null,null,null,null,null,null
ILECA1963-25_r_1_s_50_ILECA1963-25,ILECA1963-25,r_1_s_50_merge,>ILECA1963-25_r_1_s_50_ILECA1963-25_merge,1594361,YP_010403110.1,tribe:Grapholitini,,1341,null,1536,0.0,179.0,98.71,95.5,null,null,null,null,null,null
ILECA1976-25_r_1_s_100_ILECA1976-25,ILECA1976-25,r_1_s_100_merge,>ILECA1976-25_r_1_s_100_ILECA1976-25_merge,1869808,YP_010403110.1,tribe:Grapholitini,,1707,null,1536,0.0,243.0,136.49,136.5,null,null,null,null,null,null
ILECA1983-25_r_1.3_s_50_ILECA1983-25,ILECA1983-25,r_1.3_s_50_merge,>ILECA1983-25_r_1.3_s_50_ILECA1983-25_merge,1370922,AII02504.1,genus:Alucita,,413,null,1527,0.0,49.0,29.8,31.0,null,null,null,null,null,null
ILECA1969-25_r_1.5_s_100_ILECA1969-25,ILECA1969-25,r_1.5_s_100_merge,>ILECA1969-25_r_1.5_s_100_ILECA1969-25_merge,2680287,WGG31057.1,genus:Cydia,,631,null,1533,23.0,77.0,45.87,44.0,null,null,null,null,null,null
ILECA1901-25_r_1.5_s_100_ILECA1901-25,ILECA1901-25,r_1.5_s_100_merge,>ILECA1901-25_r_1.5_s_100_ILECA1901-25_merge,1869930,YP_010694715.1,genus:Evergestis,,1085,null,1530,39.0,129.0,82.12,80.5,null,null,null,null,null,null
ILECA1978-25_r_1.3_s_100_ILECA1978-25,ILECA1978-25,r_1.3_s_100_merge,>ILECA1978-25_r_1.3_s_100_ILECA1978-25_merge,1370922,AII02504.1,genus:Alucita,,204,null,1527,0.0,34.0,13.65,12.0,null,null,null,null,null,null
ILECA1986-25_r_1.3_s_100_ILECA1986-25,ILECA1986-25,r_1.3_s_100_merge,>ILECA1986-25_r_1.3_s_100_ILECA1986-25_merge,1370922,AII02504.1,genus:Alucita,,171,null,1527,0.0,25.0,10.96,10.0,null,null,null,null,null,null
ILECA1933-25_r_1.3_s_100_ILECA1933-25,ILECA1933-25,r_1.3_s_100_merge,>ILECA1933-25_r_1.3_s_100_ILECA1933-25_merge,655038,XTB87685.1,genus:Epiblema,,846,null,1506,39.0,109.0,67.44,67.0,null,null,null,null,null,null
