Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
MUSBA3654-25_r_1.3_s_50_MUSBA3654-25,MUSBA3654-25,r_1.3_s_50_merge,>MUSBA3654-25_r_1.3_s_50_MUSBA3654-25_merge,265979,YP_010704683.1,family:Hygromiidae,,268,null,1524,2.0,46.0,18.55,19.0,null,null,null,null,null,null
MUSBA3609-25_r_1.5_s_50_MUSBA3609-25,MUSBA3609-25,r_1.5_s_50_merge,>MUSBA3609-25_r_1.5_s_50_MUSBA3609-25_merge,3137890,YP_010735482.1,family:Limacidae,,1731,null,1524,56.0,261.0,139.68,137.5,null,null,null,null,null,null
MUSBA3638-25_r_1.3_s_100_MUSBA3638-25,MUSBA3638-25,r_1.3_s_100_merge,>MUSBA3638-25_r_1.3_s_100_MUSBA3638-25_merge,2052966,UMI33323.1,family:Geomitridae,,620,null,1533,0.0,76.0,49.19,49.0,null,null,null,null,null,null
MUSBA3629-25_r_1.5_s_50_MUSBA3629-25,MUSBA3629-25,r_1.5_s_50_merge,>MUSBA3629-25_r_1.5_s_50_MUSBA3629-25_merge,2997211,ANC96345.1,genus:Helicella,,557,null,1527,26.0,71.0,45.53,45.0,null,null,null,null,null,null
MUSBA3642-25_r_1_s_100_MUSBA3642-25,MUSBA3642-25,r_1_s_100_merge,>MUSBA3642-25_r_1_s_100_MUSBA3642-25_merge,1980932,YP_010704683.1,family:Hygromiidae,,709,null,1524,28.0,100.0,63.98,63.0,null,null,null,null,null,null
MUSBA3619-25_r_1_s_50_MUSBA3619-25,MUSBA3619-25,r_1_s_50_merge,>MUSBA3619-25_r_1_s_50_MUSBA3619-25_merge,1747764,UMI33323.1,family:Geomitridae,,1024,null,1533,0.0,121.0,77.98,77.0,null,null,null,null,null,null
MUSBA3588-25_r_1.5_s_100_MUSBA3588-25,MUSBA3588-25,r_1.5_s_100_merge,>MUSBA3588-25_r_1.5_s_100_MUSBA3588-25_merge,2986869,WJZ52991.1,clade:Helicina,,353,null,1548,0.0,61.0,32.26,35.0,null,null,null,null,null,null
MUSBA3571-25_r_1.3_s_50_MUSBA3571-25,MUSBA3571-25,r_1.3_s_50_merge,>MUSBA3571-25_r_1.3_s_50_MUSBA3571-25_merge,2599350,XHY98647.1,family:Helicidae,,505,null,1527,0.0,63.0,44.26,43.0,null,null,null,null,null,null
MUSBA3646-25_r_1.5_s_50_MUSBA3646-25,MUSBA3646-25,r_1.5_s_50_merge,>MUSBA3646-25_r_1.5_s_50_MUSBA3646-25_merge,1980932,YP_010704683.1,family:Hygromiidae,,5918,null,1524,52.0,810.0,520.32,520.5,null,null,null,null,null,null
MUSBA3616-25_r_1.5_s_50_MUSBA3616-25,MUSBA3616-25,r_1.5_s_50_merge,>MUSBA3616-25_r_1.5_s_50_MUSBA3616-25_merge,1747747,UMI33323.1,family:Geomitridae,,645,null,1533,0.0,85.0,55.11,53.0,null,null,null,null,null,null
