Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BSCRO1770-25_r_1.5_s_100_BSCRO1770-25,BSCRO1770-25,r_1.5_s_100_merge,>BSCRO1770-25_r_1.5_s_100_BSCRO1770-25_merge,2878652,AEX37728.1,order:Pseudoscorpiones,,510,null,1533,0.0,204.0,56.08,42.0,null,null,null,null,null,null
BSCRO1750-25_r_1_s_100_BSCRO1750-25,BSCRO1750-25,r_1_s_100_merge,>BSCRO1750-25_r_1_s_100_BSCRO1750-25_merge,2219560,QXV86730.1,family:Neobisiidae,,176,null,1527,0.0,35.0,18.27,17.0,null,null,null,null,null,null
BSCRO1713-25_r_1.3_s_100_BSCRO1713-25,BSCRO1713-25,r_1.3_s_100_merge,>BSCRO1713-25_r_1.3_s_100_BSCRO1713-25_merge,2962817,QXV86730.1,family:Neobisiidae,,18028,null,1527,0.0,2994.0,1969.44,2119.0,null,null,null,null,null,null
BSCRO1785-25_r_1.3_s_100_BSCRO1785-25,BSCRO1785-25,r_1.3_s_100_merge,>BSCRO1785-25_r_1.3_s_100_BSCRO1785-25_merge,2219560,QXV86730.1,family:Neobisiidae,,124,null,1527,0.0,27.0,12.66,13.0,null,null,null,null,null,null
BSCRO1721-25_r_1.5_s_100_BSCRO1721-25,BSCRO1721-25,r_1.5_s_100_merge,>BSCRO1721-25_r_1.5_s_100_BSCRO1721-25_merge,2962817,QXV86730.1,family:Neobisiidae,,176,null,1527,0.0,43.0,16.89,16.0,null,null,null,null,null,null
BSCRO1754-25_r_1_s_50_BSCRO1754-25,BSCRO1754-25,r_1_s_50_merge,>BSCRO1754-25_r_1_s_50_BSCRO1754-25_merge,3022580,AEX37728.1,order:Pseudoscorpiones,,1021,null,1533,0.0,172.0,81.45,83.0,null,null,null,null,null,null
BSCRO1767-25_r_1_s_100_BSCRO1767-25,BSCRO1767-25,r_1_s_100_merge,>BSCRO1767-25_r_1_s_100_BSCRO1767-25_merge,2219560,QXV86730.1,family:Neobisiidae,,937,null,1527,6.0,164.0,109.31,114.0,null,null,null,null,null,null
BSCRO1801-25_r_1.3_s_100_BSCRO1801-25,BSCRO1801-25,r_1.3_s_100_merge,>BSCRO1801-25_r_1.3_s_100_BSCRO1801-25_merge,2878652,AEX37728.1,order:Pseudoscorpiones,,1677,null,1533,0.0,334.0,168.51,185.0,null,null,null,null,null,null
BSCRO1712-25_r_1_s_100_BSCRO1712-25,BSCRO1712-25,r_1_s_100_merge,>BSCRO1712-25_r_1_s_100_BSCRO1712-25_merge,2219560,QXV86730.1,family:Neobisiidae,,70,null,1527,0.0,12.0,6.13,6.0,null,null,null,null,null,null
BSCRO1795-25_r_1_s_50_BSCRO1795-25,BSCRO1795-25,r_1_s_50_merge,>BSCRO1795-25_r_1_s_50_BSCRO1795-25_merge,2878652,AEX37728.1,order:Pseudoscorpiones,,833,null,1533,0.0,129.0,67.79,71.0,null,null,null,null,null,null
BSCRO1796-25_r_1.5_s_100_BSCRO1796-25,BSCRO1796-25,r_1.5_s_100_merge,>BSCRO1796-25_r_1.5_s_100_BSCRO1796-25_merge,2962817,QXV86730.1,family:Neobisiidae,,86,null,1527,0.0,19.0,8.0,9.0,null,null,null,null,null,null
BSCRO1772-25_r_1_s_50_BSCRO1772-25,BSCRO1772-25,r_1_s_50_merge,>BSCRO1772-25_r_1_s_50_BSCRO1772-25_merge,2962809,QXV86730.1,family:Neobisiidae,,550,null,1527,4.0,83.0,34.45,33.0,null,null,null,null,null,null
BSCRO1761-25_r_1.5_s_50_BSCRO1761-25,BSCRO1761-25,r_1.5_s_50_merge,>BSCRO1761-25_r_1.5_s_50_BSCRO1761-25_merge,3022571,AEX37728.1,order:Pseudoscorpiones,,386,null,1533,0.0,146.0,34.1,24.0,null,null,null,null,null,null
BSCRO1726-25_r_1.3_s_100_BSCRO1726-25,BSCRO1726-25,r_1.3_s_100_merge,>BSCRO1726-25_r_1.3_s_100_BSCRO1726-25_merge,2878659,QXV86730.1,family:Neobisiidae,,127,null,1527,0.0,29.0,12.01,11.0,null,null,null,null,null,null
BSCRO1770-25_r_1_s_100_BSCRO1770-25,BSCRO1770-25,r_1_s_100_merge,>BSCRO1770-25_r_1_s_100_BSCRO1770-25_merge,2878652,AEX37728.1,order:Pseudoscorpiones,,1391,null,1533,0.0,242.0,160.79,173.0,null,null,null,null,null,null
