Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
ILECA1622-25_r_1.5_s_100_ILECA1622-25,ILECA1622-25,r_1.5_s_100_merge,>ILECA1622-25_r_1.5_s_100_ILECA1622-25_merge,95214,YP_010713960.1,subfamily:Acontiinae,,333,null,1533,11.0,45.0,24.7,24.0,null,null,null,null,null,null
ILECA1694-25_r_1.5_s_100_ILECA1694-25,ILECA1694-25,r_1.5_s_100_merge,>ILECA1694-25_r_1.5_s_100_ILECA1694-25_merge,1639171,QNV11639.1,subfamily:Pterophorinae,,1426,null,1536,0.0,127.0,82.14,88.0,null,null,null,null,null,null
ILECA1630-25_r_1.5_s_50_ILECA1630-25,ILECA1630-25,r_1.5_s_50_merge,>ILECA1630-25_r_1.5_s_50_ILECA1630-25_merge,1856190,WHL46527.1,genus:Phalera,,203,null,1530,0.0,40.0,9.78,7.0,null,null,null,null,null,null
ILECA1616-25_r_1.3_s_100_ILECA1616-25,ILECA1616-25,r_1.3_s_100_merge,>ILECA1616-25_r_1.3_s_100_ILECA1616-25_merge,2249641,AON95523.1,species:Thetidia smaragdaria,,2856,null,1509,121.0,297.0,212.55,210.0,null,null,null,null,null,null
ILECA1706-25_r_1_s_50_ILECA1706-25,ILECA1706-25,r_1_s_50_merge,>ILECA1706-25_r_1_s_50_ILECA1706-25_merge,3112311,WVR18601.1,superfamily:Gelechioidea,,4376,null,1533,0.0,421.0,311.96,318.0,null,null,null,null,null,null
ILECA1695-25_r_1.3_s_50_ILECA1695-25,ILECA1695-25,r_1.3_s_50_merge,>ILECA1695-25_r_1.3_s_50_ILECA1695-25_merge,1639171,QNV11639.1,subfamily:Pterophorinae,,7098,null,1536,1.0,726.0,607.11,599.0,null,null,null,null,null,null
ILECA1629-25_r_1.5_s_50_ILECA1629-25,ILECA1629-25,r_1.5_s_50_merge,>ILECA1629-25_r_1.5_s_50_ILECA1629-25_merge,319803,YP_010327104.1,genus:Abrostola,,126,null,1530,1.0,14.0,7.03,7.0,null,null,null,null,null,null
ILECA1663-25_r_1.5_s_50_ILECA1663-25,ILECA1663-25,r_1.5_s_50_merge,>ILECA1663-25_r_1.5_s_50_ILECA1663-25_merge,1375056,UPU95823.1,subfamily:Aristoteliinae,,305,null,1533,4.0,34.0,19.39,19.0,null,null,null,null,null,null
ILECA1660-25_r_1.3_s_100_ILECA1660-25,ILECA1660-25,r_1.3_s_100_merge,>ILECA1660-25_r_1.3_s_100_ILECA1660-25_merge,1375056,UPU95823.1,subfamily:Aristoteliinae,,5422,null,1533,270.0,828.0,562.26,548.0,null,null,null,null,null,null
ILECA1670-25_r_1_s_50_ILECA1670-25,ILECA1670-25,r_1_s_50_merge,>ILECA1670-25_r_1_s_50_ILECA1670-25_merge,1857971,UPU95823.1,subfamily:Aristoteliinae,,1928,null,1533,69.0,266.0,143.44,132.0,null,null,null,null,null,null
ILECA1643-25_r_1.5_s_50_ILECA1643-25,ILECA1643-25,r_1.5_s_50_merge,>ILECA1643-25_r_1.5_s_50_ILECA1643-25_merge,3127329,YP_010481012.1,subfamily:Pyralinae,,8199,null,1533,204.0,1676.0,740.16,634.0,null,null,null,null,null,null
ILECA1620-25_r_1.5_s_50_ILECA1620-25,ILECA1620-25,r_1.5_s_50_merge,>ILECA1620-25_r_1.5_s_50_ILECA1620-25_merge,987859,WHL46449.1,genus:Acronicta,,190,null,1530,1.0,21.0,9.83,10.0,null,null,null,null,null,null
ILECA1706-25_r_1.3_s_50_ILECA1706-25,ILECA1706-25,r_1.3_s_50_merge,>ILECA1706-25_r_1.3_s_50_ILECA1706-25_merge,3112311,WVR18601.1,superfamily:Gelechioidea,,4179,null,1533,0.0,419.0,304.79,310.0,null,null,null,null,null,null
ILECA1628-25_r_1_s_50_ILECA1628-25,ILECA1628-25,r_1_s_50_merge,>ILECA1628-25_r_1_s_50_ILECA1628-25_merge,987912,BBI36972.1,genus:Cucullia,,680,null,1533,14.0,76.0,40.02,38.0,null,null,null,null,null,null
ILECA1695-25_r_1.5_s_100_ILECA1695-25,ILECA1695-25,r_1.5_s_100_merge,>ILECA1695-25_r_1.5_s_100_ILECA1695-25_merge,1639171,QNV11639.1,subfamily:Pterophorinae,,6495,null,1536,0.0,708.0,583.31,578.0,null,null,null,null,null,null
ILECA1701-25_r_1.5_s_50_ILECA1701-25,ILECA1701-25,r_1.5_s_50_merge,>ILECA1701-25_r_1.5_s_50_ILECA1701-25_merge,1639171,QNV11639.1,subfamily:Pterophorinae,,2776,null,1536,5.0,355.0,262.96,264.0,null,null,null,null,null,null
ILECA1700-25_r_1_s_100_ILECA1700-25,ILECA1700-25,r_1_s_100_merge,>ILECA1700-25_r_1_s_100_ILECA1700-25_merge,1639171,QNV11639.1,subfamily:Pterophorinae,,1547,null,1536,0.0,195.0,132.63,129.0,null,null,null,null,null,null
ILECA1651-25_r_1.5_s_100_ILECA1651-25,ILECA1651-25,r_1.5_s_100_merge,>ILECA1651-25_r_1.5_s_100_ILECA1651-25_merge,753363,WVR18601.1,superfamily:Gelechioidea,,520,null,1533,7.0,64.0,32.69,33.0,null,null,null,null,null,null
ILECA1698-25_r_1.3_s_50_ILECA1698-25,ILECA1698-25,r_1.3_s_50_merge,>ILECA1698-25_r_1.3_s_50_ILECA1698-25_merge,1639171,QNV11639.1,subfamily:Pterophorinae,,941,null,1536,1.0,99.0,67.3,67.0,null,null,null,null,null,null
ILECA1640-25_r_1.3_s_100_ILECA1640-25,ILECA1640-25,r_1.3_s_100_merge,>ILECA1640-25_r_1.3_s_100_ILECA1640-25_merge,1869547,YP_011056617.1,subfamily:Crambinae,,0,null,1530,0.0,0.0,0.0,0.0,null,null,null,null,null,null
ILECA1636-25_r_1.3_s_50_ILECA1636-25,ILECA1636-25,r_1.3_s_50_merge,>ILECA1636-25_r_1.3_s_50_ILECA1636-25_merge,1126701,YP_010713960.1,subfamily:Acontiinae,,2132,null,1533,152.0,275.0,212.63,218.0,null,null,null,null,null,null
