Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BSCRO1231-25_r_1_s_100_BSCRO1231-25,BSCRO1231-25,r_1_s_100_merge,>BSCRO1231-25_r_1_s_100_BSCRO1231-25_merge,2768102,YP_010265401.1,family:Paronellidae,,1069,null,1533,0.0,165.0,114.88,118.0,null,null,null,null,null,null
BSCRO1180-25_r_1.3_s_50_BSCRO1180-25,BSCRO1180-25,r_1.3_s_50_merge,>BSCRO1180-25_r_1.3_s_50_BSCRO1180-25_merge,3139678,UFX54039.1,subfamily:Onychiurinae,,819,null,1533,1.0,115.0,78.24,80.0,null,null,null,null,null,null
BSCRO1216-25_r_1.5_s_100_BSCRO1216-25,BSCRO1216-25,r_1.5_s_100_merge,>BSCRO1216-25_r_1.5_s_100_BSCRO1216-25_merge,187632,UFX54039.1,subfamily:Onychiurinae,,1553,null,1533,0.0,224.0,165.42,168.0,null,null,null,null,null,null
BSCRO1208-25_r_1_s_50_BSCRO1208-25,BSCRO1208-25,r_1_s_50_merge,>BSCRO1208-25_r_1_s_50_BSCRO1208-25_merge,1136003,QGZ08860.1,genus:Neelus,,730,null,1530,25.0,101.0,55.37,53.0,null,null,null,null,null,null
BSCRO1182-25_r_1_s_100_BSCRO1182-25,BSCRO1182-25,r_1_s_100_merge,>BSCRO1182-25_r_1_s_100_BSCRO1182-25_merge,3139678,UFX54039.1,subfamily:Onychiurinae,,1090,null,1533,0.0,163.0,112.72,113.0,null,null,null,null,null,null
BSCRO1193-25_r_1.3_s_100_BSCRO1193-25,BSCRO1193-25,r_1.3_s_100_merge,>BSCRO1193-25_r_1.3_s_100_BSCRO1193-25_merge,370027,QFX74494.1,genus:Isotomurus,,935,null,1533,60.0,137.0,94.0,94.0,null,null,null,null,null,null
BSCRO1161-25_r_1.3_s_50_BSCRO1161-25,BSCRO1161-25,r_1.3_s_50_merge,>BSCRO1161-25_r_1.3_s_50_BSCRO1161-25_merge,187676,YP_009753939.1,genus:Oncopodura,,325,null,1533,0.0,46.0,23.41,23.0,null,null,null,null,null,null
BSCRO1150-25_r_1_s_50_BSCRO1150-25,BSCRO1150-25,r_1_s_50_merge,>BSCRO1150-25_r_1_s_50_BSCRO1150-25_merge,187676,YP_009753939.1,genus:Oncopodura,,1010,null,1533,4.0,130.0,97.29,99.0,null,null,null,null,null,null
BSCRO1235-25_r_1_s_100_BSCRO1235-25,BSCRO1235-25,r_1_s_100_merge,>BSCRO1235-25_r_1_s_100_BSCRO1235-25_merge,2768102,YP_010265401.1,family:Paronellidae,,1221,null,1533,0.0,147.0,111.77,112.0,null,null,null,null,null,null
BSCRO1214-25_r_1_s_100_BSCRO1214-25,BSCRO1214-25,r_1_s_100_merge,>BSCRO1214-25_r_1_s_100_BSCRO1214-25_merge,2772100,AJK28732.1,genus:Pseudosinella,,1213,null,1536,64.0,182.0,134.05,134.0,null,null,null,null,null,null
BSCRO1152-25_r_1.5_s_50_BSCRO1152-25,BSCRO1152-25,r_1.5_s_50_merge,>BSCRO1152-25_r_1.5_s_50_BSCRO1152-25_merge,187676,YP_009753939.1,genus:Oncopodura,,934,null,1533,0.0,146.0,90.98,95.0,null,null,null,null,null,null
BSCRO1160-25_r_1.3_s_50_BSCRO1160-25,BSCRO1160-25,r_1.3_s_50_merge,>BSCRO1160-25_r_1.3_s_50_BSCRO1160-25_merge,187676,YP_009753939.1,genus:Oncopodura,,1159,null,1533,0.0,167.0,117.13,122.0,null,null,null,null,null,null
BSCRO1212-25_r_1_s_50_BSCRO1212-25,BSCRO1212-25,r_1_s_50_merge,>BSCRO1212-25_r_1_s_50_BSCRO1212-25_merge,2772100,AJK28732.1,genus:Pseudosinella,,1126,null,1536,45.0,308.0,79.79,75.0,null,null,null,null,null,null
BSCRO1173-25_r_1.5_s_100_BSCRO1173-25,BSCRO1173-25,r_1.5_s_100_merge,>BSCRO1173-25_r_1.5_s_100_BSCRO1173-25_merge,3139678,UFX54039.1,subfamily:Onychiurinae,,353,null,1533,0.0,64.0,39.54,43.0,null,null,null,null,null,null
BSCRO1199-25_r_1.5_s_50_BSCRO1199-25,BSCRO1199-25,r_1.5_s_50_merge,>BSCRO1199-25_r_1.5_s_50_BSCRO1199-25_merge,1765952,XCD10116.1,subfamily:Heteromurinae,,1414,null,1536,0.0,167.0,124.72,123.0,null,null,null,null,null,null
BSCRO1146-25_r_1.3_s_50_BSCRO1146-25,BSCRO1146-25,r_1.3_s_50_merge,>BSCRO1146-25_r_1.3_s_50_BSCRO1146-25_merge,187676,YP_009753939.1,genus:Oncopodura,,834,null,1533,0.0,107.0,77.55,83.0,null,null,null,null,null,null
BSCRO1232-25_r_1.5_s_100_BSCRO1232-25,BSCRO1232-25,r_1.5_s_100_merge,>BSCRO1232-25_r_1.5_s_100_BSCRO1232-25_merge,2768102,YP_010265401.1,family:Paronellidae,,973,null,1533,0.0,152.0,106.32,115.0,null,null,null,null,null,null
BSCRO1181-25_r_1.5_s_50_BSCRO1181-25,BSCRO1181-25,r_1.5_s_50_merge,>BSCRO1181-25_r_1.5_s_50_BSCRO1181-25_merge,3139678,UFX54039.1,subfamily:Onychiurinae,,545,null,1533,0.0,83.0,53.51,55.0,null,null,null,null,null,null
BSCRO1225-25_r_1.5_s_100_BSCRO1225-25,BSCRO1225-25,r_1.5_s_100_merge,>BSCRO1225-25_r_1.5_s_100_BSCRO1225-25_merge,2768102,YP_010265401.1,family:Paronellidae,,2112,null,1533,0.0,314.0,217.4,236.0,null,null,null,null,null,null
BSCRO1216-25_r_1_s_50_BSCRO1216-25,BSCRO1216-25,r_1_s_50_merge,>BSCRO1216-25_r_1_s_50_BSCRO1216-25_merge,187632,UFX54039.1,subfamily:Onychiurinae,,1977,null,1533,0.0,235.0,185.05,184.0,null,null,null,null,null,null
BSCRO1214-25_r_1.5_s_100_BSCRO1214-25,BSCRO1214-25,r_1.5_s_100_merge,>BSCRO1214-25_r_1.5_s_100_BSCRO1214-25_merge,2772100,AJK28732.1,genus:Pseudosinella,,1051,null,1536,0.0,180.0,117.59,127.0,null,null,null,null,null,null
BSCRO1204-25_r_1_s_50_BSCRO1204-25,BSCRO1204-25,r_1_s_50_merge,>BSCRO1204-25_r_1_s_50_BSCRO1204-25_merge,2768102,YP_010265401.1,family:Paronellidae,,1249,null,1533,0.0,152.0,97.81,92.0,null,null,null,null,null,null
BSCRO1166-25_r_1.3_s_50_BSCRO1166-25,BSCRO1166-25,r_1.3_s_50_merge,>BSCRO1166-25_r_1.3_s_50_BSCRO1166-25_merge,187676,YP_009753939.1,genus:Oncopodura,,1354,null,1533,0.0,186.0,131.4,144.0,null,null,null,null,null,null
