Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BGENL2468-24_r_1.3_s_100_BGENL2468-24,BGENL2468-24,r_1.3_s_100_merge,>BGENL2468-24_r_1.3_s_100_BGENL2468-24_merge,3384168,ABX61096.1,subfamily:Eumeninae,,3801,null,1608,0.0,423.0,252.97,283.0,null,null,null,null,null,null
BGENL2439-24_r_1_s_50_BGENL2439-24,BGENL2439-24,r_1_s_50_merge,>BGENL2439-24_r_1_s_50_BGENL2439-24_merge,2518743,QNV11859.1,genus:Ancistrocerus,,33100,null,1539,1487.0,2981.0,2236.82,2198.0,null,null,null,null,null,null
BGENL2455-24_r_1_s_100_BGENL2455-24,BGENL2455-24,r_1_s_100_merge,>BGENL2455-24_r_1_s_100_BGENL2455-24_merge,2612989,ABX61096.1,family:Vespidae,,33504,null,1608,0.0,4165.0,2756.09,2823.0,null,null,null,null,null,null
BGENL2467-24_r_1_s_50_BGENL2467-24,BGENL2467-24,r_1_s_50_merge,>BGENL2467-24_r_1_s_50_BGENL2467-24_merge,1507347,ABX61096.1,subfamily:Eumeninae,,18146,null,1608,0.0,2152.0,1638.62,1688.0,null,null,null,null,null,null
BGENL2413-24_r_1.3_s_50_BGENL2413-24,BGENL2413-24,r_1.3_s_50_merge,>BGENL2413-24_r_1.3_s_50_BGENL2413-24_merge,601938,ALO64714.1,genus:Nomada,,3004,null,1548,0.0,315.0,240.01,241.0,null,null,null,null,null,null
BGENL2388-24_r_1_s_50_BGENL2388-24,BGENL2388-24,r_1_s_50_merge,>BGENL2388-24_r_1_s_50_BGENL2388-24_merge,601498,ALO64714.1,genus:Nomada,,7475,null,1548,0.0,723.0,555.19,553.5,null,null,null,null,null,null
BGENL2388-24_r_1.5_s_100_BGENL2388-24,BGENL2388-24,r_1.5_s_100_merge,>BGENL2388-24_r_1.5_s_100_BGENL2388-24_merge,601498,ALO64714.1,genus:Nomada,,6639,null,1548,0.0,685.0,524.7,528.0,null,null,null,null,null,null
BGENL2430-24_r_1.5_s_50_BGENL2430-24,BGENL2430-24,r_1.5_s_50_merge,>BGENL2430-24_r_1.5_s_50_BGENL2430-24_merge,420735,QLI42496.1,genus:Colletes,,2857,null,1551,0.0,270.0,170.59,164.0,null,null,null,null,null,null
BGENL2422-24_r_1.3_s_100_BGENL2422-24,BGENL2422-24,r_1.3_s_100_merge,>BGENL2422-24_r_1.3_s_100_BGENL2422-24_merge,420717,QLI42496.1,genus:Colletes,,2446,null,1551,0.0,300.0,199.94,198.0,null,null,null,null,null,null
BGENL2445-24_r_1_s_50_BGENL2445-24,BGENL2445-24,r_1_s_50_merge,>BGENL2445-24_r_1_s_50_BGENL2445-24_merge,50638,ABX61096.1,subfamily:Eumeninae,,11741,null,1608,0.0,1496.0,694.72,697.0,null,null,null,null,null,null
BGENL2397-24_r_1.5_s_100_BGENL2397-24,BGENL2397-24,r_1.5_s_100_merge,>BGENL2397-24_r_1.5_s_100_BGENL2397-24_merge,601656,ALO64714.1,genus:Nomada,,5682,null,1548,1.0,697.0,472.01,492.5,null,null,null,null,null,null
BGENL2460-24_r_1_s_50_BGENL2460-24,BGENL2460-24,r_1_s_50_merge,>BGENL2460-24_r_1_s_50_BGENL2460-24_merge,743362,ABX61096.1,family:Vespidae,,21376,null,1608,0.0,2103.0,1307.38,1424.5,null,null,null,null,null,null
BGENL2425-24_r_1.3_s_100_BGENL2425-24,BGENL2425-24,r_1.3_s_100_merge,>BGENL2425-24_r_1.3_s_100_BGENL2425-24_merge,2875998,QLI42496.1,genus:Colletes,,3124,null,1551,0.0,358.0,206.49,202.0,null,null,null,null,null,null
BGENL2438-24_r_1_s_100_BGENL2438-24,BGENL2438-24,r_1_s_100_merge,>BGENL2438-24_r_1_s_100_BGENL2438-24_merge,3384163,ABX61096.1,subfamily:Eumeninae,,108137,null,1608,0.0,11786.0,8580.76,9012.5,null,null,null,null,null,null
BGENL2386-24_r_1_s_50_BGENL2386-24,BGENL2386-24,r_1_s_50_merge,>BGENL2386-24_r_1_s_50_BGENL2386-24_merge,601460,ALO64714.1,genus:Nomada,,18280,null,1548,0.0,1950.0,1432.34,1403.0,null,null,null,null,null,null
BGENL2445-24_r_1.3_s_50_BGENL2445-24,BGENL2445-24,r_1.3_s_50_merge,>BGENL2445-24_r_1.3_s_50_BGENL2445-24_merge,50638,ABX61096.1,subfamily:Eumeninae,,10228,null,1608,0.0,1118.0,595.03,629.5,null,null,null,null,null,null
BGENL2420-24_r_1_s_50_BGENL2420-24,BGENL2420-24,r_1_s_50_merge,>BGENL2420-24_r_1_s_50_BGENL2420-24_merge,420717,QLI42496.1,genus:Colletes,,3753,null,1551,0.0,422.0,301.17,307.0,null,null,null,null,null,null
BGENL2415-24_r_1.5_s_100_BGENL2415-24,BGENL2415-24,r_1.5_s_100_merge,>BGENL2415-24_r_1.5_s_100_BGENL2415-24_merge,601957,ALO64714.1,genus:Nomada,,32988,null,1548,0.0,3958.0,2869.8,2948.0,null,null,null,null,null,null
BGENL2440-24_r_1.5_s_100_BGENL2440-24,BGENL2440-24,r_1.5_s_100_merge,>BGENL2440-24_r_1.5_s_100_BGENL2440-24_merge,2518743,QNV11859.1,genus:Ancistrocerus,,2565,null,1539,66.0,288.0,159.24,155.0,null,null,null,null,null,null
BGENL2415-24_r_1.3_s_100_BGENL2415-24,BGENL2415-24,r_1.3_s_100_merge,>BGENL2415-24_r_1.3_s_100_BGENL2415-24_merge,601957,ALO64714.1,genus:Nomada,,33820,null,1548,0.0,3978.0,2930.93,2968.0,null,null,null,null,null,null
BGENL2450-24_r_1_s_100_BGENL2450-24,BGENL2450-24,r_1_s_100_merge,>BGENL2450-24_r_1_s_100_BGENL2450-24_merge,3343276,ABX61096.1,subfamily:Eumeninae,,20701,null,1608,0.0,2320.0,1566.66,1647.0,null,null,null,null,null,null
BGENL2406-24_r_1.3_s_50_BGENL2406-24,BGENL2406-24,r_1.3_s_50_merge,>BGENL2406-24_r_1.3_s_50_BGENL2406-24_merge,601823,ALO64714.1,genus:Nomada,,579,null,1548,0.0,206.0,37.24,22.0,null,null,null,null,null,null
BGENL2386-24_r_1_s_100_BGENL2386-24,BGENL2386-24,r_1_s_100_merge,>BGENL2386-24_r_1_s_100_BGENL2386-24_merge,601460,ALO64714.1,genus:Nomada,,16830,null,1548,0.0,1905.0,1386.0,1369.5,null,null,null,null,null,null
BGENL2453-24_r_1_s_100_BGENL2453-24,BGENL2453-24,r_1_s_100_merge,>BGENL2453-24_r_1_s_100_BGENL2453-24_merge,3343290,ABX61096.1,subfamily:Eumeninae,,6371,null,1608,0.0,893.0,606.8,629.0,null,null,null,null,null,null
BGENL2429-24_r_1_s_100_BGENL2429-24,BGENL2429-24,r_1_s_100_merge,>BGENL2429-24_r_1_s_100_BGENL2429-24_merge,420735,QLI42496.1,genus:Colletes,,1279,null,1551,0.0,166.0,79.95,76.0,null,null,null,null,null,null
BGENL2469-24_r_1.3_s_100_BGENL2469-24,BGENL2469-24,r_1.3_s_100_merge,>BGENL2469-24_r_1.3_s_100_BGENL2469-24_merge,1507347,ABX61096.1,subfamily:Eumeninae,,29937,null,1608,0.0,3616.0,2282.76,2604.5,null,null,null,null,null,null
BGENL2454-24_r_1_s_50_BGENL2454-24,BGENL2454-24,r_1_s_50_merge,>BGENL2454-24_r_1_s_50_BGENL2454-24_merge,3343293,ABX61096.1,subfamily:Eumeninae,,56940,null,1608,0.0,5585.0,3746.22,3922.0,null,null,null,null,null,null
BGENL2442-24_r_1.5_s_50_BGENL2442-24,BGENL2442-24,r_1.5_s_50_merge,>BGENL2442-24_r_1.5_s_50_BGENL2442-24_merge,2518743,QNV11859.1,genus:Ancistrocerus,,5018,null,1539,130.0,658.0,404.56,427.0,null,null,null,null,null,null
BGENL2470-24_r_1.5_s_50_BGENL2470-24,BGENL2470-24,r_1.5_s_50_merge,>BGENL2470-24_r_1.5_s_50_BGENL2470-24_merge,1507347,ABX61096.1,subfamily:Eumeninae,,43222,null,1608,0.0,6441.0,3409.18,3916.0,null,null,null,null,null,null
BGENL2457-24_r_1.3_s_50_BGENL2457-24,BGENL2457-24,r_1.3_s_50_merge,>BGENL2457-24_r_1.3_s_50_BGENL2457-24_merge,2612989,ABX61096.1,family:Vespidae,,687,null,1608,0.0,80.0,52.47,58.5,null,null,null,null,null,null
BGENL2429-24_r_1_s_50_BGENL2429-24,BGENL2429-24,r_1_s_50_merge,>BGENL2429-24_r_1_s_50_BGENL2429-24_merge,420735,QLI42496.1,genus:Colletes,,1646,null,1551,0.0,176.0,92.18,88.0,null,null,null,null,null,null
BGENL2404-24_r_1.3_s_50_BGENL2404-24,BGENL2404-24,r_1.3_s_50_merge,>BGENL2404-24_r_1.3_s_50_BGENL2404-24_merge,2953351,ALO64714.1,genus:Nomada,,37057,null,1548,336.0,3622.0,1711.53,1687.0,null,null,null,null,null,null
