Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
MUSBA3219-25_r_1.5_s_50_MUSBA3219-25,MUSBA3219-25,r_1.5_s_50_merge,>MUSBA3219-25_r_1.5_s_50_MUSBA3219-25_merge,1385436,AVP74418.1,genus:Stylochus,,431,null,1572,0.0,83.0,43.08,45.0,null,null,null,null,null,null
MUSBA3202-25_r_1.5_s_100_MUSBA3202-25,MUSBA3202-25,r_1.5_s_100_merge,>MUSBA3202-25_r_1.5_s_100_MUSBA3202-25_merge,166333,BEU28597.1,suborder:Acotylea,,24,null,1596,0.0,15.0,1.51,0.0,null,null,null,null,null,null
MUSBA3219-25_r_1_s_50_MUSBA3219-25,MUSBA3219-25,r_1_s_50_merge,>MUSBA3219-25_r_1_s_50_MUSBA3219-25_merge,1385436,AVP74418.1,genus:Stylochus,,821,null,1572,0.0,110.0,60.09,56.0,null,null,null,null,null,null
MUSBA3283-25_r_1.5_s_100_MUSBA3283-25,MUSBA3283-25,r_1.5_s_100_merge,>MUSBA3283-25_r_1.5_s_100_MUSBA3283-25_merge,166333,BEU28597.1,suborder:Acotylea,,296,null,1596,0.0,126.0,26.22,7.0,null,null,null,null,null,null
MUSBA3253-25_r_1_s_50_MUSBA3253-25,MUSBA3253-25,r_1_s_50_merge,>MUSBA3253-25_r_1_s_50_MUSBA3253-25_merge,166333,BEU28597.1,suborder:Acotylea,,436,null,1596,3.0,111.0,18.95,15.0,null,null,null,null,null,null
MUSBA3259-25_r_1.5_s_100_MUSBA3259-25,MUSBA3259-25,r_1.5_s_100_merge,>MUSBA3259-25_r_1.5_s_100_MUSBA3259-25_merge,34505,AKD00056.1,superfamily:Leptoplanoidea,,197,null,1554,0.0,41.0,22.12,23.0,null,null,null,null,null,null
MUSBA3190-25_r_1.5_s_100_MUSBA3190-25,MUSBA3190-25,r_1.5_s_100_merge,>MUSBA3190-25_r_1.5_s_100_MUSBA3190-25_merge,2951293,BEU28597.1,genus:Planocera,,209,null,1596,0.0,34.0,19.13,21.0,null,null,null,null,null,null
MUSBA3210-25_r_1.5_s_100_MUSBA3210-25,MUSBA3210-25,r_1.5_s_100_merge,>MUSBA3210-25_r_1.5_s_100_MUSBA3210-25_merge,1921953,YP_009176395.1,suborder:Cotylea,,146,null,1554,0.0,39.0,13.44,9.0,null,null,null,null,null,null
MUSBA3265-25_r_1.3_s_100_MUSBA3265-25,MUSBA3265-25,r_1.3_s_100_merge,>MUSBA3265-25_r_1.3_s_100_MUSBA3265-25_merge,2951293,BEU28597.1,genus:Planocera,,265,null,1596,7.0,38.0,20.56,20.0,null,null,null,null,null,null
MUSBA3266-25_r_1_s_100_MUSBA3266-25,MUSBA3266-25,r_1_s_100_merge,>MUSBA3266-25_r_1_s_100_MUSBA3266-25_merge,2951293,BEU28597.1,genus:Planocera,,244,null,1596,6.0,37.0,19.69,20.0,null,null,null,null,null,null
MUSBA3200-25_r_1_s_50_MUSBA3200-25,MUSBA3200-25,r_1_s_50_merge,>MUSBA3200-25_r_1_s_50_MUSBA3200-25_merge,2951293,BEU28597.1,genus:Planocera,,426,null,1596,0.0,118.0,19.9,17.0,null,null,null,null,null,null
MUSBA3198-25_r_1.3_s_100_MUSBA3198-25,MUSBA3198-25,r_1.3_s_100_merge,>MUSBA3198-25_r_1.3_s_100_MUSBA3198-25_merge,1385436,AVP74418.1,genus:Stylochus,,41,null,1572,0.0,12.0,2.61,2.0,null,null,null,null,null,null
MUSBA3233-25_r_1.3_s_100_MUSBA3233-25,MUSBA3233-25,r_1.3_s_100_merge,>MUSBA3233-25_r_1.3_s_100_MUSBA3233-25_merge,2290843,YP_009176395.1,suborder:Cotylea,,426,null,1554,0.0,71.0,46.72,52.0,null,null,null,null,null,null
