Sample ID	Sex	Reproduction	Life Stage	Extra Info	Notes	Voucher Status	Tissue Descriptor	External URLs	Associated Taxa	Associated Specimens
BGE_00425_A04		S	Adult			Vouchered:Registered Collection	Legs			
BGE_00425_A05		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_A06		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_A07		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_A08		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_A09		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_A10		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_A11		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_A12		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_B01		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_B02		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_B03		S	Adult			Vouchered:Registered Collection	Head			
BGE_00425_B04		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_B05		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_B06		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_B07		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_B08		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_B09		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_B10		S	Adult			Vouchered:Registered Collection	Body			
BGE_00425_B11		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_B12		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C01		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C02		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C03		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C04		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C05		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C06		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C07		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C08		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C09		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C10		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C11		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_C12		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_D01		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_D02		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_D03		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_D04		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_D05		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_D06		S	Adult			Vouchered:Registered Collection	Leg			
BGE_00425_D07		S	Adult			Vouchered:Registered Collection	leg			
BGE_00425_D08		S	Adult			Vouchered:Registered Collection	leg			
BGE_00425_D09		S	Adult			Vouchered:Registered Collection	leg			
BGE_00425_D10		S	Adult			Vouchered:Registered Collection	leg			
BGE_00425_D11		S	Adult			Vouchered:Registered Collection	leg			
BGE_00425_D12		S	Adult			Vouchered:Registered Collection	leg			
BGE_00425_E01		S	Adult			Vouchered:Registered Collection	leg			
BGE_00425_E02		S	Adult			Vouchered:Registered Collection	leg			
BGE_00425_E03		S	Adult			Vouchered:Registered Collection	leg			
BGE_00425_E04		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_E05		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_E06		S	Adult			Vouchered:Registered Collection	pieces and legs			
BGE_00425_E07		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_E08	F	S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_E09		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_E10		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_E11		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_E12		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F01		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F02		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F03		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F04		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F05		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F06		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F07		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F08		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F09		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F10		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F11		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_F12		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G01		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G02		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G03		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G04	F	S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G05		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G06		S	Adult			Vouchered:Registered Collection	Head			
BGE_00425_G07		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G08		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G09		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G10		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G11		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_G12		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_H01		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_H02		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_H03		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_H04		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_H05		S	Adult			Vouchered:Registered Collection	Whole body			
BGE_00425_H06		S	Adult			Vouchered:Registered Collection	legs			
BGE_00425_H07		S	Adult			Vouchered:Registered Collection	legs			
BGE_00425_H08		S	Adult			Vouchered:Registered Collection	legs			
BGE_00425_H09		S	Adult			Vouchered:Registered Collection	legs			
BGE_00425_H10		S	Adult			Vouchered:Registered Collection	legs			
BGE_00425_H11		S	Adult			Vouchered:Registered Collection	legs			
BGE_00342_A01						Vouchered:Registered Collection	leg			
BGE_00342_A02						Vouchered:Registered Collection	leg			
BGE_00342_A03						Vouchered:Registered Collection	leg			
BGE_00342_A04						Vouchered:Registered Collection	leg			
BGE_00342_A05						Vouchered:Registered Collection	leg			
BGE_00342_A06						Vouchered:Registered Collection	leg			
BGE_00342_A07						Vouchered:Registered Collection	leg			
BGE_00342_A08						Vouchered:Registered Collection	leg			
BGE_00342_A09						Vouchered:Registered Collection	leg			
BGE_00342_A10						Vouchered:Registered Collection	leg			
BGE_00342_A11						Vouchered:Registered Collection	leg			
BGE_00342_A12						Vouchered:Registered Collection	leg			
BGE_00342_B01						Vouchered:Registered Collection	leg			
BGE_00342_B02						Vouchered:Registered Collection	leg			
BGE_00342_B03						Vouchered:Registered Collection	leg			
BGE_00342_B04	M					Vouchered:Registered Collection	leg			
BGE_00342_B05	M					Vouchered:Registered Collection	leg			
BGE_00342_B06	F					Vouchered:Registered Collection	leg			
BGE_00342_B07	M					Vouchered:Registered Collection	leg			
BGE_00342_B08	F					Vouchered:Registered Collection	leg			
BGE_00342_B09	F					Vouchered:Registered Collection	leg			
BGE_00342_B10	M					Vouchered:Registered Collection	leg			
BGE_00342_B11	F					Vouchered:Registered Collection	leg			
BGE_00342_B12	M					Vouchered:Registered Collection	leg			
BGE_00342_C01	M					Vouchered:Registered Collection	leg			
BGE_00342_C02	M					Vouchered:Registered Collection	leg			
BGE_00342_C03	F					Vouchered:Registered Collection	leg			
BGE_00342_C04	F					Vouchered:Registered Collection	leg			
BGE_00342_C05	F					Vouchered:Registered Collection	leg			
BGE_00342_C06	F					Vouchered:Registered Collection	leg			
BGE_00342_C07	F					Vouchered:Registered Collection	leg			
BGE_00342_C08	M					Vouchered:Registered Collection	leg			
BGE_00342_C09	M					Vouchered:Registered Collection	leg			
BGE_00342_C10	F					Vouchered:Registered Collection	leg			
BGE_00342_C11	F					Vouchered:Registered Collection	leg			
BGE_00342_C12	F					Vouchered:Registered Collection	leg			
BGE_00342_D01	F					Vouchered:Registered Collection	leg			
BGE_00342_D02						Vouchered:Registered Collection	tissue			
BGE_00342_D03						Vouchered:Registered Collection	tissue			
BGE_00342_D04						Vouchered:Registered Collection	tissue			
BGE_00342_D05						Vouchered:Registered Collection	muscle			
BGE_00342_D06						Vouchered:Registered Collection	muscle			
BGE_00342_D07						Vouchered:Registered Collection	muscle			
BGE_00342_D08						Vouchered:Registered Collection	branchiae			
BGE_00342_D09						Vouchered:Registered Collection	branchiae			
BGE_00342_D10						Vouchered:Registered Collection	branchiae			
BGE_00342_D11						Vouchered:Registered Collection	tissue			
BGE_00342_D12						Vouchered:Registered Collection	tissue			
BGE_00342_E01						Vouchered:Registered Collection	tissue			
BGE_00342_E02						Vouchered:Registered Collection	tissue			
BGE_00342_E03						Vouchered:Registered Collection	tissue			
BGE_00342_E04						Vouchered:Registered Collection	tissue			
BGE_00342_E05						Vouchered:Registered Collection	whole body			
BGE_00342_E06						Vouchered:Registered Collection	whole body			
BGE_00342_E07						Vouchered:Registered Collection	whole body			
BGE_00342_E08						Vouchered:Registered Collection	whole body			
BGE_00342_E09						Vouchered:Registered Collection	branchiae			
BGE_00342_E10						Vouchered:Registered Collection	branchiae			
BGE_00342_E11						Vouchered:Registered Collection	whole body			
BGE_00342_E12						Vouchered:Registered Collection	branchiae			
BGE_00342_F01						Vouchered:Registered Collection	branchiae			
BGE_00342_F02						Vouchered:Registered Collection	whole body			
BGE_00342_F03						Vouchered:Registered Collection	whole body			
BGE_00342_F04						Vouchered:Registered Collection	whole body			
BGE_00342_F05						Vouchered:Registered Collection	tissue			
BGE_00342_F06						Vouchered:Registered Collection	whole body			
BGE_00342_F07						Vouchered:Registered Collection	whole body			
BGE_00342_F08						Vouchered:Registered Collection	whole body			
BGE_00342_F09						Vouchered:Registered Collection	whole body			
BGE_00342_F10						Vouchered:Registered Collection	tissue			
BGE_00342_F11						Vouchered:Registered Collection	tissue			
BGE_00342_F12						Vouchered:Registered Collection	tissue			
BGE_00342_G01						Vouchered:Registered Collection	tissue			
BGE_00342_G02						Vouchered:Registered Collection	tissue			
BGE_00342_G03						Vouchered:Registered Collection	muscle			
BGE_00342_G04						Vouchered:Registered Collection	tissue			
BGE_00342_G05						Vouchered:Registered Collection	tissue			
BGE_00342_G06						Vouchered:Registered Collection	arm			
BGE_00342_G07						Vouchered:Registered Collection	arm			
BGE_00342_G08						Vouchered:Registered Collection	arm			
BGE_00342_G09						Vouchered:Registered Collection	arm			
BGE_00342_G10						Vouchered:Registered Collection	arm			
BGE_00342_G11						Vouchered:Registered Collection	arm			
BGE_00342_G12						Vouchered:Registered Collection	arm			
BGE_00342_H01						Vouchered:Registered Collection	arm			
BGE_00342_H02						Vouchered:Registered Collection	arm			
BGE_00342_H03						Vouchered:Registered Collection	tissue			
BGE_00342_H04						Vouchered:Registered Collection	tissue			
BGE_00342_H05						Vouchered:Registered Collection	tissue			
BGE_00342_H06						Vouchered:Registered Collection	tissue			
BGE_00342_H07						Vouchered:Registered Collection	tissue			
BGE_00342_H08						Vouchered:Registered Collection	tissue			
BGE_00342_H09						Vouchered:Registered Collection	tissue			
BGE_00342_H10						Vouchered:Registered Collection	tissue			
BGE_00342_H11						Vouchered:Registered Collection	tissue			
BGE_00343_A01						Vouchered:Registered Collection	Tissue			
BGE_00343_A02						Vouchered:Registered Collection	Tissue			
BGE_00343_A03						Vouchered:Registered Collection	Tissue			
BGE_00343_A04						Vouchered:Registered Collection	Tissue			
BGE_00343_A05						Vouchered:Registered Collection	Tissue			
BGE_00343_A06						Vouchered:Registered Collection	Tissue			
BGE_00343_A07						Vouchered:Registered Collection	Tissue			
BGE_00343_A08						Vouchered:Registered Collection	Tissue			
BGE_00343_A09						Vouchered:Registered Collection	Tissue			
BGE_00343_A10						Vouchered:Registered Collection	Tissue			
BGE_00343_A11						Vouchered:Registered Collection	Tissue			
BGE_00343_A12						Vouchered:Registered Collection	Tissue			
BGE_00343_B01						Vouchered:Registered Collection	Tissue			
BGE_00343_B02						Vouchered:Registered Collection	Tissue			
BGE_00343_B03						Vouchered:Registered Collection	Foot			
BGE_00343_B04						Vouchered:Registered Collection	Foot			
BGE_00343_B05						Vouchered:Registered Collection	Foot			
BGE_00343_B06						Vouchered:Registered Collection	Foot			
BGE_00343_B07						Vouchered:Registered Collection	Foot			
BGE_00343_B08						Vouchered:Registered Collection	Tissue			
BGE_00343_B09						Vouchered:Registered Collection	Tissue			
BGE_00343_B10						Vouchered:Registered Collection	Tissue			
BGE_00343_B11						Vouchered:Registered Collection	foot and head			
BGE_00343_B12						Vouchered:Registered Collection	Tissue			
BGE_00343_C01						Vouchered:Registered Collection	Tissue			
BGE_00343_C02						Vouchered:Registered Collection	Tissue			
BGE_00343_C03						Vouchered:Registered Collection	Tissue			
BGE_00343_C04						Vouchered:Registered Collection	Tissue			
BGE_00343_C05						Vouchered:Registered Collection	Tissue			
BGE_00343_C06						Vouchered:Registered Collection	Tissue			
BGE_00343_C07						Vouchered:Registered Collection	Tissue			
BGE_00343_C08						Vouchered:Registered Collection	Tissue			
BGE_00343_C09						Vouchered:Registered Collection	Tissue			
BGE_00343_C10						Vouchered:Registered Collection	Tissue			
BGE_00343_C11						Vouchered:Registered Collection	Tissue			
BGE_00343_C12						Vouchered:Registered Collection	Tissue			
BGE_00343_D01						Vouchered:Registered Collection	Tissue			
BGE_00343_D02						Vouchered:Registered Collection	Tissue			
BGE_00343_D03						Vouchered:Registered Collection	Tissue			
BGE_00343_D04						Vouchered:Registered Collection	Tissue			
BGE_00343_D05						Vouchered:Registered Collection	Foot			
BGE_00343_D06						Vouchered:Registered Collection	Foot			
BGE_00343_D07						Vouchered:Registered Collection	Tissue			
BGE_00343_D08						Vouchered:Registered Collection	Tissue			
BGE_00343_D09						Vouchered:Registered Collection	Tissue			
BGE_00343_D10						Vouchered:Registered Collection	Tissue			
BGE_00343_D11						Vouchered:Registered Collection	Tissue			
BGE_00343_D12						Vouchered:Registered Collection	Tissue			
BGE_00343_E01						Vouchered:Registered Collection	Tissue			
BGE_00343_E02						Vouchered:Registered Collection	Tissue			
BGE_00343_E03						Vouchered:Registered Collection	Tissue			
BGE_00343_E04						Vouchered:Registered Collection	Tissue			
BGE_00343_E05						Vouchered:Registered Collection	Tissue			
BGE_00343_E06						Vouchered:Registered Collection	Tissue			
BGE_00343_E07						Vouchered:Registered Collection	Tissue			
BGE_00343_E08						Vouchered:Registered Collection	Tissue			
BGE_00343_E09						Vouchered:Registered Collection	Tissue			
BGE_00343_E10						Vouchered:Registered Collection	Tissue			
BGE_00343_E11						Vouchered:Registered Collection	Foot			
BGE_00343_E12						Vouchered:Registered Collection	Foot			
BGE_00343_F01						Vouchered:Registered Collection	Foot			
BGE_00343_F02						Vouchered:Registered Collection	Tissue			
BGE_00343_F03						Vouchered:Registered Collection	Tissue			
BGE_00343_F04						Vouchered:Registered Collection	Tissue			
BGE_00343_F05						Vouchered:Registered Collection	Tissue			
BGE_00343_F06						Vouchered:Registered Collection	Tissue			
BGE_00343_F07						Vouchered:Registered Collection	Tissue			
BGE_00343_F08						Vouchered:Registered Collection	Tissue			
BGE_00343_F09						Vouchered:Registered Collection	Tissue			
BGE_00343_F10						Vouchered:Registered Collection	Tissue			
BGE_00343_F11						Vouchered:Registered Collection	Tissue			
BGE_00343_F12						Vouchered:Registered Collection	Tissue			
BGE_00343_G01						Vouchered:Registered Collection	Tissue			
BGE_00343_G02						Vouchered:Registered Collection	Tissue			
BGE_00343_G03						Vouchered:Registered Collection	Foot			
BGE_00343_G04						Vouchered:Registered Collection	Foot			
BGE_00343_G05						Vouchered:Registered Collection	Foot			
BGE_00343_G06						Vouchered:Registered Collection	Foot			
BGE_00343_G07						Vouchered:Registered Collection	Foot			
BGE_00343_G08						Vouchered:Registered Collection	Foot			
BGE_00343_G09						Vouchered:Registered Collection	Foot			
BGE_00343_G10						Vouchered:Registered Collection	foot and head			
BGE_00343_G11						Vouchered:Registered Collection	Tissue			
BGE_00343_G12						Vouchered:Registered Collection	Foot			
BGE_00343_H01						Vouchered:Registered Collection	Foot			
BGE_00343_H02						Vouchered:Registered Collection	Foot			
BGE_00343_H03					several individuals as proxy still under this number	Vouchered:Registered Collection	Tissue			
BGE_00343_H04					several individuals as proxy still under this number	Vouchered:Registered Collection	Tissue			
BGE_00343_H05					several individuals as proxy still under this number	Vouchered:Registered Collection	Tissue			
BGE_00343_H06						Vouchered:Registered Collection	Tissue			
BGE_00343_H07						Vouchered:Registered Collection	Tissue			
BGE_00343_H08						Vouchered:Registered Collection	Tissue			
BGE_00343_H09						Vouchered:Registered Collection	Tissue			
BGE_00343_H10						Vouchered:Registered Collection	Tissue			
BGE_00343_H11						Vouchered:Registered Collection	Tissue			
BGE_00252_A01			adult			Vouchered:Registered Collection	leg			
BGE_00252_A02			adult			Vouchered:Registered Collection	leg			
BGE_00252_A03			adult			Vouchered:Registered Collection	leg			
BGE_00252_A04			adult			Vouchered:Registered Collection	leg			
BGE_00252_A05			adult			Vouchered:Registered Collection	leg			
BGE_00252_A06			adult			Vouchered:Registered Collection	leg			
BGE_00252_A07			adult			Vouchered:Registered Collection	leg			
BGE_00252_A08						Vouchered:Registered Collection	leg			
BGE_00252_A09			adult			Vouchered:Registered Collection	leg			
BGE_00252_A10			adult			Vouchered:Registered Collection	leg			
BGE_00252_A11			adult			Vouchered:Registered Collection	leg			
BGE_00252_A12			adult			Vouchered:Registered Collection	leg			
BGE_00252_B01			adult			Vouchered:Registered Collection	leg			
BGE_00252_B02			adult			Vouchered:Registered Collection	leg			
BGE_00252_B03			adult			Vouchered:Registered Collection	leg			
BGE_00252_B04			adult			Vouchered:Registered Collection	leg			
BGE_00252_B05			adult			Vouchered:Registered Collection	leg			
BGE_00252_B06			adult			Vouchered:Registered Collection	leg			
BGE_00252_B07			adult			Vouchered:Registered Collection	leg			
BGE_00252_B08			adult			Vouchered:Registered Collection	leg			
BGE_00252_B09			adult			Vouchered:Registered Collection	leg			
BGE_00252_B10			adult			Vouchered:Registered Collection	leg			
BGE_00252_B11			adult			Vouchered:Registered Collection	leg			
BGE_00252_B12			adult			Vouchered:Registered Collection	leg			
BGE_00252_C01			adult			Vouchered:Registered Collection	leg			
BGE_00252_C02			adult			Vouchered:Registered Collection	leg			
BGE_00252_C03			adult			Vouchered:Registered Collection	leg			
BGE_00252_C04			adult			Vouchered:Registered Collection	leg			
BGE_00252_C05			adult			Vouchered:Registered Collection	leg			
BGE_00252_C06	M		adult			Vouchered:Registered Collection	leg			
BGE_00252_C07			adult			Vouchered:Registered Collection	leg			
BGE_00252_C08			adult			Vouchered:Registered Collection	leg			
BGE_00252_C09			adult			Vouchered:Registered Collection	leg			
BGE_00252_C10			adult			Vouchered:Registered Collection	leg			
BGE_00252_C11			adult			Vouchered:Registered Collection	leg			
BGE_00252_C12			adult			Vouchered:Registered Collection	leg			
BGE_00252_D01			adult			Vouchered:Registered Collection	leg			
BGE_00252_D02			adult			Vouchered:Registered Collection	leg			
BGE_00252_D03			adult			Vouchered:Registered Collection	leg			
BGE_00252_D04			adult			Vouchered:Registered Collection	leg			
BGE_00252_D05			adult			Vouchered:Registered Collection	leg			
BGE_00252_D06			adult			Vouchered:Registered Collection	leg			
BGE_00252_D07			adult			Vouchered:Registered Collection	leg			
BGE_00252_D08			adult			Vouchered:Registered Collection	leg			
BGE_00252_D09			adult			Vouchered:Registered Collection	leg			
BGE_00252_D10			adult			Vouchered:Registered Collection	leg			
BGE_00252_D11			adult			Vouchered:Registered Collection	leg			
BGE_00252_D12			adult			Vouchered:Registered Collection	leg			
BGE_00252_E01			adult			Vouchered:Registered Collection	leg			
BGE_00252_E02			adult			Vouchered:Registered Collection	leg			
BGE_00252_E03			adult			Vouchered:Registered Collection	leg			
BGE_00252_E04			adult			Vouchered:Registered Collection	leg			
BGE_00252_E05			adult			Vouchered:Registered Collection	leg			
BGE_00252_E06			adult			Vouchered:Registered Collection	leg			
BGE_00252_E07			adult			Vouchered:Registered Collection	leg			
BGE_00252_E08			adult			Vouchered:Registered Collection	leg			
BGE_00252_E09			adult			Vouchered:Registered Collection	leg			
BGE_00252_E10			adult			Vouchered:Registered Collection	leg			
BGE_00252_E11			adult			Vouchered:Registered Collection	leg			
BGE_00252_E12	F		adult			Vouchered:Registered Collection	leg			
BGE_00252_F01			adult			Vouchered:Registered Collection	leg			
BGE_00252_F02			adult			Vouchered:Registered Collection	leg			
BGE_00252_F03			adult			Vouchered:Registered Collection	leg			
BGE_00252_F04			adult			Vouchered:Registered Collection	leg			
BGE_00252_F05			adult			Vouchered:Registered Collection	leg			
BGE_00252_F06			adult			Vouchered:Registered Collection	leg			
BGE_00252_F07			adult			Vouchered:Registered Collection	leg			
BGE_00252_F08			adult			Vouchered:Registered Collection	leg			
BGE_00252_F09			adult			Vouchered:Registered Collection	leg			
BGE_00252_F10			adult			Vouchered:Registered Collection	leg			
BGE_00252_F11			adult			Vouchered:Registered Collection	leg			
BGE_00252_F12			adult			Vouchered:Registered Collection	leg			
BGE_00252_G01			adult			Vouchered:Registered Collection	leg			
BGE_00252_G02			adult			Vouchered:Registered Collection	leg			
BGE_00252_G03			adult			Vouchered:Registered Collection	leg			
BGE_00252_G04			adult			Vouchered:Registered Collection	leg			
BGE_00252_G05			adult			Vouchered:Registered Collection	leg			
BGE_00252_G06	F		adult			Vouchered:Registered Collection	leg			
BGE_00252_G07			adult			Vouchered:Registered Collection	leg			
BGE_00252_G08			adult			Vouchered:Registered Collection	leg			
BGE_00252_G09			adult			Vouchered:Registered Collection	leg			
BGE_00252_G10			adult			Vouchered:Registered Collection	leg			
BGE_00252_G11			adult			Vouchered:Registered Collection	leg			
BGE_00252_G12			adult			Vouchered:Registered Collection	leg			
BGE_00252_H01			adult			Vouchered:Registered Collection	leg			
BGE_00252_H02			adult			Vouchered:Registered Collection	leg			
BGE_00252_H03			adult			Vouchered:Registered Collection	leg			
BGE_00252_H04			adult			Vouchered:Registered Collection	leg			
BGE_00252_H05			adult			Vouchered:Registered Collection	leg			
BGE_00252_H06			adult			Vouchered:Registered Collection	leg			
BGE_00252_H07			adult			Vouchered:Registered Collection	leg			
BGE_00252_H08			adult			Vouchered:Registered Collection	leg			
BGE_00252_H09			adult			Vouchered:Registered Collection	leg			
BGE_00252_H10			adult			Vouchered:Registered Collection	leg			
BGE_00252_H11			adult			Vouchered:Registered Collection	leg			
BGE_TOL-BGEP-001_A1							whole_specimen			
BGE_TOL-BGEP-001_A2							whole_specimen			
BGE_TOL-BGEP-001_A3							whole_specimen			
BGE_TOL-BGEP-001_A4							whole_specimen			
BGE_TOL-BGEP-001_A5							whole_specimen			
BGE_TOL-BGEP-001_A6							whole_specimen			
BGE_TOL-BGEP-001_A7							whole_specimen			
BGE_TOL-BGEP-001_A8							whole_specimen			
BGE_TOL-BGEP-001_A9							whole_specimen			
BGE_TOL-BGEP-001_A10							whole_specimen			
BGE_TOL-BGEP-001_A11							whole_specimen			
BGE_TOL-BGEP-001_A12							whole_specimen			
BGE_TOL-BGEP-001_B1							whole_specimen			
BGE_TOL-BGEP-001_B2							whole_specimen			
BGE_TOL-BGEP-001_B3							whole_specimen			
BGE_TOL-BGEP-001_B4							whole_specimen			
BGE_TOL-BGEP-001_B5							whole_specimen			
BGE_TOL-BGEP-001_B6							whole_specimen			
BGE_TOL-BGEP-001_B7							whole_specimen			
BGE_TOL-BGEP-001_B8							whole_specimen			
BGE_TOL-BGEP-001_B9							whole_specimen			
BGE_TOL-BGEP-001_B10							whole_specimen			
BGE_TOL-BGEP-001_B11							whole_specimen			
BGE_TOL-BGEP-001_B12							whole_specimen			
BGE_TOL-BGEP-001_C1							whole_specimen			
BGE_TOL-BGEP-001_C2							whole_specimen			
BGE_TOL-BGEP-001_C3							whole_specimen			
BGE_TOL-BGEP-001_C4							whole_specimen			
BGE_TOL-BGEP-001_C5							whole_specimen			
BGE_TOL-BGEP-001_C6							whole_specimen			
BGE_TOL-BGEP-001_C7							whole_specimen			
BGE_TOL-BGEP-001_C8							whole_specimen			
BGE_TOL-BGEP-001_C9							whole_specimen			
BGE_TOL-BGEP-001_C10							whole_specimen			
BGE_TOL-BGEP-001_C11							whole_specimen			
BGE_TOL-BGEP-001_C12							whole_specimen			
BGE_TOL-BGEP-001_D1							whole_specimen			
BGE_TOL-BGEP-001_D2							whole_specimen			
BGE_TOL-BGEP-001_D3							whole_specimen			
BGE_TOL-BGEP-001_D4							whole_specimen			
BGE_TOL-BGEP-001_D5							whole_specimen			
BGE_TOL-BGEP-001_D6							whole_specimen			
BGE_TOL-BGEP-001_D7							whole_specimen			
BGE_TOL-BGEP-001_D8							whole_specimen			
BGE_TOL-BGEP-001_D9							whole_specimen			
BGE_TOL-BGEP-001_D10							whole_specimen			
BGE_TOL-BGEP-001_D11							whole_specimen			
BGE_TOL-BGEP-001_D12							whole_specimen			
BGE_TOL-BGEP-001_E1							whole_specimen			
BGE_TOL-BGEP-001_E2							whole_specimen			
BGE_TOL-BGEP-001_E3							whole_specimen			
BGE_TOL-BGEP-001_E4							whole_specimen			
BGE_TOL-BGEP-001_E5							whole_specimen			
BGE_TOL-BGEP-001_E6							whole_specimen			
BGE_TOL-BGEP-001_E7							whole_specimen			
BGE_TOL-BGEP-001_E8							whole_specimen			
BGE_TOL-BGEP-001_E9							whole_specimen			
BGE_TOL-BGEP-001_E10							whole_specimen			
BGE_TOL-BGEP-001_E11							whole_specimen			
BGE_TOL-BGEP-001_E12							whole_specimen			
BGE_TOL-BGEP-001_F1							whole_specimen			
BGE_TOL-BGEP-001_F2							whole_specimen			
BGE_TOL-BGEP-001_F3							whole_specimen			
BGE_TOL-BGEP-001_F4							whole_specimen			
BGE_TOL-BGEP-001_F5							whole_specimen			
BGE_TOL-BGEP-001_F6							whole_specimen			
BGE_TOL-BGEP-001_F7							whole_specimen			
BGE_TOL-BGEP-001_F8							whole_specimen			
BGE_TOL-BGEP-001_F9							whole_specimen			
BGE_TOL-BGEP-001_F10							whole_specimen			
BGE_TOL-BGEP-001_F11							whole_specimen			
BGE_TOL-BGEP-001_F12							whole_specimen			
BGE_TOL-BGEP-001_G1							whole_specimen			
BGE_TOL-BGEP-001_G2							whole_specimen			
BGE_TOL-BGEP-001_G3							whole_specimen			
BGE_TOL-BGEP-001_G4							whole_specimen			
BGE_TOL-BGEP-001_G5							whole_specimen			
BGE_TOL-BGEP-001_G6							whole_specimen			
BGE_TOL-BGEP-001_G7							whole_specimen			
BGE_TOL-BGEP-001_G8							whole_specimen			
BGE_TOL-BGEP-001_G9							whole_specimen			
BGE_TOL-BGEP-001_G10							whole_specimen			
BGE_TOL-BGEP-001_G11							whole_specimen			
BGE_TOL-BGEP-001_H1							whole_specimen			
BGE_TOL-BGEP-001_H2							whole_specimen			
BGE_TOL-BGEP-001_H3							whole_specimen			
BGE_TOL-BGEP-001_H4							whole_specimen			
BGE_TOL-BGEP-001_H5							whole_specimen			
BGE_TOL-BGEP-001_H6							whole_specimen			
BGE_TOL-BGEP-001_H7							whole_specimen			
BGE_TOL-BGEP-001_H8							whole_specimen			
BGE_TOL-BGEP-001_H9							whole_specimen			
BGE_TOL-BGEP-001_H10							whole_specimen			
BGE_TOL-BGEP-001_H11							whole_specimen			
