ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
2	5	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Aderidae	BLAST	family	COI-5P	657	1542	Staphylinidae,Hydraenidae,Pyrochroidae,Anthicidae	UNIFI096-23_r_1_s_50	Anidorus sanguinolentus	0	UNIFI096-23	1	50
3	8	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Aderidae	BLAST	family	COI-5P	657	1536	Staphylinidae,Hydraenidae,Cleridae,Pyrochroidae,Anthicidae	UNIFI096-23_r_1_s_100	Anidorus sanguinolentus	0	UNIFI096-23	1	100
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Aderidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Biphyllidae,Pyrochroidae,Aderidae,Anthicidae	UNIFI096-23_r_1.3_s_50	Anidorus sanguinolentus	0	UNIFI096-23	1.3	50
0	2	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Aderidae	BLAST	family	COI-5P	657	1521	Carabidae,Staphylinidae,Leiodidae,Biphyllidae,Pyrochroidae,Aderidae	UNIFI096-23_r_1.3_s_100	Anidorus sanguinolentus	0	UNIFI096-23	1.3	100
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Aderidae	BLAST	family	COI-5P	651	1488	Hydraenidae,Scarabaeidae,Biphyllidae,Oedemeridae,Cerambycidae,Fanniidae,Noctuidae	UNIFI096-23_r_1.5_s_50	Anidorus sanguinolentus	0	UNIFI096-23	1.5	50
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Aderidae	BLAST	family	COI-5P	639	1467	Carabidae,Cleridae,Biphyllidae,Pyrochroidae,Cerambycidae,Geometridae	UNIFI096-23_r_1.5_s_100	Anidorus sanguinolentus	0	UNIFI096-23	1.5	100
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agyrtidae	BLAST	family	COI-5P	656	1575	Staphylinidae,Hydraenidae	UNIFI097-23_r_1_s_50	Ipelates latissimus	0	UNIFI097-23	1	50
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agyrtidae	BLAST	family	COI-5P	656	1575	Staphylinidae,Hydraenidae	UNIFI097-23_r_1_s_100	Ipelates latissimus	0	UNIFI097-23	1	100
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agyrtidae	BLAST	family	COI-5P	656	1575	Staphylinidae,Hydraenidae	UNIFI097-23_r_1.3_s_50	Ipelates latissimus	0	UNIFI097-23	1.3	50
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agyrtidae	BLAST	family	COI-5P	656	1575	Staphylinidae,Hydraenidae	UNIFI097-23_r_1.3_s_100	Ipelates latissimus	0	UNIFI097-23	1.3	100
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agyrtidae	BLAST	family	COI-5P	656	1542	Helophoridae,Staphylinidae,Hydraenidae	UNIFI097-23_r_1.5_s_50	Ipelates latissimus	0	UNIFI097-23	1.5	50
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agyrtidae	BLAST	family	COI-5P	656	1530	Helophoridae,Staphylinidae,Hydraenidae	UNIFI097-23_r_1.5_s_100	Ipelates latissimus	0	UNIFI097-23	1.5	100
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agyrtidae	BLAST	family	COI-5P	656	1575	Staphylinidae,Hydraenidae	UNIFI098-23_r_1_s_50	Ipelates latissimus	0	UNIFI098-23	1	50
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agyrtidae	BLAST	family	COI-5P	656	1575	Staphylinidae,Hydraenidae	UNIFI098-23_r_1_s_100	Ipelates latissimus	0	UNIFI098-23	1	100
0	0	data/BGE00421_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agyrtidae	BLAST	family	COI-5P	656	1575	Staphylinidae,Hydraenidae	UNIFI098-23_r_1.3_s_50	Ipelates latissimus	0	UNIFI098-23	1.3	50
