ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
15	66	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	575	1425	Coenagrionidae,Carabidae,Staphylinidae,Scarabaeidae,Buprestidae,Dermestidae	BBIOP1806-24_r_1_s_50	Anthaxia nigritula	0	BBIOP1806-24	1	50
5	58	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	488	1209	Ceratopogonidae	BBIOP1806-24_r_1_s_100	Anthaxia nigritula	0	BBIOP1806-24	1	100
7	20	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	550	1194	Staphylinidae,Syrphidae,Tephritidae	BBIOP1806-24_r_1.3_s_50	Anthaxia nigritula	0	BBIOP1806-24	1.3	50
5	19	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	483	1068	Staphylinidae,Scarabaeidae,Syrphidae,Tephritidae	BBIOP1806-24_r_1.3_s_100	Anthaxia nigritula	12	BBIOP1806-24	1.3	100
2	2	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	412	846	Scarabaeidae,Tephritidae,Chrysopidae	BBIOP1806-24_r_1.5_s_50	Anthaxia nigritula	0	BBIOP1806-24	1.5	50
2	2	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	152	498	Staphylinidae,Scarabaeidae,Tephritidae,Chrysopidae	BBIOP1806-24_r_1.5_s_100	Anthaxia nigritula	0	BBIOP1806-24	1.5	100
19	42	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	656	1533	Buprestidae,Elateridae,Dermestidae	BBIOP1807-24_r_1_s_50	Anthaxia nigritula	0	BBIOP1807-24	1	50
12	32	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	656	1533	Buprestidae,Elateridae	BBIOP1807-24_r_1_s_100	Anthaxia nigritula	0	BBIOP1807-24	1	100
8	8	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1533	Staphylinidae,Buprestidae	BBIOP1807-24_r_1.3_s_50	Anthaxia nigritula	0	BBIOP1807-24	1.3	50
7	7	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1533	Buprestidae,Elmidae	BBIOP1807-24_r_1.3_s_100	Anthaxia nigritula	0	BBIOP1807-24	1.3	100
0	0	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1533	Buprestidae,Elmidae	BBIOP1807-24_r_1.5_s_50	Anthaxia nigritula	0	BBIOP1807-24	1.5	50
0	0	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1527	Buprestidae,Elateridae,Elmidae	BBIOP1807-24_r_1.5_s_100	Anthaxia nigritula	0	BBIOP1807-24	1.5	100
5	26	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	655	1536	Buprestidae	BBIOP1808-24_r_1_s_50	Agrilus curtulus	0	BBIOP1808-24	1	50
8	22	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	656	1530	Scarabaeidae,Buprestidae	BBIOP1808-24_r_1_s_100	Agrilus curtulus	0	BBIOP1808-24	1	100
1	5	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	656	1533	Buprestidae,Cleridae	BBIOP1808-24_r_1.3_s_50	Agrilus curtulus	0	BBIOP1808-24	1.3	50
0	1	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1530	Buprestidae,Cleridae,Melyridae	BBIOP1808-24_r_1.3_s_100	Agrilus curtulus	0	BBIOP1808-24	1.3	100
0	1	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	627	1482	Carabidae,Buprestidae,Drosophilidae	BBIOP1808-24_r_1.5_s_50	Agrilus curtulus	0	BBIOP1808-24	1.5	50
0	1	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	627	1482	Carabidae,Buprestidae,Drosophilidae	BBIOP1808-24_r_1.5_s_100	Agrilus curtulus	0	BBIOP1808-24	1.5	100
0	0	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1533	Buprestidae	BBIOP1809-24_r_1_s_50	Agrilus antiquus	0	BBIOP1809-24	1	50
0	0	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1530	Buprestidae	BBIOP1809-24_r_1_s_100	Agrilus antiquus	0	BBIOP1809-24	1	100
0	0	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1533	Buprestidae	BBIOP1809-24_r_1.3_s_50	Agrilus antiquus	0	BBIOP1809-24	1.3	50
0	0	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1530	Buprestidae	BBIOP1809-24_r_1.3_s_100	Agrilus antiquus	0	BBIOP1809-24	1.3	100
0	0	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1533	Buprestidae	BBIOP1809-24_r_1.5_s_50	Agrilus antiquus	0	BBIOP1809-24	1.5	50
0	0	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	657	1530	Buprestidae	BBIOP1809-24_r_1.5_s_100	Agrilus antiquus	0	BBIOP1809-24	1.5	100
4	14	data/BGE00588_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	655	1530	Scarabaeidae,Lucanidae,Buprestidae,Elateridae,Scirtidae,Calliphoridae	BBIOP1810-24_r_1_s_50	Agrilus pulvereus	0	BBIOP1810-24	1	50
