ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI191-23_r_1_s_50	Andrena nigroaenea	0	UNIFI191-23	1	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI191-23_r_1_s_100	Andrena nigroaenea	0	UNIFI191-23	1	100
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI191-23_r_1.3_s_50	Andrena nigroaenea	0	UNIFI191-23	1.3	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI191-23_r_1.3_s_100	Andrena nigroaenea	0	UNIFI191-23	1.3	100
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI191-23_r_1.5_s_50	Andrena nigroaenea	0	UNIFI191-23	1.5	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI191-23_r_1.5_s_100	Andrena nigroaenea	0	UNIFI191-23	1.5	100
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI192-23_r_1_s_50	Andrena nigroaenea	0	UNIFI192-23	1	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI192-23_r_1_s_100	Andrena nigroaenea	0	UNIFI192-23	1	100
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI192-23_r_1.3_s_50	Andrena nigroaenea	0	UNIFI192-23	1.3	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI192-23_r_1.3_s_100	Andrena nigroaenea	0	UNIFI192-23	1.3	100
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI192-23_r_1.5_s_50	Andrena nigroaenea	0	UNIFI192-23	1.5	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI192-23_r_1.5_s_100	Andrena nigroaenea	0	UNIFI192-23	1.5	100
0	3	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI193-23_r_1_s_50	Andrena nigroaenea	0	UNIFI193-23	1	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI193-23_r_1_s_100	Andrena nigroaenea	0	UNIFI193-23	1	100
0	2	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI193-23_r_1.3_s_50	Andrena nigroaenea	0	UNIFI193-23	1.3	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI193-23_r_1.3_s_100	Andrena nigroaenea	0	UNIFI193-23	1.3	100
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI193-23_r_1.5_s_50	Andrena nigroaenea	0	UNIFI193-23	1.5	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1539	Andrenidae	UNIFI193-23_r_1.5_s_100	Andrena nigroaenea	0	UNIFI193-23	1.5	100
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	UNIFI194-23_r_1_s_50	Andrena pellucens	0	UNIFI194-23	1	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	UNIFI194-23_r_1_s_100	Andrena pellucens	0	UNIFI194-23	1	100
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	UNIFI194-23_r_1.3_s_50	Andrena pellucens	0	UNIFI194-23	1.3	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	UNIFI194-23_r_1.3_s_100	Andrena pellucens	0	UNIFI194-23	1.3	100
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	UNIFI194-23_r_1.5_s_50	Andrena pellucens	0	UNIFI194-23	1.5	50
0	0	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	UNIFI194-23_r_1.5_s_100	Andrena pellucens	0	UNIFI194-23	1.5	100
15	27	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	656	1560	Apidae,Megachilidae	UNIFI195-23_r_1_s_50	Megachile parietina	0	UNIFI195-23	1	50
9	20	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1548	Apidae,Megachilidae	UNIFI195-23_r_1_s_100	Megachile parietina	0	UNIFI195-23	1	100
5	6	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1512	Apidae,Megachilidae	UNIFI195-23_r_1.3_s_50	Megachile parietina	0	UNIFI195-23	1.3	50
4	6	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1476	Apidae,Megachilidae	UNIFI195-23_r_1.3_s_100	Megachile parietina	0	UNIFI195-23	1.3	100
0	1	data/BGE00423_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1476	Apidae,Megachilidae	UNIFI195-23_r_1.5_s_50	Megachile parietina	0	UNIFI195-23	1.5	50
