ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
7	35	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Brachodidae	BLAST	family	COI-5P	642	1455	Endromidae,Erebidae,Nymphalidae,Pyralidae,Crambidae	BBIOP3326-24_r_1_s_50	Brachodes laeta	0	BBIOP3326-24	1	50
4	9	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Brachodidae	BLAST	family	COI-5P	642	1371	Erebidae,Pyralidae,Crambidae,Geometridae	BBIOP3326-24_r_1_s_100	Brachodes laeta	0	BBIOP3326-24	1	100
6	7	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Brachodidae	BLAST	family	COI-5P	642	1419	Limacodidae,Erebidae,Pyralidae,Crambidae	BBIOP3326-24_r_1.3_s_50	Brachodes laeta	0	BBIOP3326-24	1.3	50
6	10	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Brachodidae	BLAST	family	COI-5P	642	1371	Erebidae,Pyralidae,Crambidae,Geometridae	BBIOP3326-24_r_1.3_s_100	Brachodes laeta	0	BBIOP3326-24	1.3	100
2	8	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Brachodidae	BLAST	family	COI-5P	600	1347	Limacodidae,Erebidae,Pyralidae,Crambidae	BBIOP3326-24_r_1.5_s_50	Brachodes laeta	0	BBIOP3326-24	1.5	50
2	2	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Brachodidae	BLAST	family	COI-5P	600	1299	Erebidae,Nymphalidae,Pyralidae,Crambidae	BBIOP3326-24_r_1.5_s_100	Brachodes laeta	0	BBIOP3326-24	1.5	100
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1530	Tortricidae	BBIOP3327-24_r_1_s_50	Neocochylis millierana	0	BBIOP3327-24	1	50
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1530	Tortricidae	BBIOP3327-24_r_1_s_100	Neocochylis millierana	0	BBIOP3327-24	1	100
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1530	Tortricidae	BBIOP3327-24_r_1.3_s_50	Neocochylis millierana	0	BBIOP3327-24	1.3	50
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1530	Tortricidae	BBIOP3327-24_r_1.3_s_100	Neocochylis millierana	0	BBIOP3327-24	1.3	100
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1530	Tortricidae	BBIOP3327-24_r_1.5_s_50	Neocochylis millierana	0	BBIOP3327-24	1.5	50
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1530	Tortricidae	BBIOP3327-24_r_1.5_s_100	Neocochylis millierana	0	BBIOP3327-24	1.5	100
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Crambidae	BLAST	family	COI-5P	657	1527	Crambidae	BBIOP3328-24_r_1_s_50	Pediasia hispanica	0	BBIOP3328-24	1	50
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Crambidae	BLAST	family	COI-5P	657	1527	Crambidae	BBIOP3328-24_r_1_s_100	Pediasia hispanica	0	BBIOP3328-24	1	100
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Crambidae	BLAST	family	COI-5P	657	1527	Crambidae	BBIOP3328-24_r_1.3_s_50	Pediasia hispanica	0	BBIOP3328-24	1.3	50
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Crambidae	BLAST	family	COI-5P	657	1527	Crambidae	BBIOP3328-24_r_1.3_s_100	Pediasia hispanica	0	BBIOP3328-24	1.3	100
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Crambidae	BLAST	family	COI-5P	657	1527	Crambidae	BBIOP3328-24_r_1.5_s_50	Pediasia hispanica	0	BBIOP3328-24	1.5	50
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Crambidae	BLAST	family	COI-5P	657	1527	Crambidae	BBIOP3328-24_r_1.5_s_100	Pediasia hispanica	0	BBIOP3328-24	1.5	100
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Oecophoridae	BLAST	family	COI-5P	657	1530	Depressariidae,Noctuidae,Erebidae,Pyralidae,Crambidae,Geometridae,Hyblaeidae	BBIOP3329-24_r_1_s_50	Aplota palpella	0	BBIOP3329-24	1	50
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Oecophoridae	BLAST	family	COI-5P	657	1530	Depressariidae,Noctuidae,Erebidae,Pyralidae,Crambidae,Geometridae,Hyblaeidae	BBIOP3329-24_r_1_s_100	Aplota palpella	0	BBIOP3329-24	1	100
0	0	data/BGE00579_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Oecophoridae	BLAST	family	COI-5P	657	1530	Depressariidae,Noctuidae,Erebidae,Pyralidae,Crambidae,Geometridae,Hyblaeidae	BBIOP3329-24_r_1.3_s_50	Aplota palpella	0	BBIOP3329-24	1.3	50
