ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1542	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1_s_50	Eurina lurida	0	BGENL571-23	1	50
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1539	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1_s_100	Eurina lurida	0	BGENL571-23	1	100
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1542	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1.3_s_50	Eurina lurida	0	BGENL571-23	1.3	50
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1.3_s_100	Eurina lurida	0	BGENL571-23	1.3	100
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1.5_s_50	Eurina lurida	0	BGENL571-23	1.5	50
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1.5_s_100	Eurina lurida	0	BGENL571-23	1.5	100
29	32	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae,Muscidae	BGENL572-23_r_1_s_50	Eurina lurida	0	BGENL572-23	1	50
28	30	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Muscidae	BGENL572-23_r_1_s_100	Eurina lurida	0	BGENL572-23	1	100
25	28	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae,Muscidae	BGENL572-23_r_1.3_s_50	Eurina lurida	0	BGENL572-23	1.3	50
26	28	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Ephydridae,Muscidae	BGENL572-23_r_1.3_s_100	Eurina lurida	0	BGENL572-23	1.3	100
11	12	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL572-23_r_1.5_s_50	Eurina lurida	0	BGENL572-23	1.5	50
13	13	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae	BGENL572-23_r_1.5_s_100	Eurina lurida	0	BGENL572-23	1.5	100
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1545	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL573-23_r_1_s_50	Eurina lurida	0	BGENL573-23	1	50
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1545	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL573-23_r_1_s_100	Eurina lurida	0	BGENL573-23	1	100
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL573-23_r_1.3_s_50	Eurina lurida	0	BGENL573-23	1.3	50
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL573-23_r_1.3_s_100	Eurina lurida	0	BGENL573-23	1.3	100
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL573-23_r_1.5_s_50	Eurina lurida	0	BGENL573-23	1.5	50
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL573-23_r_1.5_s_100	Eurina lurida	0	BGENL573-23	1.5	100
