ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	657	1533	Scutelleridae	BGLIB1000-24_r_1_s_50	Eurygaster austriaca	0	BGLIB1000-24	1	50
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	657	1533	Scutelleridae	BGLIB1000-24_r_1_s_100	Eurygaster austriaca	0	BGLIB1000-24	1	100
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	657	1533	Scutelleridae	BGLIB1000-24_r_1.3_s_50	Eurygaster austriaca	0	BGLIB1000-24	1.3	50
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	657	1533	Scutelleridae	BGLIB1000-24_r_1.3_s_100	Eurygaster austriaca	0	BGLIB1000-24	1.3	100
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	657	1533	Scutelleridae	BGLIB1000-24_r_1.5_s_50	Eurygaster austriaca	0	BGLIB1000-24	1.5	50
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	657	1533	Scutelleridae	BGLIB1000-24_r_1.5_s_100	Eurygaster austriaca	0	BGLIB1000-24	1.5	100
26	87	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	657	1533	Cydnidae,Plataspidae,Scutelleridae	BGLIB1001-24_r_1_s_50	Eurygaster austriaca	0	BGLIB1001-24	1	50
15	76	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	644	1422	Scutelleridae,Culicidae,Muscidae	BGLIB1001-24_r_1_s_100	Eurygaster austriaca	0	BGLIB1001-24	1	100
2	24	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	657	1521	Pentatomidae,Scutelleridae	BGLIB1001-24_r_1.3_s_50	Eurygaster austriaca	0	BGLIB1001-24	1.3	50
1	18	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	606	1380	Anthocoridae,Pentatomidae,Tessaratomidae,Scutelleridae	BGLIB1001-24_r_1.3_s_100	Eurygaster austriaca	0	BGLIB1001-24	1.3	100
5	10	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	636	1488	Scutelleridae	BGLIB1001-24_r_1.5_s_50	Eurygaster austriaca	0	BGLIB1001-24	1.5	50
1	9	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	603	1332	Nabidae,Scutelleridae,Syrphidae,Drosophilidae	BGLIB1001-24_r_1.5_s_100	Eurygaster austriaca	0	BGLIB1001-24	1.5	100
70	90	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	655	1470	Nemouridae,Scutelleridae,Tineidae,Geometridae,Epermeniidae	BGLIB1002-24_r_1_s_50	Eurygaster austriaca	0	BGLIB1002-24	1	50
70	74	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	652	1302	Rhinotermitidae,Scutelleridae,Pleciidae	BGLIB1002-24_r_1_s_100	Eurygaster austriaca	0	BGLIB1002-24	1	100
32	39	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	599	1326	Scutelleridae,Dytiscidae,Carabidae,Cleridae,Anthribidae,Latridiidae,Coniopterygidae	BGLIB1002-24_r_1.3_s_50	Eurygaster austriaca	0	BGLIB1002-24	1.3	50
19	20	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	480	801	Peltoperlidae,Scutelleridae,Psychodidae,Drosophilidae	BGLIB1002-24_r_1.3_s_100	Eurygaster austriaca	0	BGLIB1002-24	1.3	100
10	11	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	506	1101	Scutelleridae	BGLIB1002-24_r_1.5_s_50	Eurygaster austriaca	0	BGLIB1002-24	1.5	50
6	6	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	236	594	Scutelleridae,Coreidae,Chrysomelidae,Psychodidae,Drosophilidae	BGLIB1002-24_r_1.5_s_100	Eurygaster austriaca	0	BGLIB1002-24	1.5	100
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	656	1533	Scutelleridae	BGLIB1003-24_r_1_s_50	Eurygaster hottentotta	0	BGLIB1003-24	1	50
6	6	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	656	1533	Scutelleridae	BGLIB1003-24_r_1_s_100	Eurygaster hottentotta	0	BGLIB1003-24	1	100
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	656	1533	Scutelleridae	BGLIB1003-24_r_1.3_s_50	Eurygaster hottentotta	0	BGLIB1003-24	1.3	50
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	656	1533	Scutelleridae	BGLIB1003-24_r_1.3_s_100	Eurygaster hottentotta	0	BGLIB1003-24	1.3	100
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	656	1500	Scutelleridae	BGLIB1003-24_r_1.5_s_50	Eurygaster hottentotta	0	BGLIB1003-24	1.5	50
0	0	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	656	1500	Scutelleridae	BGLIB1003-24_r_1.5_s_100	Eurygaster hottentotta	0	BGLIB1003-24	1.5	100
43	90	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	644	1479	Miridae,Scutelleridae	BGLIB1004-24_r_1_s_50	Odontoscelis dorsalis	0	BGLIB1004-24	1	50
46	80	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	628	1323	Pentatomidae,Scutelleridae	BGLIB1004-24_r_1_s_100	Odontoscelis dorsalis	0	BGLIB1004-24	1	100
38	43	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	625	1428	Pentatomidae,Scutelleridae,Heterogastridae	BGLIB1004-24_r_1.3_s_50	Odontoscelis dorsalis	0	BGLIB1004-24	1.3	50
25	28	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	493	1089	Rhaphidophoridae,Miridae,Urostylididae,Pentatomidae,Scutelleridae,Scarabaeidae	BGLIB1004-24_r_1.3_s_100	Odontoscelis dorsalis	0	BGLIB1004-24	1.3	100
14	22	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	535	1329	Urostylididae,Plataspidae,Scutelleridae,Pyrrhocoridae	BGLIB1004-24_r_1.5_s_50	Odontoscelis dorsalis	0	BGLIB1004-24	1.5	50
11	13	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	176	705	Scutelleridae	BGLIB1004-24_r_1.5_s_100	Odontoscelis dorsalis	3	BGLIB1004-24	1.5	100
41	53	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	656	1533	Scutelleridae	BGLIB1005-24_r_1_s_50	Odontoscelis dorsalis	0	BGLIB1005-24	1	50
54	65	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	COI-5P	656	1533	Pentatomidae,Scutelleridae,Rhopalidae	BGLIB1005-24_r_1_s_100	Odontoscelis dorsalis	0	BGLIB1005-24	1	100
