ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
8	33	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	642	1470	Eriocottidae,Sesiidae,Limacodidae,Nymphalidae,Crambidae,Geometridae,Prodoxidae	BGSNL2186-24_r_1_s_50	Eriocottis andalusiella	0	BGSNL2186-24	1	50
1	13	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	548	1125	Sesiidae,Limacodidae,Nymphalidae,Geometridae,Prodoxidae	BGSNL2186-24_r_1_s_100	Eriocottis andalusiella	0	BGSNL2186-24	1	100
6	8	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	618	1422	Dytiscidae,Carabidae,Staphylinidae,Drosophilidae,Eriocottidae	BGSNL2186-24_r_1.3_s_50	Eriocottis andalusiella	0	BGSNL2186-24	1.3	50
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	473	900	Curculionidae	BGSNL2186-24_r_1.3_s_100	Eriocottis andalusiella	0	BGSNL2186-24	1.3	100
0	2	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	489	1194	Eriocottidae,Erebidae,Crambidae,Thyrididae	BGSNL2186-24_r_1.5_s_50	Eriocottis andalusiella	0	BGSNL2186-24	1.5	50
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	465	630	Limacodidae,Bombycidae,Nymphalidae,Pyralidae	BGSNL2186-24_r_1.5_s_100	Eriocottis andalusiella	0	BGSNL2186-24	1.5	100
18	54	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1521	Staphylinidae,Lycaenidae,Pyralidae,Geometridae	BGSNL2187-24_r_1_s_50	Eriocottis andalusiella	0	BGSNL2187-24	1	50
11	35	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	645	1446	Oecophoridae,Eriocottidae,Sphingidae,Papilionidae,Crambidae,Geometridae	BGSNL2187-24_r_1_s_100	Eriocottis andalusiella	0	BGSNL2187-24	1	100
14	14	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1506	Depressariidae,Noctuidae,Erebidae,Euteliidae,Papilionidae,Geometridae	BGSNL2187-24_r_1.3_s_50	Eriocottis andalusiella	0	BGSNL2187-24	1.3	50
12	12	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	645	1419	Gelechiidae,Depressariidae,Tortricidae,Erebidae,Crambidae,Geometridae	BGSNL2187-24_r_1.3_s_100	Eriocottis andalusiella	0	BGSNL2187-24	1.3	100
5	5	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	570	1320	Tortricidae,Sphingidae,Papilionidae,Crambidae,Geometridae	BGSNL2187-24_r_1.5_s_50	Eriocottis andalusiella	0	BGSNL2187-24	1.5	50
17	17	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	498	1149	Tortricidae,Limacodidae,Papilionidae,Crambidae,Geometridae	BGSNL2187-24_r_1.5_s_100	Eriocottis andalusiella	0	BGSNL2187-24	1.5	100
0	4	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1536	Noctuidae	BGSNL2188-24_r_1_s_50	Eriocottis paradoxella	0	BGSNL2188-24	1	50
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1533	Oecophoridae,Noctuidae	BGSNL2188-24_r_1_s_100	Eriocottis paradoxella	0	BGSNL2188-24	1	100
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1536	Oecophoridae,Noctuidae	BGSNL2188-24_r_1.3_s_50	Eriocottis paradoxella	0	BGSNL2188-24	1.3	50
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1533	Oecophoridae,Noctuidae	BGSNL2188-24_r_1.3_s_100	Eriocottis paradoxella	0	BGSNL2188-24	1.3	100
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1530	Noctuidae	BGSNL2188-24_r_1.5_s_50	Eriocottis paradoxella	0	BGSNL2188-24	1.5	50
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1530	Noctuidae	BGSNL2188-24_r_1.5_s_100	Eriocottis paradoxella	0	BGSNL2188-24	1.5	100
0	15	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1536	Noctuidae	BGSNL2189-24_r_1_s_50	Eriocottis paradoxella	0	BGSNL2189-24	1	50
0	20	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1533	Sphingidae,Crambidae	BGSNL2189-24_r_1_s_100	Eriocottis paradoxella	0	BGSNL2189-24	1	100
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1536	Oecophoridae,Noctuidae	BGSNL2189-24_r_1.3_s_50	Eriocottis paradoxella	0	BGSNL2189-24	1.3	50
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1533	Oecophoridae,Noctuidae	BGSNL2189-24_r_1.3_s_100	Eriocottis paradoxella	0	BGSNL2189-24	1.3	100
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1536	Oecophoridae,Noctuidae	BGSNL2189-24_r_1.5_s_50	Eriocottis paradoxella	0	BGSNL2189-24	1.5	50
0	0	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	657	1533	Oecophoridae,Noctuidae	BGSNL2189-24_r_1.5_s_100	Eriocottis paradoxella	0	BGSNL2189-24	1.5	100
36	74	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	656	1533	Crambidae,Incurvariidae	BGSNL2190-24_r_1_s_50	Eriocottis paradoxella	0	BGSNL2190-24	1	50
49	109	data/BGE00316_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Eriocottidae	BLAST	family	COI-5P	656	1533	Sphingidae,Papilionidae,Geometridae	BGSNL2190-24_r_1_s_100	Eriocottis paradoxella	0	BGSNL2190-24	1	100
