ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
42	63	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1524	Tortricidae,Endromidae	BGSNL856-24_r_1_s_50	Epiblema confusana	0	BGSNL856-24	1	50
8	25	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	569	1371	Zygaenidae,Noctuidae	BGSNL856-24_r_1_s_100	Epiblema confusana	0	BGSNL856-24	1	100
13	21	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1509	Tortricidae	BGSNL856-24_r_1.3_s_50	Epiblema confusana	0	BGSNL856-24	1.3	50
7	17	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	449	1092	Tortricidae	BGSNL856-24_r_1.3_s_100	Epiblema confusana	0	BGSNL856-24	1.3	100
3	10	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	597	1350	Tortricidae	BGSNL856-24_r_1.5_s_50	Epiblema confusana	0	BGSNL856-24	1.5	50
4	4	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	368	852	Noctuidae,Crambidae	BGSNL856-24_r_1.5_s_100	Epiblema confusana	0	BGSNL856-24	1.5	100
28	76	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	654	1530	Tortricidae	BGSNL857-24_r_1_s_50	Epiblema confusana	0	BGSNL857-24	1	50
28	64	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	654	1530	Tortricidae	BGSNL857-24_r_1_s_100	Epiblema confusana	0	BGSNL857-24	1	100
20	24	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	655	1530	Tortricidae	BGSNL857-24_r_1.3_s_50	Epiblema confusana	0	BGSNL857-24	1.3	50
34	39	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	656	1527	Tortricidae,Noctuidae	BGSNL857-24_r_1.3_s_100	Epiblema confusana	0	BGSNL857-24	1.3	100
1	2	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	655	1518	Tortricidae	BGSNL857-24_r_1.5_s_50	Epiblema confusana	0	BGSNL857-24	1.5	50
1	4	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	656	1464	Tortricidae,Noctuidae,Crambidae	BGSNL857-24_r_1.5_s_100	Epiblema confusana	0	BGSNL857-24	1.5	100
