ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
4	5	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1530	Cicadellidae	BGENL856-24_r_1_s_50	Eupteryx filicum	0	BGENL856-24	1	50
8	8	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1527	Cicadellidae	BGENL856-24_r_1_s_100	Eupteryx filicum	0	BGENL856-24	1	100
3	4	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1530	Cicadellidae	BGENL856-24_r_1.3_s_50	Eupteryx filicum	0	BGENL856-24	1.3	50
6	6	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1527	Cicadellidae	BGENL856-24_r_1.3_s_100	Eupteryx filicum	0	BGENL856-24	1.3	100
7	7	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1527	Cicadellidae	BGENL856-24_r_1.5_s_100	Eupteryx filicum	0	BGENL856-24	1.5	100
3	3	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1530	Cicadellidae	BGENL856-24_r_1.5_s_50	Eupteryx filicum	0	BGENL856-24	1.5	50
21	25	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1539	Cicadellidae	BGENL857-24_r_1_s_50	Zygina nivea	0	BGENL857-24	1	50
18	18	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1539	Cicadellidae	BGENL857-24_r_1_s_100	Zygina nivea	0	BGENL857-24	1	100
17	17	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1539	Cicadellidae	BGENL857-24_r_1.3_s_50	Zygina nivea	0	BGENL857-24	1.3	50
16	16	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1539	Cicadellidae	BGENL857-24_r_1.3_s_100	Zygina nivea	0	BGENL857-24	1.3	100
12	12	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	644	1527	Cicadellidae	BGENL857-24_r_1.5_s_50	Zygina nivea	0	BGENL857-24	1.5	50
6	6	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	617	1500	Cicadellidae	BGENL857-24_r_1.5_s_100	Zygina nivea	0	BGENL857-24	1.5	100
0	0	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1530	Cicadellidae	BGENL858-24_r_1_s_50	Kybos populi	0	BGENL858-24	1	50
0	0	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1530	Cicadellidae	BGENL858-24_r_1_s_100	Kybos populi	0	BGENL858-24	1	100
0	0	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1530	Cicadellidae	BGENL858-24_r_1.3_s_50	Kybos populi	0	BGENL858-24	1.3	50
0	0	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	COI-5P	656	1530	Cicadellidae	BGENL858-24_r_1.3_s_100	Kybos populi	0	BGENL858-24	1.3	100
