ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL381-23_r_1_s_50	Phoetalia pallida	0	BGENL381-23	1	50
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL381-23_r_1_s_100	Phoetalia pallida	0	BGENL381-23	1	100
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL381-23_r_1.3_s_50	Phoetalia pallida	0	BGENL381-23	1.3	50
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL381-23_r_1.3_s_100	Phoetalia pallida	0	BGENL381-23	1.3	100
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL381-23_r_1.5_s_50	Phoetalia pallida	0	BGENL381-23	1.5	50
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL381-23_r_1.5_s_100	Phoetalia pallida	0	BGENL381-23	1.5	100
7	12	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1536	Blaberidae	BGENL382-23_r_1_s_50	Rhyparobia maderae	0	BGENL382-23	1	50
5	6	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL382-23_r_1_s_100	Rhyparobia maderae	0	BGENL382-23	1	100
5	7	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1536	Blaberidae	BGENL382-23_r_1.3_s_50	Rhyparobia maderae	0	BGENL382-23	1.3	50
6	7	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL382-23_r_1.3_s_100	Rhyparobia maderae	0	BGENL382-23	1.3	100
4	4	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1536	Blaberidae	BGENL382-23_r_1.5_s_50	Rhyparobia maderae	0	BGENL382-23	1.5	50
3	3	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL382-23_r_1.5_s_100	Rhyparobia maderae	0	BGENL382-23	1.5	100
2	3	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1536	Blaberidae,Blattellidae	BGENL383-23_r_1_s_50	Rhyparobia maderae	0	BGENL383-23	1	50
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL383-23_r_1_s_100	Rhyparobia maderae	0	BGENL383-23	1	100
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1536	Blaberidae,Blattellidae	BGENL383-23_r_1.3_s_50	Rhyparobia maderae	0	BGENL383-23	1.3	50
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL383-23_r_1.3_s_100	Rhyparobia maderae	0	BGENL383-23	1.3	100
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae,Blattellidae	BGENL383-23_r_1.5_s_50	Rhyparobia maderae	0	BGENL383-23	1.5	50
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Blaberidae	BLAST	family	COI-5P	657	1533	Blaberidae	BGENL383-23_r_1.5_s_100	Rhyparobia maderae	0	BGENL383-23	1.5	100
5	18	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ectobiidae	BLAST	family	COI-5P	656	1527	Blaberidae,Ectobiidae,Blattellidae	BGENL384-23_r_1_s_50	Ectobius	0	BGENL384-23	1	50
