ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
2	10	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	656	1539	Scarabaeidae,Calliphoridae	BBIOP1901-24_r_1_s_50	Bolbelasmus gallicus	0	BBIOP1901-24	1	50	False	False	1627746	1755	410	1542	0.0	134.0	62.8715953307393	60.0	Naturalis Biodiversity Center	1	6
2	7	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	655	1539	Staphylinidae,Hydraenidae,Scarabaeidae,Hybosoridae,Melyridae,Calliphoridae	BBIOP1901-24_r_1_s_100	Bolbelasmus gallicus	0	BBIOP1901-24	1	100	False	False	1627746	331	410	1542	0.0	50.0	17.544747081712064	15.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	655	1539	Scarabaeidae,Calliphoridae	BBIOP1901-24_r_1.3_s_50	Bolbelasmus gallicus	0	BBIOP1901-24	1.3	50	False	False	1627746	1454	410	1542	0.0	127.0	50.86381322957198	45.0	Naturalis Biodiversity Center	1	6
1	1	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	655	1539	Staphylinidae,Scarabaeidae,Geotrupidae,Hybosoridae,Calliphoridae	BBIOP1901-24_r_1.3_s_100	Bolbelasmus gallicus	0	BBIOP1901-24	1.3	100	False	False	1627746	307	410	1542	0.0	47.0	15.80739299610895	14.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	644	1527	Hydraenidae,Scarabaeidae,Lucanidae,Geotrupidae	BBIOP1901-24_r_1.5_s_50	Bolbelasmus gallicus	0	BBIOP1901-24	1.5	50	False	False	1627746	852	410	1542	0.0	90.0	29.247081712062258	26.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	644	1467	Staphylinidae,Hydraenidae,Scarabaeidae,Lucanidae	BBIOP1901-24_r_1.5_s_100	Bolbelasmus gallicus	0	BBIOP1901-24	1.5	100	False	False	1627746	220	410	1542	0.0	37.0	10.922178988326849	10.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	655	1539	Staphylinidae,Silphidae,Scarabaeidae,Lucanidae,Geotrupidae,Melyridae	BBIOP1902-24_r_1_s_50	Bolbelasmus gallicus	0	BBIOP1902-24	1	50	False	False	162594	564	17	1542	0.0	57.0	19.457198443579767	17.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	644	1491	Staphylinidae,Scarabaeidae,Lucanidae,Hybosoridae,Dermestidae,Calliphoridae	BBIOP1902-24_r_1_s_100	Bolbelasmus gallicus	0	BBIOP1902-24	1	100	False	False	162594	150	17	1542	0.0	31.0	7.276264591439689	6.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	644	1533	Hydraenidae,Scarabaeidae,Lucanidae,Geotrupidae,Hybosoridae	BBIOP1902-24_r_1.3_s_50	Bolbelasmus gallicus	0	BBIOP1902-24	1.3	50	False	False	162594	547	17	1542	0.0	57.0	18.877431906614785	16.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	644	1491	Staphylinidae,Scarabaeidae,Lucanidae,Hybosoridae,Dermestidae,Calliphoridae	BBIOP1902-24_r_1.3_s_100	Bolbelasmus gallicus	0	BBIOP1902-24	1.3	100	False	False	162594	150	17	1542	0.0	31.0	7.276264591439689	6.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	644	1506	Staphylinidae,Hydraenidae,Lucanidae,Trogidae	BBIOP1902-24_r_1.5_s_50	Bolbelasmus gallicus	0	BBIOP1902-24	1.5	50	False	False	162594	450	17	1542	0.0	57.0	15.215953307392995	14.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	644	1434	Carabidae,Staphylinidae,Hydraenidae,Melyridae,Dermestidae	BBIOP1902-24_r_1.5_s_100	Bolbelasmus gallicus	0	BBIOP1902-24	1.5	100	False	False	162594	120	17	1542	0.0	31.0	5.673151750972763	4.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Geotrupidae	BBIOP1903-24_r_1_s_50	Ceratophyus hoffmannseggi	0	BBIOP1903-24	1	50	False	False	4990626	6483	296	1542	2.0	566.0	349.0077821011673	354.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Geotrupidae	BBIOP1903-24_r_1_s_100	Ceratophyus hoffmannseggi	0	BBIOP1903-24	1	100	False	False	4990626	4568	296	1542	2.0	468.0	284.81517509727627	289.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Geotrupidae	BBIOP1903-24_r_1.3_s_50	Ceratophyus hoffmannseggi	0	BBIOP1903-24	1.3	50	False	False	4990626	6251	296	1542	2.0	566.0	338.5972762645914	339.5	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Geotrupidae	BBIOP1903-24_r_1.3_s_100	Ceratophyus hoffmannseggi	0	BBIOP1903-24	1.3	100	False	False	4990626	4513	296	1542	2.0	468.0	281.36770428015564	287.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Geotrupidae	BBIOP1903-24_r_1.5_s_50	Ceratophyus hoffmannseggi	0	BBIOP1903-24	1.5	50	False	False	4990626	5140	296	1542	2.0	564.0	278.8249027237354	293.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Geotrupidae	BBIOP1903-24_r_1.5_s_100	Ceratophyus hoffmannseggi	0	BBIOP1903-24	1.5	100	False	False	4990626	3875	296	1542	1.0	467.0	238.58560311284046	255.0	Naturalis Biodiversity Center	1	6
0	20	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Geotrupidae	BBIOP1904-24_r_1_s_50	Ceratophyus hoffmannseggi	0	BBIOP1904-24	1	50	False	False	10081969	2254	2402	1542	1.0	259.0	100.90077821011673	96.5	Naturalis Biodiversity Center	1	6
0	16	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Hydraenidae,Scarabaeidae,Geotrupidae,Psilidae	BBIOP1904-24_r_1_s_100	Ceratophyus hoffmannseggi	0	BBIOP1904-24	1	100	False	False	10081969	853	2402	1542	1.0	108.0	51.99805447470817	53.0	Naturalis Biodiversity Center	1	6
0	3	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Geotrupidae	BBIOP1904-24_r_1.3_s_50	Ceratophyus hoffmannseggi	0	BBIOP1904-24	1.3	50	False	False	10081969	1701	2402	1542	1.0	176.0	74.00583657587549	69.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1542	Geotrupidae	BBIOP1904-24_r_1.3_s_100	Ceratophyus hoffmannseggi	0	BBIOP1904-24	1.3	100	False	False	10081969	723	2402	1542	1.0	97.0	42.69844357976654	42.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1533	Geotrupidae	BBIOP1904-24_r_1.5_s_50	Ceratophyus hoffmannseggi	0	BBIOP1904-24	1.5	50	False	False	10081969	1265	2402	1542	0.0	150.0	55.675097276264594	53.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1479	Geotrupidae	BBIOP1904-24_r_1.5_s_100	Ceratophyus hoffmannseggi	0	BBIOP1904-24	1.5	100	False	False	10081969	615	2402	1542	0.0	89.0	35.599221789883266	36.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1533	Geotrupidae	BBIOP1905-24_r_1_s_50	Ceratophyus hoffmannseggi	0	BBIOP1905-24	1	50	False	False	1484337	3404	18	1542	0.0	441.0	143.08560311284046	122.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1533	Geotrupidae	BBIOP1905-24_r_1_s_100	Ceratophyus hoffmannseggi	0	BBIOP1905-24	1	100	False	False	1484337	1417	18	1542	0.0	193.0	78.5136186770428	69.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1533	Geotrupidae	BBIOP1905-24_r_1.3_s_50	Ceratophyus hoffmannseggi	0	BBIOP1905-24	1.3	50	False	False	1484337	3189	18	1542	0.0	435.0	133.66536964980546	111.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00100_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geotrupidae	BLAST	family	COI-5P	657	1533	Geotrupidae	BBIOP1905-24_r_1.3_s_100	Ceratophyus hoffmannseggi	0	BBIOP1905-24	1.3	100	False	False	1484337	1390	18	1542	0.0	190.0	76.42023346303502	65.5	Naturalis Biodiversity Center	1	6
