ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM476-24_r_1_s_50	Polytela cliens	0	BHNHM476-24	1	50	False	False	26023981	8907	9	1533	0.0	857.0	489.7651663405088	460.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM476-24_r_1_s_100	Polytela cliens	0	BHNHM476-24	1	100	False	False	26023981	6827	9	1533	0.0	800.0	426.77886497064577	398.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM476-24_r_1.3_s_50	Polytela cliens	0	BHNHM476-24	1.3	50	False	False	26023981	8604	9	1533	0.0	845.0	476.1506849315069	445.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM476-24_r_1.3_s_100	Polytela cliens	0	BHNHM476-24	1.3	100	False	False	26023981	6755	9	1533	0.0	795.0	420.426614481409	393.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM476-24_r_1.5_s_50	Polytela cliens	0	BHNHM476-24	1.5	50	False	False	26023981	8157	9	1533	0.0	790.0	449.1409001956947	420.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM476-24_r_1.5_s_100	Polytela cliens	0	BHNHM476-24	1.5	100	False	False	26023981	6483	9	1533	0.0	743.0	398.62035225048925	373.0
3	7	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM477-24_r_1_s_50	Sideridis implexa	0	BHNHM477-24	1	50	False	False	5729707	1351	128	1533	14.0	267.0	84.4187866927593	52.0
3	4	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM477-24_r_1_s_100	Sideridis implexa	0	BHNHM477-24	1	100	False	False	5729707	996	128	1533	6.0	256.0	73.61643835616438	41.0
1	4	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM477-24_r_1.3_s_50	Sideridis implexa	0	BHNHM477-24	1.3	50	False	False	5729707	1229	128	1533	12.0	253.0	74.79452054794521	47.0
1	2	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM477-24_r_1.3_s_100	Sideridis implexa	0	BHNHM477-24	1.3	100	False	False	5729707	898	128	1533	6.0	244.0	64.82974559686889	38.0
0	1	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM477-24_r_1.5_s_50	Sideridis implexa	0	BHNHM477-24	1.5	50	False	False	5729707	1019	128	1533	6.0	225.0	57.34050880626223	43.0
0	1	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM477-24_r_1.5_s_100	Sideridis implexa	0	BHNHM477-24	1.5	100	False	False	5729707	725	128	1533	6.0	217.0	48.6105675146771	34.0
3	3	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM478-24_r_1_s_50	Saragossa porosa	0	BHNHM478-24	1	50	False	False	16743125	1943	794	1533	53.0	232.0	114.83170254403132	110.0
4	4	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM478-24_r_1_s_100	Saragossa porosa	0	BHNHM478-24	1	100	False	False	16743125	1431	794	1533	26.0	207.0	100.05088062622309	98.0
1	1	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM478-24_r_1.3_s_50	Saragossa porosa	0	BHNHM478-24	1.3	50	False	False	16743125	1786	794	1533	53.0	229.0	108.66536203522504	103.0
1	1	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM478-24_r_1.3_s_100	Saragossa porosa	0	BHNHM478-24	1.3	100	False	False	16743125	1406	794	1533	26.0	207.0	97.9041095890411	97.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM478-24_r_1.5_s_50	Saragossa porosa	0	BHNHM478-24	1.5	50	False	False	16743125	1634	794	1533	53.0	224.0	99.22504892367905	94.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM478-24_r_1.5_s_100	Saragossa porosa	0	BHNHM478-24	1.5	100	False	False	16743125	1313	794	1533	26.0	192.0	90.19373776908023	86.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM479-24_r_1_s_50	Saragossa porosa	0	BHNHM479-24	1	50	False	False	16996574	6699	135	1533	265.0	557.0	407.9765166340509	410.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM479-24_r_1_s_100	Saragossa porosa	0	BHNHM479-24	1	100	False	False	16996574	5491	135	1533	162.0	496.0	371.7005870841487	367.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM479-24_r_1.3_s_50	Saragossa porosa	0	BHNHM479-24	1.3	50	False	False	16996574	6572	135	1533	265.0	555.0	403.1565557729941	403.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM479-24_r_1.3_s_100	Saragossa porosa	0	BHNHM479-24	1.3	100	False	False	16996574	5477	135	1533	162.0	496.0	370.4853228962818	367.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM479-24_r_1.5_s_50	Saragossa porosa	0	BHNHM479-24	1.5	50	False	False	16996574	6385	135	1533	256.0	554.0	393.4246575342466	393.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM479-24_r_1.5_s_100	Saragossa porosa	0	BHNHM479-24	1.5	100	False	False	16996574	5378	135	1533	162.0	493.0	363.4344422700587	358.0
2	3	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1545	Noctuidae	BHNHM480-24_r_1_s_50	Syngrapha devergens	0	BHNHM480-24	1	50	False	False	9399213	2835	51	1545	1.0	253.0	133.79029126213592	128.0
5	5	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM480-24_r_1_s_100	Syngrapha devergens	0	BHNHM480-24	1	100	False	False	9399213	1835	51	1545	0.0	206.0	103.26407766990292	98.0
0	1	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1545	Noctuidae	BHNHM480-24_r_1.3_s_50	Syngrapha devergens	0	BHNHM480-24	1.3	50	False	False	9399213	2758	51	1545	1.0	251.0	130.09708737864077	124.0
2	2	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM480-24_r_1.3_s_100	Syngrapha devergens	0	BHNHM480-24	1.3	100	False	False	9399213	1811	51	1545	0.0	204.0	101.16504854368932	96.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM480-24_r_1.5_s_50	Syngrapha devergens	0	BHNHM480-24	1.5	50	False	False	9399213	2650	51	1545	0.0	235.0	123.21165048543689	119.0
0	0	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM480-24_r_1.5_s_100	Syngrapha devergens	0	BHNHM480-24	1.5	100	False	False	9399213	1748	51	1545	0.0	197.0	95.6504854368932	87.0
15	16	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM481-24_r_1_s_50	Syngrapha devergens	0	BHNHM481-24	1	50	False	False	13213364	947	299	1545	0.0	109.0	47.85436893203884	42.0
11	11	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM481-24_r_1_s_100	Syngrapha devergens	0	BHNHM481-24	1	100	False	False	13213364	566	299	1545	0.0	93.0	36.69126213592233	30.0
12	12	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM481-24_r_1.3_s_50	Syngrapha devergens	0	BHNHM481-24	1.3	50	False	False	13213364	832	299	1545	0.0	101.0	43.32233009708738	39.0
10	10	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM481-24_r_1.3_s_100	Syngrapha devergens	0	BHNHM481-24	1.3	100	False	False	13213364	550	299	1545	0.0	93.0	35.196116504854366	30.0
4	4	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM481-24_r_1.5_s_50	Syngrapha devergens	0	BHNHM481-24	1.5	50	False	False	13213364	744	299	1545	0.0	86.0	37.25048543689321	35.0
2	2	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM481-24_r_1.5_s_100	Syngrapha devergens	0	BHNHM481-24	1.5	100	False	False	13213364	492	299	1545	0.0	80.0	29.844660194174757	27.0
12	13	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM482-24_r_1_s_50	Syngrapha rilaecacuminum	0	BHNHM482-24	1	50	False	False	8281824	1211	21	1545	0.0	135.0	59.93980582524272	55.0
11	12	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM482-24_r_1_s_100	Syngrapha rilaecacuminum	0	BHNHM482-24	1	100	False	False	8281824	737	21	1545	0.0	114.0	45.650485436893206	39.0
11	12	data/BGE00151_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1533	Noctuidae	BHNHM482-24_r_1.3_s_50	Syngrapha rilaecacuminum	0	BHNHM482-24	1.3	50	False	False	8281824	1152	21	1545	0.0	134.0	56.384466019417474	53.0
