Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BHNHM036-24_r_1.3_s_50_BHNHM036-24,BHNHM036-24,19449319,2850,120,1536,0.0,296.0,170.87109375,169.5
BHNHM072-24_r_1_s_100_BHNHM072-24,BHNHM072-24,15900066,2657,0,1533,0.0,279.0,178.95107632093934,180.0
BHNHM057-24_r_1.5_s_100_BHNHM057-24,BHNHM057-24,12113447,1992,243,1530,58.0,212.0,135.54705882352943,133.0
BHNHM035-24_r_1.5_s_100_BHNHM035-24,BHNHM035-24,13679705,183,556,1533,0.0,25.0,11.407045009784737,12.0
BHNHM067-24_r_1_s_100_BHNHM067-24,BHNHM067-24,25481583,153,549,1530,2.0,23.0,10.523529411764706,11.0
BHNHM008-24_r_1.5_s_100_BHNHM008-24,BHNHM008-24,10165135,1654,91,1533,61.0,164.0,113.26614481409003,114.0
BHNHM007-24_r_1.3_s_100_BHNHM007-24,BHNHM007-24,10630887,201,128,1533,0.0,28.0,12.225048923679061,11.0
BHNHM073-24_r_1_s_50_BHNHM073-24,BHNHM073-24,16139911,1695,0,1533,0.0,176.0,90.32093933463797,88.0
BHNHM026-24_r_1_s_100_BHNHM026-24,BHNHM026-24,18440470,855,1047,1530,25.0,101.0,57.27843137254902,56.0
BHNHM069-24_r_1.5_s_100_BHNHM069-24,BHNHM069-24,14814959,3513,326,1533,0.0,366.0,254.95694716242662,263.0
BHNHM033-24_r_1_s_50_BHNHM033-24,BHNHM033-24,9716311,703,6,1545,0.0,67.0,35.213592233009706,35.0
BHNHM043-24_r_1_s_100_BHNHM043-24,BHNHM043-24,14833914,352,9,1533,5.0,57.0,21.79060665362035,19.0
BHNHM033-24_r_1_s_100_BHNHM033-24,BHNHM033-24,9716311,453,6,1545,0.0,51.0,27.910679611650487,27.0
BHNHM049-24_r_1_s_50_BHNHM049-24,BHNHM049-24,19671748,834,3,1530,22.0,79.0,45.76470588235294,46.0
BHNHM048-24_r_1.5_s_50_BHNHM048-24,BHNHM048-24,5093007,1183,105,1530,16.0,117.0,65.97647058823529,68.0
BHNHM081-24_r_1.5_s_100_BHNHM081-24,BHNHM081-24,16650122,473,0,1575,0.0,55.0,24.20952380952381,24.0
BHNHM038-24_r_1.3_s_50_BHNHM038-24,BHNHM038-24,18528783,615,4,1533,0.0,98.0,36.43835616438356,31.0
BHNHM078-24_r_1.5_s_50_BHNHM078-24,BHNHM078-24,16592602,4233,728,1575,0.0,451.0,320.5733333333333,333.0
BHNHM015-24_r_1.3_s_50_BHNHM015-24,BHNHM015-24,17467582,2955,6,1533,0.0,293.0,166.7495107632094,163.0
BHNHM086-24_r_1.3_s_50_BHNHM086-24,BHNHM086-24,12305868,181,266,1533,2.0,26.0,9.573385518590998,9.0
BHNHM010-24_r_1.3_s_100_BHNHM010-24,BHNHM010-24,11784510,992,494,1545,0.0,123.0,69.41359223300971,71.0
BHNHM094-24_r_1_s_50_BHNHM094-24,BHNHM094-24,98816137,1489,2736,1533,0.0,317.0,58.567514677103716,48.0
BHNHM056-24_r_1.5_s_100_BHNHM056-24,BHNHM056-24,7843608,1464,161,1530,49.0,155.0,97.15490196078431,96.0
BHNHM074-24_r_1_s_50_BHNHM074-24,BHNHM074-24,2397737,983,40,1533,26.0,99.0,61.21917808219178,60.0
BHNHM046-24_r_1.5_s_50_BHNHM046-24,BHNHM046-24,709248,470,11,1530,6.0,61.0,25.386274509803922,24.0
BHNHM074-24_r_1_s_100_BHNHM074-24,BHNHM074-24,2397737,808,40,1533,8.0,97.0,55.93150684931507,56.0
BHNHM050-24_r_1.3_s_100_BHNHM050-24,BHNHM050-24,12217094,1344,17,1533,36.0,123.0,76.2133072407045,76.0
BHNHM017-24_r_1.3_s_50_BHNHM017-24,BHNHM017-24,14280070,3332,230,1533,0.0,315.0,212.14481409001957,211.0
BHNHM003-24_r_1.3_s_100_BHNHM003-24,BHNHM003-24,15166816,2668,433,1533,0.0,289.0,175.24657534246575,188.0
BHNHM070-24_r_1.5_s_50_BHNHM070-24,BHNHM070-24,15235120,1442,272,1533,0.0,136.0,76.4774951076321,75.0
BHNHM018-24_r_1.5_s_50_BHNHM018-24,BHNHM018-24,5056425,424,9,1530,0.0,49.0,17.32941176470588,16.0
