ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1533	Megachilidae	BGENL2756-24_r_1_s_50	Osmia dimidiata	0	BGENL2756-24	1	50	False	False	5484691	520	6	1536	0.0	60.0	42.494140625	43.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1533	Megachilidae	BGENL2756-24_r_1_s_100	Osmia dimidiata	0	BGENL2756-24	1	100	False	False	5484691	428	6	1536	0.0	57.0	39.64453125	41.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1533	Megachilidae	BGENL2756-24_r_1.3_s_50	Osmia dimidiata	0	BGENL2756-24	1.3	50	False	False	5484691	461	6	1536	0.0	60.0	39.28515625	41.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1527	Megachilidae	BGENL2756-24_r_1.3_s_100	Osmia dimidiata	0	BGENL2756-24	1.3	100	False	False	5484691	405	6	1536	0.0	57.0	37.685546875	41.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1479	Megachilidae	BGENL2756-24_r_1.5_s_50	Osmia dimidiata	0	BGENL2756-24	1.5	50	False	False	5484691	435	6	1536	0.0	58.0	37.0078125	41.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1479	Megachilidae	BGENL2756-24_r_1.5_s_100	Osmia dimidiata	0	BGENL2756-24	1.5	100	False	False	5484691	391	6	1536	0.0	57.0	35.736328125	40.0	Naturalis Biodiversity Center	1	6
0	1	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1536	Megachilidae	BGENL2757-24_r_1_s_50	Osmia dimidiata	0	BGENL2757-24	1	50	False	False	5868366	622	55	1536	2.0	70.0	49.705078125	50.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1533	Megachilidae	BGENL2757-24_r_1_s_100	Osmia dimidiata	0	BGENL2757-24	1	100	False	False	5868366	513	55	1536	0.0	67.0	46.294921875	47.0	Naturalis Biodiversity Center	1	6
0	3	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1533	Megachilidae	BGENL2757-24_r_1.3_s_50	Osmia dimidiata	0	BGENL2757-24	1.3	50	False	False	5868366	537	55	1536	0.0	69.0	45.298828125	48.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1533	Megachilidae	BGENL2757-24_r_1.3_s_100	Osmia dimidiata	0	BGENL2757-24	1.3	100	False	False	5868366	478	55	1536	0.0	67.0	43.599609375	46.5	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1437	Megachilidae	BGENL2757-24_r_1.5_s_50	Osmia dimidiata	0	BGENL2757-24	1.5	50	False	False	5868366	504	55	1536	0.0	69.0	43.17578125	47.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1437	Megachilidae	BGENL2757-24_r_1.5_s_100	Osmia dimidiata	0	BGENL2757-24	1.5	100	False	False	5868366	461	55	1536	0.0	67.0	41.91015625	45.0	Naturalis Biodiversity Center	1	6
6	33	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	656	1533	Apidae,Megachilidae	BGENL2758-24_r_1_s_50	Osmia dives	0	BGENL2758-24	1	50	False	False	7027878	1097	69	1536	0.0	289.0	43.912109375	33.0	Naturalis Biodiversity Center	1	6
4	20	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	656	1479	Apidae,Megachilidae	BGENL2758-24_r_1_s_100	Osmia dives	0	BGENL2758-24	1	100	False	False	7027878	418	69	1536	0.0	97.0	21.5	19.0	Naturalis Biodiversity Center	1	6
0	5	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	656	1497	Megachilidae	BGENL2758-24_r_1.3_s_50	Osmia dives	0	BGENL2758-24	1.3	50	False	False	7027878	969	69	1536	0.0	280.0	37.61328125	28.0	Naturalis Biodiversity Center	1	6
1	5	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1389	Megachilidae	BGENL2758-24_r_1.3_s_100	Osmia dives	0	BGENL2758-24	1.3	100	False	False	7027878	393	69	1536	0.0	92.0	18.982421875	16.0	Naturalis Biodiversity Center	1	6
0	1	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	653	1449	Megachilidae	BGENL2758-24_r_1.5_s_50	Osmia dives	0	BGENL2758-24	1.5	50	False	False	7027878	868	69	1536	0.0	275.0	33.62109375	24.0	Naturalis Biodiversity Center	1	6
1	1	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	652	1359	Megachilidae	BGENL2758-24_r_1.5_s_100	Osmia dives	0	BGENL2758-24	1.5	100	False	False	7027878	370	69	1536	0.0	91.0	17.58984375	13.5	Naturalis Biodiversity Center	1	6
23	33	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	656	1536	Megachilidae	BGENL2759-24_r_1_s_50	Osmia dives	0	BGENL2759-24	1	50	False	False	6186212	859	44	1536	2.0	245.0	32.775390625	22.0	Naturalis Biodiversity Center	1	6
18	40	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1533	Megachilidae	BGENL2759-24_r_1_s_100	Osmia dives	0	BGENL2759-24	1	100	False	False	6186212	276	44	1536	0.0	75.0	14.126953125	9.0	Naturalis Biodiversity Center	1	6
1	1	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1512	Megachilidae	BGENL2759-24_r_1.3_s_50	Osmia dives	0	BGENL2759-24	1.3	50	False	False	6186212	758	44	1536	0.0	244.0	28.197265625	16.5	Naturalis Biodiversity Center	1	6
17	17	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1494	Megachilidae	BGENL2759-24_r_1.3_s_100	Osmia dives	0	BGENL2759-24	1.3	100	False	False	6186212	252	44	1536	0.0	74.0	12.185546875	7.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1476	Megachilidae	BGENL2759-24_r_1.5_s_50	Osmia dives	0	BGENL2759-24	1.5	50	False	False	6186212	687	44	1536	0.0	238.0	25.533203125	14.0	Naturalis Biodiversity Center	1	6
17	17	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1410	Megachilidae	BGENL2759-24_r_1.5_s_100	Osmia dives	0	BGENL2759-24	1.5	100	False	False	6186212	242	44	1536	0.0	73.0	11.541015625	6.0	Naturalis Biodiversity Center	1	6
14	55	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	654	1533	Megachilidae	BGENL2760-24_r_1_s_50	Osmia dives	0	BGENL2760-24	1	50	False	False	3790406	417	115	1536	0.0	52.0	18.287109375	16.0	Naturalis Biodiversity Center	1	6
10	42	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	634	1464	Megachilidae	BGENL2760-24_r_1_s_100	Osmia dives	0	BGENL2760-24	1	100	False	False	3790406	160	115	1536	0.0	25.0	9.3046875	8.0	Naturalis Biodiversity Center	1	6
2	6	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	654	1506	Megachilidae	BGENL2760-24_r_1.3_s_50	Osmia dives	0	BGENL2760-24	1.3	50	False	False	3790406	323	115	1536	0.0	45.0	12.8203125	11.0	Naturalis Biodiversity Center	1	6
4	17	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	634	1431	Megachilidae	BGENL2760-24_r_1.3_s_100	Osmia dives	0	BGENL2760-24	1.3	100	False	False	3790406	128	115	1536	0.0	19.0	6.423828125	5.0	Naturalis Biodiversity Center	1	6
1	1	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	638	1428	Megachilidae	BGENL2760-24_r_1.5_s_50	Osmia dives	0	BGENL2760-24	1.5	50	False	False	3790406	272	115	1536	0.0	41.0	10.35546875	9.0	Naturalis Biodiversity Center	1	6
0	10	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	578	1287	Megachilidae	BGENL2760-24_r_1.5_s_100	Osmia dives	0	BGENL2760-24	1.5	100	False	False	3790406	112	115	1536	0.0	15.0	5.302734375	5.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1536	Megachilidae	BGENL2761-24_r_1_s_50	Osmia forticornis	0	BGENL2761-24	1	50	False	False	5056627	726	6	1536	20.0	62.0	41.8359375	41.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1536	Megachilidae	BGENL2761-24_r_1_s_100	Osmia forticornis	0	BGENL2761-24	1	100	False	False	5056627	547	6	1536	10.0	58.0	35.875	37.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00195_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Megachilidae	BLAST	family	COI-5P	655	1536	Megachilidae	BGENL2761-24_r_1.3_s_50	Osmia forticornis	0	BGENL2761-24	1.3	50	False	False	5056627	710	6	1536	20.0	62.0	41.234375	40.0	Naturalis Biodiversity Center	1	6
