ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
37	79	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	654	1509	Braconidae	BGLIB666-24_r_1_s_50	Bracon abbreviator	0	BGLIB666-24	1	50	False	False	11409802	1962	1727	1536	0.0	268.0	87.740234375	77.0	Naturalis Biodiversity Center	1	6
44	74	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	645	1458	Braconidae	BGLIB666-24_r_1_s_100	Bracon abbreviator	0	BGLIB666-24	1	100	False	False	11409802	912	1727	1536	0.0	226.0	54.197265625	41.5	Naturalis Biodiversity Center	1	6
12	12	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	631	1467	Braconidae	BGLIB666-24_r_1.3_s_50	Bracon abbreviator	0	BGLIB666-24	1.3	50	False	False	11409802	1426	1727	1536	0.0	204.0	60.0234375	48.0	Naturalis Biodiversity Center	1	6
14	14	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	646	1452	Braconidae	BGLIB666-24_r_1.3_s_100	Bracon abbreviator	0	BGLIB666-24	1.3	100	False	False	11409802	706	1727	1536	0.0	183.0	37.57421875	24.0	Naturalis Biodiversity Center	1	6
3	3	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	532	1338	Braconidae	BGLIB666-24_r_1.5_s_50	Bracon abbreviator	0	BGLIB666-24	1.5	50	False	False	11409802	971	1727	1536	0.0	171.0	40.1171875	32.0	Naturalis Biodiversity Center	1	6
3	3	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	481	1263	Braconidae	BGLIB666-24_r_1.5_s_100	Bracon abbreviator	0	BGLIB666-24	1.5	100	False	False	11409802	552	1727	1536	0.0	138.0	27.478515625	20.0	Naturalis Biodiversity Center	1	6
34	93	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	655	1515	Braconidae,Ichneumonidae	BGLIB667-24_r_1_s_50	Bracon conjugellae	0	BGLIB667-24	1	50	False	False	13039608	1886	501	1536	0.0	198.0	84.87109375	84.0	Naturalis Biodiversity Center	1	6
17	65	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	625	1461	Braconidae,Ichneumonidae	BGLIB667-24_r_1_s_100	Bracon conjugellae	0	BGLIB667-24	1	100	False	False	13039608	859	501	1536	0.0	134.0	50.162109375	49.0	Naturalis Biodiversity Center	1	6
14	19	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	652	1503	Braconidae,Ichneumonidae	BGLIB667-24_r_1.3_s_50	Bracon conjugellae	0	BGLIB667-24	1.3	50	False	False	13039608	1370	501	1536	0.0	178.0	57.794921875	56.0	Naturalis Biodiversity Center	1	6
15	23	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	625	1398	Braconidae,Ichneumonidae	BGLIB667-24_r_1.3_s_100	Bracon conjugellae	0	BGLIB667-24	1.3	100	False	False	13039608	669	501	1536	0.0	131.0	35.240234375	31.5	Naturalis Biodiversity Center	1	6
