Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGENL1319-24_r_1.3_s_100_BGENL1319-24,BGENL1319-24,18552620,13329,1096,1533,354.0,1354.0,943.4951076320939,954.0
BGENL1303-24_r_1.5_s_50_BGENL1303-24,BGENL1303-24,2223375,158,112,1530,0.0,22.0,6.213725490196079,6.0
BGENL1311-24_r_1_s_50_BGENL1311-24,BGENL1311-24,10905603,1823,744,1533,46.0,142.0,87.0371819960861,87.0
BGENL1320-24_r_1.3_s_100_BGENL1320-24,BGENL1320-24,23957483,14029,694,1533,261.0,1499.0,912.6751467710371,909.0
BGENL1309-24_r_1.5_s_100_BGENL1309-24,BGENL1309-24,8900084,957,486,1533,29.0,83.0,59.25831702544031,59.0
BGENL1269-24_r_1_s_100_BGENL1269-24,BGENL1269-24,11819640,16476,604,1533,563.0,1639.0,1172.2602739726028,1163.0
BGENL1310-24_r_1.5_s_100_BGENL1310-24,BGENL1310-24,10004676,695,68,1533,13.0,75.0,42.968688845401175,42.0
BGENL1300-24_r_1_s_50_BGENL1300-24,BGENL1300-24,14943091,4024,392,1533,0.0,383.0,267.5146771037182,264.0
BGENL1236-24_r_1_s_100_BGENL1236-24,BGENL1236-24,1219179,4011,591,1533,92.0,697.0,253.15068493150685,204.0
BGENL1241-24_r_1.5_s_50_BGENL1241-24,BGENL1241-24,6384027,1307,110,1533,12.0,135.0,51.91585127201566,46.0
BGENL1274-24_r_1.3_s_100_BGENL1274-24,BGENL1274-24,2427493,16640,770,1533,368.0,1530.0,1017.0332681017612,1006.0
BGENL1274-24_r_1_s_100_BGENL1274-24,BGENL1274-24,2427493,16809,770,1533,369.0,1540.0,1030.375733855186,1020.0
BGENL1298-24_r_1.3_s_50_BGENL1298-24,BGENL1298-24,11039646,2345,271,1533,2.0,206.0,152.99608610567515,150.0
BGENL1318-24_r_1.3_s_50_BGENL1318-24,BGENL1318-24,35574424,5003,0,1533,81.0,343.0,238.8297455968689,251.0
BGENL1313-24_r_1.3_s_100_BGENL1313-24,BGENL1313-24,14514239,3176,83,1533,106.0,306.0,198.20939334637964,191.0
BGENL1288-24_r_1.5_s_100_BGENL1288-24,BGENL1288-24,15479706,5468,1199,1533,0.0,671.0,374.559686888454,411.0
BGENL1237-24_r_1.3_s_100_BGENL1237-24,BGENL1237-24,18998377,565,311,1533,8.0,75.0,38.12720156555773,38.0
BGENL1253-24_r_1.3_s_50_BGENL1253-24,BGENL1253-24,10465865,1037,11,1530,14.0,139.0,55.83921568627451,53.0
BGENL1280-24_r_1_s_50_BGENL1280-24,BGENL1280-24,12632134,6743,2632,1533,0.0,662.0,365.2759295499022,320.0
BGENL1266-24_r_1.3_s_100_BGENL1266-24,BGENL1266-24,16499200,9335,5,1533,365.0,878.0,707.8140900195694,711.0
BGENL1294-24_r_1.5_s_50_BGENL1294-24,BGENL1294-24,13703755,889,263,1509,13.0,102.0,45.44532803180915,45.0
BGENL1241-24_r_1_s_50_BGENL1241-24,BGENL1241-24,6384027,1513,110,1533,12.0,149.0,61.41095890410959,55.0
BGENL1317-24_r_1_s_100_BGENL1317-24,BGENL1317-24,12948765,14231,12,1533,476.0,1433.0,1103.6731898238747,1136.0
BGENL1306-24_r_1.3_s_100_BGENL1306-24,BGENL1306-24,19740512,4189,20,1533,0.0,432.0,304.4109589041096,297.0
BGENL1274-24_r_1.5_s_50_BGENL1274-24,BGENL1274-24,2427493,20798,770,1533,687.0,1767.0,1133.228962818004,1105.0
BGENL1267-24_r_1.5_s_50_BGENL1267-24,BGENL1267-24,14287353,2837,224,1533,73.0,313.0,141.8825831702544,130.0
BGENL1252-24_r_1.3_s_100_BGENL1252-24,BGENL1252-24,12861881,1103,21,1530,25.0,145.0,72.40980392156862,68.5
BGENL1293-24_r_1.3_s_100_BGENL1293-24,BGENL1293-24,8884976,87,170,1509,0.0,19.0,5.707753479125248,6.0
BGENL1278-24_r_1_s_50_BGENL1278-24,BGENL1278-24,3810172,1875,360,1533,0.0,170.0,75.31506849315069,72.0
BGENL1322-24_r_1_s_100_BGENL1322-24,BGENL1322-24,26655628,5352,2043,1533,232.0,551.0,407.1174168297456,400.0
BGENL1276-24_r_1.5_s_50_BGENL1276-24,BGENL1276-24,8971591,1032,148,1533,0.0,178.0,38.9041095890411,28.0
BGENL1279-24_r_1_s_50_BGENL1279-24,BGENL1279-24,2050336,104,132,1533,0.0,29.0,4.344422700587084,3.0
BGENL1270-24_r_1.3_s_100_BGENL1270-24,BGENL1270-24,10499733,72763,46,1533,2779.0,6833.0,5312.747553816047,5376.0
BGENL1277-24_r_1_s_50_BGENL1277-24,BGENL1277-24,10347277,4500,136,1533,0.0,426.0,172.67906066536204,160.0
BGENL1263-24_r_1_s_50_BGENL1263-24,BGENL1263-24,17825652,4727,748,1536,0.0,530.0,260.7421875,246.0
BGENL1313-24_r_1.3_s_50_BGENL1313-24,BGENL1313-24,14514239,4437,83,1533,147.0,375.0,237.84344422700588,226.0
BGENL1311-24_r_1.3_s_100_BGENL1311-24,BGENL1311-24,10905603,1155,744,1533,18.0,106.0,65.86301369863014,64.0
BGENL1243-24_r_1_s_100_BGENL1243-24,BGENL1243-24,7897106,679,100,1533,6.0,99.0,44.37181996086105,41.0
BGENL1308-24_r_1.5_s_100_BGENL1308-24,BGENL1308-24,8386364,528,616,1533,0.0,63.0,34.62230919765166,34.0
BGENL1285-24_r_1_s_100_BGENL1285-24,BGENL1285-24,510290,64,184,1533,0.0,26.0,5.117416829745597,4.0
BGENL1291-24_r_1.5_s_100_BGENL1291-24,BGENL1291-24,386490,26,112,1533,0.0,10.0,1.4735812133072408,0.0
BGENL1243-24_r_1.5_s_50_BGENL1243-24,BGENL1243-24,7897106,819,100,1533,6.0,89.0,45.43835616438356,43.0
BGENL1330-24_r_1.5_s_50_BGENL1330-24,BGENL1330-24,11721775,4111,44,1539,0.0,327.0,191.62183235867445,181.0
