Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGLIB1658-24_r_1.3_s_100_BGLIB1658-24,BGLIB1658-24,2485355,5,852,1533,0.0,5.0,0.273972602739726,0.0
BGLIB1666-24_r_1.5_s_50_BGLIB1666-24,BGLIB1666-24,12007958,3268,3402,1536,0.0,413.0,156.86328125,142.5
BGLIB1627-24_r_1.5_s_50_BGLIB1627-24,BGLIB1627-24,34988620,1225,1747,1539,0.0,165.0,57.37621832358674,56.0
BGLIB1644-24_r_1_s_100_BGLIB1644-24,BGLIB1644-24,7729230,609,1795,1542,0.0,187.0,49.67898832684825,34.5
BGLIB1709-24_r_1.5_s_100_BGLIB1709-24,BGLIB1709-24,17245874,62995,64458,1539,0.0,8590.0,5191.610136452242,5628.0
BGLIB1680-24_r_1.5_s_100_BGLIB1680-24,BGLIB1680-24,13580783,60,4123,1566,0.0,53.0,4.388888888888889,0.0
BGLIB1643-24_r_1_s_50_BGLIB1643-24,BGLIB1643-24,11201121,1666,3002,1542,1.0,486.0,102.91050583657588,81.0
BGLIB1701-24_r_1.3_s_100_BGLIB1701-24,BGLIB1701-24,37601466,8885,2806,1539,2.0,1224.0,843.2202729044834,907.0
BGLIB1661-24_r_1_s_50_BGLIB1661-24,BGLIB1661-24,9604112,1309,2373,1533,0.0,356.0,104.82778864970646,88.0
BGLIB1620-24_r_1_s_50_BGLIB1620-24,BGLIB1620-24,33113264,8176,2153,1539,3.0,738.0,504.80116959064327,508.0
BGLIB1696-24_r_1_s_100_BGLIB1696-24,BGLIB1696-24,36023232,6270,436,1539,0.0,917.0,555.2397660818714,583.0
BGLIB1635-24_r_1.3_s_50_BGLIB1635-24,BGLIB1635-24,8672008,982,3459,1539,0.0,224.0,48.212475633528264,25.0
BGLIB1666-24_r_1.5_s_100_BGLIB1666-24,BGLIB1666-24,12007958,2030,3402,1536,0.0,327.0,118.986328125,103.0
BGLIB1658-24_r_1.5_s_50_BGLIB1658-24,BGLIB1658-24,2485355,5,852,1533,0.0,5.0,0.273972602739726,0.0
BGLIB1634-24_r_1.3_s_50_BGLIB1634-24,BGLIB1634-24,10548279,411,996,1539,0.0,101.0,17.80506822612086,10.0
BGLIB1686-24_r_1.5_s_100_BGLIB1686-24,BGLIB1686-24,8294902,1858,962,1548,0.0,503.0,109.05813953488372,80.5
BGLIB1649-24_r_1_s_50_BGLIB1649-24,BGLIB1649-24,9984286,2414,1498,1569,3.0,524.0,163.8527724665392,104.0
