ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge
0	0	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	657	1542	Noctuidae,Geometridae	BGSNL381-23_r_1_s_50	Afriberina salemae	0	BGSNL381-23	1	50	False	False
0	0	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	657	1542	Noctuidae,Geometridae	BGSNL381-23_r_1_s_100	Afriberina salemae	0	BGSNL381-23	1	100	False	False
0	0	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	657	1542	Noctuidae,Geometridae	BGSNL381-23_r_1.3_s_50	Afriberina salemae	0	BGSNL381-23	1.3	50	False	False
0	0	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	657	1542	Noctuidae,Geometridae	BGSNL381-23_r_1.3_s_100	Afriberina salemae	0	BGSNL381-23	1.3	100	False	False
0	0	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	657	1542	Noctuidae,Geometridae	BGSNL381-23_r_1.5_s_50	Afriberina salemae	0	BGSNL381-23	1.5	50	False	False
0	0	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	657	1542	Noctuidae,Geometridae	BGSNL381-23_r_1.5_s_100	Afriberina salemae	0	BGSNL381-23	1.5	100	False	False
54	107	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	657	1542	Noctuidae,Erebidae,Geometridae	BGSNL382-23_r_1_s_50	Afriberina salemae	0	BGSNL382-23	1	50	False	False
41	77	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	656	1542	Nolidae,Erebidae,Crambidae,Geometridae	BGSNL382-23_r_1_s_100	Afriberina salemae	0	BGSNL382-23	1	100	False	False
30	50	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	657	1542	Noctuidae,Geometridae	BGSNL382-23_r_1.3_s_50	Afriberina salemae	0	BGSNL382-23	1.3	50	False	False
29	54	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	656	1542	Noctuidae,Erebidae,Euteliidae,Geometridae	BGSNL382-23_r_1.3_s_100	Afriberina salemae	0	BGSNL382-23	1.3	100	False	False
16	24	data/BGE00295_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Geometridae	BLAST	family	COI-5P	657	1542	Noctuidae,Geometridae	BGSNL382-23_r_1.5_s_50	Afriberina salemae	0	BGSNL382-23	1.5	50	False	False
