Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BHNHM490-24_r_1.3_s_100_BHNHM490-24,BHNHM490-24,13427783,4175,97,1533,103.0,489.0,268.31898238747556,257.0
BHNHM499-24_r_1.5_s_100_BHNHM499-24,BHNHM499-24,18303250,1689,7,1533,35.0,198.0,124.35029354207437,126.0
BHNHM562-24_r_1_s_100_BHNHM562-24,BHNHM562-24,24473319,2883,2434,1533,85.0,353.0,219.89236790606654,218.0
BHNHM517-24_r_1.3_s_50_BHNHM517-24,BHNHM517-24,11231578,3034,0,1530,61.0,290.0,155.7078431372549,149.0
BHNHM525-24_r_1.5_s_100_BHNHM525-24,BHNHM525-24,3133737,27491,201,1539,2.0,2825.0,1770.0526315789473,1730.0
BHNHM505-24_r_1_s_100_BHNHM505-24,BHNHM505-24,16729919,2414,0,1533,0.0,269.0,176.0,173.0
BHNHM522-24_r_1.3_s_50_BHNHM522-24,BHNHM522-24,18822313,6789,1364,1542,8.0,764.0,375.6147859922179,355.5
BHNHM477-24_r_1.3_s_50_BHNHM477-24,BHNHM477-24,5729707,1229,128,1533,12.0,253.0,74.79452054794521,47.0
BHNHM479-24_r_1.5_s_100_BHNHM479-24,BHNHM479-24,16996574,5378,135,1533,162.0,493.0,363.4344422700587,358.0
BHNHM526-24_r_1.3_s_50_BHNHM526-24,BHNHM526-24,3367393,28337,842,1542,3.0,2887.0,1923.2937743190662,1919.5
BHNHM535-24_r_1_s_100_BHNHM535-24,BHNHM535-24,902756,1224,460,1536,15.0,312.0,84.072265625,49.0
BHNHM505-24_r_1_s_50_BHNHM505-24,BHNHM505-24,16729919,2955,0,1533,2.0,283.0,191.7573385518591,188.0
BHNHM549-24_r_1_s_100_BHNHM549-24,BHNHM549-24,16103378,12387,3424,1533,203.0,1557.0,809.5988258317026,786.0
BHNHM496-24_r_1_s_100_BHNHM496-24,BHNHM496-24,10448675,2864,810,1545,0.0,295.0,159.64660194174758,149.0
BHNHM510-24_r_1_s_100_BHNHM510-24,BHNHM510-24,22493728,1919,19,1533,60.0,217.0,133.57142857142858,132.0
BHNHM547-24_r_1.3_s_50_BHNHM547-24,BHNHM547-24,11994713,10476,1,1542,0.0,989.0,554.7587548638132,529.0
BHNHM527-24_r_1.3_s_50_BHNHM527-24,BHNHM527-24,24076331,4333,1396,1542,5.0,567.0,323.42217898832683,319.0
