Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGENL970-24_r_1.5_s_100_BGENL970-24,BGENL970-24,3444475,2716,351,1542,0.0,265.0,153.6284046692607,158.0
BGENL963-24_r_1_s_100_BGENL963-24,BGENL963-24,1587659,197,128,1542,0.0,46.0,11.879377431906615,6.0
BGENL976-24_r_1.5_s_50_BGENL976-24,BGENL976-24,8308190,1705,43,1530,0.0,137.0,61.311764705882354,64.0
BGENL981-24_r_1.5_s_100_BGENL981-24,BGENL981-24,23802959,454,295,1542,2.0,70.0,22.348249027237355,20.0
BGENL966-24_r_1_s_50_BGENL966-24,BGENL966-24,9203818,4594,3675,1542,16.0,483.0,191.22762645914398,194.5
BGENL999-24_r_1.5_s_100_BGENL999-24,BGENL999-24,2816088,16596,341,1530,86.0,1735.0,915.5333333333333,937.5
BGENL951-24_r_1.3_s_50_BGENL951-24,BGENL951-24,13330621,3827,940,1536,96.0,597.0,234.89453125,219.0
BGENL952-24_r_1_s_100_BGENL952-24,BGENL952-24,17496742,960,365,1536,19.0,149.0,65.25,58.0
BGENL963-24_r_1.5_s_100_BGENL963-24,BGENL963-24,1587659,143,128,1542,0.0,44.0,7.51556420233463,1.0
BGENL1011-24_r_1.5_s_50_BGENL1011-24,BGENL1011-24,2377919,3431,1620,1542,0.0,424.0,147.87354085603113,145.0
BGENL984-24_r_1.3_s_50_BGENL984-24,BGENL984-24,23351418,4483,23,1542,116.0,372.0,225.66926070038912,218.0
BGENL1027-24_r_1_s_50_BGENL1027-24,BGENL1027-24,29118588,2825,141,1530,56.0,231.0,130.91960784313724,128.0
BGENL1042-24_r_1_s_50_BGENL1042-24,BGENL1042-24,7329586,700,73,1542,0.0,91.0,26.96887159533074,26.0
BGENL981-24_r_1.3_s_100_BGENL981-24,BGENL981-24,23802959,562,295,1542,2.0,109.0,27.964980544747082,22.0
BGENL1012-24_r_1.5_s_50_BGENL1012-24,BGENL1012-24,8371175,12438,3804,1542,0.0,1251.0,664.6906614785992,694.0
BGENL1042-24_r_1.3_s_100_BGENL1042-24,BGENL1042-24,7329586,101,73,1542,0.0,46.0,5.801556420233463,2.5
BGENL1033-24_r_1.3_s_50_BGENL1033-24,BGENL1033-24,18156907,17586,227,1542,592.0,1571.0,964.4455252918287,898.5
BGENL982-24_r_1.5_s_50_BGENL982-24,BGENL982-24,1040679,110,107,1542,0.0,24.0,5.0778210116731515,4.0
BGENL952-24_r_1_s_50_BGENL952-24,BGENL952-24,17496742,1425,365,1536,36.0,177.0,79.12890625,73.5
BGENL1008-24_r_1.5_s_50_BGENL1008-24,BGENL1008-24,1749393,1822,159,1542,0.0,189.0,75.97859922178988,68.0
BGENL1015-24_r_1.3_s_100_BGENL1015-24,BGENL1015-24,10634310,867,535,1530,0.0,126.0,44.03137254901961,37.0
BGENL955-24_r_1.5_s_100_BGENL955-24,BGENL955-24,26380730,5558,6,1530,217.0,577.0,363.1823529411765,353.5
BGENL982-24_r_1.5_s_100_BGENL982-24,BGENL982-24,1040679,61,107,1542,0.0,15.0,3.6089494163424125,2.0
BGENL990-24_r_1.5_s_50_BGENL990-24,BGENL990-24,12403472,3044,410,1539,0.0,306.0,139.14814814814815,141.0
BGENL984-24_r_1_s_50_BGENL984-24,BGENL984-24,23351418,4637,23,1542,126.0,374.0,233.40077821011673,225.0
BGENL975-24_r_1.5_s_100_BGENL975-24,BGENL975-24,6751795,46,169,1530,0.0,27.0,3.8666666666666667,0.0
BGENL988-24_r_1.3_s_50_BGENL988-24,BGENL988-24,2243520,201,329,1542,0.0,66.0,9.305447470817121,0.0
BGENL1012-24_r_1.3_s_50_BGENL1012-24,BGENL1012-24,8371175,14625,3804,1542,1.0,1360.0,785.2801556420234,793.5
BGENL976-24_r_1_s_50_BGENL976-24,BGENL976-24,8308190,2679,43,1530,10.0,206.0,99.14117647058823,101.0
BGENL1016-24_r_1_s_50_BGENL1016-24,BGENL1016-24,11607630,3264,761,1530,1.0,265.0,150.92549019607844,150.0
