ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1542	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1_s_50	Eurina lurida	0	BGENL571-23	1	50	False	False	15121500	5238	518	1545	0.0	455.0	315.2271844660194	317.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1539	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1_s_100	Eurina lurida	0	BGENL571-23	1	100	False	False	15121500	4125	518	1545	0.0	427.0	279.8252427184466	282.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1542	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1.3_s_50	Eurina lurida	0	BGENL571-23	1.3	50	False	False	15121500	5021	518	1545	0.0	442.0	305.1009708737864	302.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1.3_s_100	Eurina lurida	0	BGENL571-23	1.3	100	False	False	15121500	4059	518	1545	0.0	423.0	275.16893203883495	275.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1.5_s_50	Eurina lurida	0	BGENL571-23	1.5	50	False	False	15121500	4205	518	1545	0.0	410.0	254.06796116504853	254.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL571-23_r_1.5_s_100	Eurina lurida	0	BGENL571-23	1.5	100	False	False	15121500	3440	518	1545	0.0	392.0	230.66601941747572	226.0	Naturalis Biodiversity Center	1	6
29	32	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae,Muscidae	BGENL572-23_r_1_s_50	Eurina lurida	0	BGENL572-23	1	50	False	False	22897733	1506	106	1545	0.0	236.0	84.03883495145631	56.0	Naturalis Biodiversity Center	1	6
28	30	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Muscidae	BGENL572-23_r_1_s_100	Eurina lurida	0	BGENL572-23	1	100	False	False	22897733	929	106	1545	0.0	217.0	66.04854368932038	36.0	Naturalis Biodiversity Center	1	6
25	28	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae,Muscidae	BGENL572-23_r_1.3_s_50	Eurina lurida	0	BGENL572-23	1.3	50	False	False	22897733	1302	106	1545	0.0	222.0	72.27766990291262	47.0	Naturalis Biodiversity Center	1	6
26	28	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Ephydridae,Muscidae	BGENL572-23_r_1.3_s_100	Eurina lurida	0	BGENL572-23	1.3	100	False	False	22897733	833	106	1545	0.0	208.0	58.18834951456311	31.0	Naturalis Biodiversity Center	1	6
11	12	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL572-23_r_1.5_s_50	Eurina lurida	0	BGENL572-23	1.5	50	False	False	22897733	950	106	1545	0.0	206.0	50.11456310679612	36.0	Naturalis Biodiversity Center	1	6
13	13	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1536	Syrphidae,Chloropidae,Drosophilidae	BGENL572-23_r_1.5_s_100	Eurina lurida	0	BGENL572-23	1.5	100	False	False	22897733	604	106	1545	0.0	197.0	40.116504854368934	26.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1545	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL573-23_r_1_s_50	Eurina lurida	0	BGENL573-23	1	50	False	False	16034380	5028	279	1545	2.0	398.0	211.64271844660195	202.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	COI-5P	657	1545	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL573-23_r_1_s_100	Eurina lurida	0	BGENL573-23	1	100	False	False	16034380	2424	279	1545	2.0	274.0	131.77864077669904	128.0	Naturalis Biodiversity Center	1	6
