Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGLIB273-23_r_1.3_s_100_BGLIB273-23,BGLIB273-23,228918,200,99,1554,0.0,51.0,11.428571428571429,10.0
BGLIB264-23_r_1.3_s_50_BGLIB264-23,BGLIB264-23,579067,105,3,1629,0.0,95.0,8.878453038674033,0.0
BGLIB269-23_r_1.5_s_50_BGLIB269-23,BGLIB269-23,268352,36,3,1560,0.0,11.0,1.1961538461538461,0.0
BGLIB262-23_r_1.3_s_50_BGLIB262-23,BGLIB262-23,342618,2055,184,1542,0.0,207.0,102.15758754863813,104.0
BGLIB257-23_r_1.5_s_50_BGLIB257-23,BGLIB257-23,270832,27,0,1554,0.0,8.0,1.3127413127413128,0.0
BGLIB232-23_r_1.5_s_100_BGLIB232-23,BGLIB232-23,9963604,439,237,1536,0.0,60.0,23.291015625,21.0
BGLIB244-23_r_1.3_s_100_BGLIB244-23,BGLIB244-23,22764673,2267,261,1557,0.0,204.0,137.14450867052022,149.0
BGLIB199-23_r_1.5_s_100_BGLIB199-23,BGLIB199-23,296883,27,32,1536,0.0,11.0,1.892578125,0.0
BGLIB222-23_r_1.5_s_100_BGLIB222-23,BGLIB222-23,16197443,1512,623,1536,0.0,157.0,87.009765625,101.0
BGLIB216-23_r_1.3_s_50_BGLIB216-23,BGLIB216-23,19476011,22561,1821,1536,1.0,1889.0,1182.681640625,1177.0
BGLIB277-23_r_1.3_s_50_BGLIB277-23,BGLIB277-23,778562,207,95,1557,0.0,47.0,10.963391136801542,8.0
BGLIB228-23_r_1.5_s_50_BGLIB228-23,BGLIB228-23,16286858,54307,4415,1536,11.0,4757.0,2470.109375,2447.0
BGLIB236-23_r_1.5_s_100_BGLIB236-23,BGLIB236-23,7718580,789,282,1536,0.0,116.0,41.025390625,38.0
BGLIB216-23_r_1.5_s_50_BGLIB216-23,BGLIB216-23,19476011,19351,1821,1536,1.0,1808.0,1014.912109375,1015.0
BGLIB284-23_r_1.5_s_50_BGLIB284-23,BGLIB284-23,2101354,720,82,1608,0.0,98.0,32.19216417910448,33.5
BGLIB220-23_r_1.5_s_50_BGLIB220-23,BGLIB220-23,18788278,9708,644,1536,1.0,941.0,458.533203125,445.5
BGLIB199-23_r_1.3_s_100_BGLIB199-23,BGLIB199-23,296883,41,32,1536,0.0,18.0,3.166015625,0.0
BGLIB269-23_r_1.5_s_100_BGLIB269-23,BGLIB269-23,268352,7,3,1560,0.0,7.0,0.36346153846153845,0.0
BGLIB225-23_r_1.3_s_100_BGLIB225-23,BGLIB225-23,12927744,2045,20,1566,0.0,390.0,116.98275862068965,110.5
BGLIB276-23_r_1_s_100_BGLIB276-23,BGLIB276-23,131552,112,15,1554,0.0,55.0,9.461389961389962,0.0
BGLIB193-23_r_1.3_s_50_BGLIB193-23,BGLIB193-23,16086936,9260,47,1566,0.0,1207.0,434.91570881226056,423.5
BGLIB233-23_r_1.3_s_100_BGLIB233-23,BGLIB233-23,599604,80,92,1536,0.0,62.0,7.33984375,0.0
BGLIB230-23_r_1.5_s_50_BGLIB230-23,BGLIB230-23,9357886,4038,200,1536,0.0,359.0,157.5,157.5
BGLIB220-23_r_1.3_s_50_BGLIB220-23,BGLIB220-23,18788278,12535,644,1536,6.0,1026.0,595.75,578.0
BGLIB235-23_r_1.5_s_50_BGLIB235-23,BGLIB235-23,16308279,6539,2388,1536,0.0,630.0,347.2265625,362.0
BGLIB275-23_r_1_s_50_BGLIB275-23,BGLIB275-23,953752,290,56,1557,0.0,95.0,19.660886319845858,4.0
BGLIB238-23_r_1.5_s_100_BGLIB238-23,BGLIB238-23,10156991,3764,337,1542,0.0,446.0,202.01556420233464,206.0
BGLIB198-23_r_1.5_s_100_BGLIB198-23,BGLIB198-23,13807048,4588,1112,1536,0.0,554.0,246.970703125,244.0
BGLIB255-23_r_1_s_100_BGLIB255-23,BGLIB255-23,22289381,129,240,1554,0.0,32.0,7.6891891891891895,2.0
BGLIB282-23_r_1.5_s_100_BGLIB282-23,BGLIB282-23,17778954,14375,3478,1608,0.0,1537.0,745.9794776119403,832.0
BGLIB248-23_r_1.5_s_100_BGLIB248-23,BGLIB248-23,34108405,4092,4149,1533,0.0,563.0,303.16242661448143,312.0
BGLIB285-23_r_1.5_s_100_BGLIB285-23,BGLIB285-23,15577582,2492,187,1533,0.0,287.0,143.49706457925635,138.0
BGLIB241-23_r_1.3_s_50_BGLIB241-23,BGLIB241-23,17214770,19222,5267,1554,0.0,2530.0,767.496138996139,695.5
BGLIB253-23_r_1.5_s_100_BGLIB253-23,BGLIB253-23,16446483,525,103,1560,0.0,148.0,27.11730769230769,16.0
BGLIB211-23_r_1.3_s_100_BGLIB211-23,BGLIB211-23,9290989,4644,5,1536,0.0,501.0,265.3671875,268.0
BGLIB231-23_r_1_s_50_BGLIB231-23,BGLIB231-23,2988285,18357,13,1536,37.0,1478.0,767.794921875,757.5
BGLIB232-23_r_1_s_50_BGLIB232-23,BGLIB232-23,9963604,1111,237,1536,10.0,97.0,47.974609375,46.0
BGLIB250-23_r_1.5_s_100_BGLIB250-23,BGLIB250-23,179704,40,73,1608,0.0,34.0,3.3805970149253732,0.0
BGLIB272-23_r_1.5_s_50_BGLIB272-23,BGLIB272-23,94,0,0,1554,0,0,0,0
BGLIB195-23_r_1.3_s_100_BGLIB195-23,BGLIB195-23,27644537,22708,1880,1536,1.0,2032.0,1426.36328125,1407.5
BGLIB259-23_r_1.3_s_50_BGLIB259-23,BGLIB259-23,11956883,600,241,1557,0.0,68.0,26.48747591522158,24.0
BGLIB254-23_r_1.5_s_100_BGLIB254-23,BGLIB254-23,27090047,1213,276,1533,0.0,163.0,63.183953033268104,64.0
BGLIB251-23_r_1.3_s_50_BGLIB251-23,BGLIB251-23,21067658,8791,687,1608,0.0,698.0,404.50932835820896,456.5
BGLIB272-23_r_1.5_s_100_BGLIB272-23,BGLIB272-23,94,0,0,1554,0,0,0,0
BGLIB219-23_r_1.3_s_100_BGLIB219-23,BGLIB219-23,2359918,935,788,1536,0.0,179.0,50.283203125,38.0
BGLIB200-23_r_1.5_s_100_BGLIB200-23,BGLIB200-23,2582018,67,36,1536,0.0,39.0,4.75390625,0.0
BGLIB207-23_r_1.3_s_100_BGLIB207-23,BGLIB207-23,18059221,3984,126,1536,62.0,432.0,209.734375,205.0
BGLIB271-23_r_1.5_s_100_BGLIB271-23,BGLIB271-23,702257,8,2,1554,0.0,6.0,0.39768339768339767,0.0
BGLIB280-23_r_1_s_100_BGLIB280-23,BGLIB280-23,262922,2656,1866,1608,0.0,290.0,154.42164179104478,162.0
BGE00402-NC_r_1.3_s_50_BGE00402-NC,BGE00402-NC,203276,40,26,1539,0.0,14.0,3.003898635477583,2.0
BGLIB224-23_r_1.3_s_100_BGLIB224-23,BGLIB224-23,18348384,2318,203,1566,0.0,349.0,126.61877394636015,130.0
BGLIB261-23_r_1_s_100_BGLIB261-23,BGLIB261-23,1002022,268,133,1542,0.0,56.0,16.441634241245136,14.0
BGLIB258-23_r_1.3_s_100_BGLIB258-23,BGLIB258-23,1019029,17,14,1557,0.0,9.0,1.0578034682080926,0.0
BGLIB235-23_r_1.3_s_100_BGLIB235-23,BGLIB235-23,16308279,5906,2388,1536,0.0,546.0,359.17578125,353.5
BGLIB267-23_r_1.5_s_100_BGLIB267-23,BGLIB267-23,103680,0,0,1560,0,0,0,0
BGLIB256-23_r_1_s_100_BGLIB256-23,BGLIB256-23,17949760,4283,86,1554,0.0,708.0,234.94401544401543,291.5
BGLIB273-23_r_1.3_s_50_BGLIB273-23,BGLIB273-23,228918,300,99,1554,0.0,57.0,14.554054054054054,13.0
BGLIB194-23_r_1.5_s_100_BGLIB194-23,BGLIB194-23,17487716,11259,1459,1536,2.0,1156.0,640.01953125,661.5
BGLIB238-23_r_1.3_s_50_BGLIB238-23,BGLIB238-23,10156991,7104,337,1542,138.0,608.0,319.69844357976655,299.5
BGLIB195-23_r_1.5_s_50_BGLIB195-23,BGLIB195-23,27644537,26898,1880,1536,5.0,2243.0,1500.529296875,1511.5
BGLIB212-23_r_1.3_s_50_BGLIB212-23,BGLIB212-23,10491016,8349,1243,1566,0.0,723.0,362.6609195402299,358.5
BGLIB244-23_r_1.5_s_100_BGLIB244-23,BGLIB244-23,22764673,1779,261,1557,0.0,189.0,106.1233140655106,119.0
BGLIB242-23_r_1_s_50_BGLIB242-23,BGLIB242-23,20444608,415,176,1557,0.0,63.0,18.976878612716764,14.0
