ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2661-24 not in BOLD	None	BLAST	family	COI-5P	656	1536		BGENL2661-24_r_1_s_50	None	0	BGENL2661-24	1	50
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2661-24 not in BOLD	None	BLAST	family	COI-5P	656	1533		BGENL2661-24_r_1_s_100	None	0	BGENL2661-24	1	100
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2661-24 not in BOLD	None	BLAST	family	COI-5P	656	1506		BGENL2661-24_r_1.3_s_50	None	0	BGENL2661-24	1.3	50
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2661-24 not in BOLD	None	BLAST	family	COI-5P	656	1503		BGENL2661-24_r_1.3_s_100	None	0	BGENL2661-24	1.3	100
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2661-24 not in BOLD	None	BLAST	family	COI-5P	647	1398		BGENL2661-24_r_1.5_s_50	None	0	BGENL2661-24	1.5	50
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2661-24 not in BOLD	None	BLAST	family	COI-5P	647	1398		BGENL2661-24_r_1.5_s_100	None	0	BGENL2661-24	1.5	100
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2662-24 not in BOLD	None	BLAST	family	COI-5P	656	1536		BGENL2662-24_r_1_s_50	None	0	BGENL2662-24	1	50
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2662-24 not in BOLD	None	BLAST	family	COI-5P	656	1533		BGENL2662-24_r_1_s_100	None	0	BGENL2662-24	1	100
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2662-24 not in BOLD	None	BLAST	family	COI-5P	656	1536		BGENL2662-24_r_1.3_s_50	None	0	BGENL2662-24	1.3	50
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2662-24 not in BOLD	None	BLAST	family	COI-5P	656	1518		BGENL2662-24_r_1.3_s_100	None	0	BGENL2662-24	1.3	100
0	0	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2662-24 not in BOLD	None	BLAST	family	COI-5P	656	1485		BGENL2662-24_r_1.5_s_50	None	0	BGENL2662-24	1.5	50
1	1	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2662-24 not in BOLD	None	BLAST	family	COI-5P	656	1458		BGENL2662-24_r_1.5_s_100	None	0	BGENL2662-24	1.5	100
7	7	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2663-24 not in BOLD	None	BLAST	family	COI-5P	656	1536		BGENL2663-24_r_1_s_50	None	0	BGENL2663-24	1	50
2	2	data/BGE00196_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGENL2663-24 not in BOLD	None	BLAST	family	COI-5P	656	1533		BGENL2663-24_r_1_s_100	None	0	BGENL2663-24	1	100
