ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
0	3	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Plutellidae	BLAST	family	COI-5P	656	1530	Yponomeutidae,Plutellidae,Crambidae	BHNHM001-24_r_1_s_50	Rhigognostis kovacsi	0	BHNHM001-24	1	50	False	False	10664751	833	86	1530	14.0	68.0	37.6078431372549	38.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Plutellidae	BLAST	family	COI-5P	656	1530	Yponomeutidae,Plutellidae,Crambidae	BHNHM001-24_r_1_s_100	Rhigognostis kovacsi	0	BHNHM001-24	1	100	False	False	10664751	477	86	1530	6.0	54.0	27.268627450980393	26.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Plutellidae	BLAST	family	COI-5P	656	1530	Yponomeutidae,Plutellidae,Crambidae	BHNHM001-24_r_1.3_s_50	Rhigognostis kovacsi	0	BHNHM001-24	1.3	50	False	False	10664751	761	86	1530	13.0	66.0	34.72352941176471	34.5	Naturalis Biodiversity Center	1	6
0	0	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Plutellidae	BLAST	family	COI-5P	656	1530	Yponomeutidae,Plutellidae,Crambidae	BHNHM001-24_r_1.3_s_100	Rhigognostis kovacsi	0	BHNHM001-24	1.3	100	False	False	10664751	464	86	1530	6.0	52.0	26.249019607843138	26.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Plutellidae	BLAST	family	COI-5P	656	1530	Yponomeutidae,Plutellidae,Crambidae	BHNHM001-24_r_1.5_s_50	Rhigognostis kovacsi	0	BHNHM001-24	1.5	50	False	False	10664751	692	86	1530	6.0	62.0	32.245098039215684	32.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Plutellidae	BLAST	family	COI-5P	656	1530	Yponomeutidae,Plutellidae,Crambidae	BHNHM001-24_r_1.5_s_100	Rhigognostis kovacsi	0	BHNHM001-24	1.5	100	False	False	10664751	444	86	1530	4.0	50.0	25.03529411764706	25.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psychidae	BLAST	family	COI-5P	656	1530	Ypsolophidae,Psychidae,Nymphalidae,Crambidae	BHNHM002-24_r_1_s_50	Acanthopsyche siederi	0	BHNHM002-24	1	50	False	False	18485917	8567	44	1530	190.0	589.0	430.5176470588235	437.5	Naturalis Biodiversity Center	1	6
0	0	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psychidae	BLAST	family	COI-5P	656	1530	Ypsolophidae,Psychidae,Nymphalidae,Crambidae	BHNHM002-24_r_1_s_100	Acanthopsyche siederi	0	BHNHM002-24	1	100	False	False	18485917	5685	44	1530	105.0	478.0	340.91960784313727	340.5	Naturalis Biodiversity Center	1	6
0	0	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psychidae	BLAST	family	COI-5P	656	1530	Ypsolophidae,Psychidae,Nymphalidae,Crambidae	BHNHM002-24_r_1.3_s_50	Acanthopsyche siederi	0	BHNHM002-24	1.3	50	False	False	18485917	8398	44	1530	190.0	589.0	423.51176470588234	431.5	Naturalis Biodiversity Center	1	6
0	0	data/BGE00146_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psychidae	BLAST	family	COI-5P	656	1530	Ypsolophidae,Psychidae,Nymphalidae,Crambidae	BHNHM002-24_r_1.3_s_100	Acanthopsyche siederi	0	BHNHM002-24	1.3	100	False	False	18485917	5644	44	1530	105.0	478.0	338.26666666666665	338.0	Naturalis Biodiversity Center	1	6
