ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
2	7	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae,Anostostomatidae,Lonchodidae	BGLIB1426-24_r_1_s_50	Roeseliana roeselii roeselii	0	BGLIB1426-24	1	50	False	False	17141274	1476	35	1539	43.0	111.0	77.53606237816764	76.0
1	1	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae,Anostostomatidae,Lonchodidae	BGLIB1426-24_r_1_s_100	Roeseliana roeselii roeselii	0	BGLIB1426-24	1	100	False	False	17141274	842	35	1539	22.0	89.0	57.52046783625731	57.0
1	1	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae,Anostostomatidae,Lonchodidae	BGLIB1426-24_r_1.3_s_50	Roeseliana roeselii roeselii	0	BGLIB1426-24	1.3	50	False	False	17141274	1250	35	1539	40.0	101.0	68.52046783625731	66.0
0	0	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae,Anostostomatidae,Lonchodidae	BGLIB1426-24_r_1.3_s_100	Roeseliana roeselii roeselii	0	BGLIB1426-24	1.3	100	False	False	17141274	813	35	1539	22.0	87.0	55.30214424951267	54.0
0	0	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae,Anostostomatidae,Lonchodidae	BGLIB1426-24_r_1.5_s_50	Roeseliana roeselii roeselii	0	BGLIB1426-24	1.5	50	False	False	17141274	1079	35	1539	34.0	98.0	60.719298245614034	60.0
0	0	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae,Anostostomatidae,Lonchodidae	BGLIB1426-24_r_1.5_s_100	Roeseliana roeselii roeselii	0	BGLIB1426-24	1.5	100	False	False	17141274	747	35	1539	20.0	85.0	50.888888888888886	50.0
2	7	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae	BGLIB1427-24_r_1_s_50	Platycleis romana	0	BGLIB1427-24	1	50	False	False	11646937	842	479	1539	18.0	87.0	43.88304093567251	41.0
0	0	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae	BGLIB1427-24_r_1_s_100	Platycleis romana	0	BGLIB1427-24	1	100	False	False	11646937	462	479	1539	9.0	54.0	31.40740740740741	30.0
1	1	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae	BGLIB1427-24_r_1.3_s_50	Platycleis romana	0	BGLIB1427-24	1.3	50	False	False	11646937	705	479	1539	18.0	82.0	37.888888888888886	36.0
0	0	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae	BGLIB1427-24_r_1.3_s_100	Platycleis romana	0	BGLIB1427-24	1.3	100	False	False	11646937	450	479	1539	9.0	53.0	30.376218323586745	30.0
0	0	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae	BGLIB1427-24_r_1.5_s_50	Platycleis romana	0	BGLIB1427-24	1.5	50	False	False	11646937	588	479	1539	16.0	56.0	33.69005847953216	32.0
0	0	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae	BGLIB1427-24_r_1.5_s_100	Platycleis romana	0	BGLIB1427-24	1.5	100	False	False	11646937	426	479	1539	9.0	47.0	28.775828460038987	28.0
18	37	data/BGE00416_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tettigoniidae	BLAST	family	COI-5P	656	1539	Tettigoniidae	BGLIB1428-24_r_1_s_50	Platycleis romana	0	BGLIB1428-24	1	50	False	False	7923328	427	108	1539	4.0	37.0	17.39766081871345	16.0
