ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
4	36	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	580	1443	Milichiidae,Drosophilidae,Lauxaniidae,Sphaeroceridae	BGLIB1046-24_r_1_s_50	Homoneura biumbrata	0	BGLIB1046-24	1	50	False	False	473435	125	73	1536	0.0	26.0	6.337890625	5.0
9	31	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	458	1281	Dolichopodidae,Drosophilidae,Ephydridae,Lauxaniidae,Sphaeroceridae	BGLIB1046-24_r_1_s_100	Homoneura biumbrata	0	BGLIB1046-24	1	100	False	False	473435	60	73	1536	0.0	20.0	4.4296875	3.0
5	6	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	587	1227	Drosophilidae,Lauxaniidae	BGLIB1046-24_r_1.3_s_50	Homoneura biumbrata	0	BGLIB1046-24	1.3	50	False	False	473435	85	73	1536	0.0	12.0	3.26171875	3.0
0	0	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	411	891	Drosophilidae,Lauxaniidae	BGLIB1046-24_r_1.3_s_100	Homoneura biumbrata	0	BGLIB1046-24	1.3	100	False	False	473435	29	73	1536	0.0	7.0	1.68359375	1.0
0	1	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	504	1122	Dolichopodidae,Drosophilidae,Lauxaniidae	BGLIB1046-24_r_1.5_s_50	Homoneura biumbrata	0	BGLIB1046-24	1.5	50	False	False	473435	71	73	1536	0.0	9.0	2.47265625	2.0
0	0	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	383	756	Drosophilidae,Lauxaniidae	BGLIB1046-24_r_1.5_s_100	Homoneura biumbrata	0	BGLIB1046-24	1.5	100	False	False	473435	25	73	1536	0.0	6.0	1.15234375	0.0
1	8	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	639	1260	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGLIB1047-24_r_1_s_50	Meiosimyza decipiens	0	BGLIB1047-24	1	50	False	False	642480	100	80	1536	0.0	29.0	8.09765625	8.0
1	8	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	613	1230	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGLIB1047-24_r_1_s_100	Meiosimyza decipiens	0	BGLIB1047-24	1	100	False	False	642480	70	80	1536	0.0	21.0	7.064453125	7.0
0	11	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	295	768	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGLIB1047-24_r_1.3_s_50	Meiosimyza decipiens	0	BGLIB1047-24	1.3	50	False	False	642480	46	80	1536	0.0	19.0	2.8984375	0.5
0	0	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	245	567	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGLIB1047-24_r_1.3_s_100	Meiosimyza decipiens	0	BGLIB1047-24	1.3	100	False	False	642480	19	80	1536	0.0	15.0	2.041015625	0.0
0	11	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	267	522	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGLIB1047-24_r_1.5_s_50	Meiosimyza decipiens	0	BGLIB1047-24	1.5	50	False	False	642480	27	80	1536	0.0	12.0	1.873046875	0.0
0	0	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	244	360	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGLIB1047-24_r_1.5_s_100	Meiosimyza decipiens	0	BGLIB1047-24	1.5	100	False	False	642480	10	80	1536	0.0	8.0	1.34765625	0.0
1	3	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	656	1533	Psilidae,Drosophilidae,Lauxaniidae,Sphaeroceridae	BGLIB1048-24_r_1_s_50	Meiosimyza decipiens	0	BGLIB1048-24	1	50	False	False	1620077	1181	108	1536	0.0	103.0	46.9921875	44.0
5	13	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	656	1533	Drosophilidae,Lauxaniidae	BGLIB1048-24_r_1_s_100	Meiosimyza decipiens	0	BGLIB1048-24	1	100	False	False	1620077	483	108	1536	0.0	64.0	26.18359375	25.0
0	0	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	656	1533	Psilidae,Drosophilidae,Lauxaniidae,Sphaeroceridae	BGLIB1048-24_r_1.3_s_50	Meiosimyza decipiens	0	BGLIB1048-24	1.3	50	False	False	1620077	1128	108	1536	0.0	102.0	42.88671875	41.0
4	4	data/BGE00413_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Lauxaniidae	BLAST	family	COI-5P	656	1533	Psilidae,Drosophilidae,Lauxaniidae,Sphaeroceridae	BGLIB1048-24_r_1.3_s_100	Meiosimyza decipiens	0	BGLIB1048-24	1.3	100	False	False	1620077	453	108	1536	0.0	56.0	22.9296875	21.0
