ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
3	8	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Atemnidae	BLAST	family	COI-5P	575	1377	Atemnidae	BSCRO001-24_r_1_s_50	Atemnus politus	0	BSCRO001-24	1	50	False	False	1400536	339	315	1527	0.0	67.0	24.19842829076621	19.0
0	7	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Atemnidae	BLAST	family	COI-5P	267	1113	Atemnidae	BSCRO001-24_r_1_s_100	Atemnus politus	0	BSCRO001-24	1	100	False	False	1400536	201	315	1527	0.0	63.0	19.656188605108056	16.0
0	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Atemnidae	BLAST	family	COI-5P	479	900	Atemnidae	BSCRO001-24_r_1.3_s_50	Atemnus politus	0	BSCRO001-24	1.3	50	False	False	1400536	157	315	1527	0.0	51.0	9.978388998035363	2.0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Atemnidae	BLAST	family	COI-5P	210	501	Atemnidae	BSCRO001-24_r_1.5_s_50	Atemnus politus	0	BSCRO001-24	1.5	50	False	False	1400536	89	315	1527	0.0	48.0	5.172888015717092	0.0
1	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Atemnidae	BLAST	family	COI-5P	560	663	Atemnidae	BSCRO001-24_r_1.3_s_100	Atemnus politus	0	BSCRO001-24	1.3	100	False	False	1400536	107	315	1527	0.0	42.0	8.50687622789784	0.0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Atemnidae	BLAST	family	COI-5P	214	381	Atemnidae	BSCRO001-24_r_1.5_s_100	Atemnus politus	0	BSCRO001-24	1.5	100	False	False	1400536	62	315	1527	0.0	39.0	4.4302554027504915	0.0
10	32	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	649	1500	Triophtydeidae,Tetranychidae,Phalangiidae,Cheliferidae,Phrynidae	BSCRO002-24_r_1_s_50	Dactylochelifer falsus	0	BSCRO002-24	1	50	False	False	2418262	717	667	1527	0.0	217.0	53.66208251473478	33.0
2	19	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	650	1497	Triophtydeidae,Tetranychidae,Phalangiidae,Chernetidae,Cheliferidae,Phrynidae	BSCRO002-24_r_1_s_100	Dactylochelifer falsus	0	BSCRO002-24	1	100	False	False	2418262	512	667	1527	0.0	163.0	46.43811394891945	30.0
9	9	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	626	1335	Cheliferidae	BSCRO002-24_r_1.3_s_50	Dactylochelifer falsus	0	BSCRO002-24	1.3	50	False	False	2418262	286	667	1527	0.0	88.0	20.398821218074655	19.0
3	4	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	627	1335	Cheliferidae	BSCRO002-24_r_1.3_s_100	Dactylochelifer falsus	0	BSCRO002-24	1.3	100	False	False	2418262	212	667	1527	0.0	68.0	18.18467583497053	17.0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	487	1101	Lycosidae,Argasidae,Ixodidae,Sabaconidae	BSCRO002-24_r_1.5_s_50	Dactylochelifer falsus	0	BSCRO002-24	1.5	50	False	False	2418262	126	667	1527	0.0	52.0	9.856581532416502	4.0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	489	1092	Argasidae,Ixodidae,Sabaconidae	BSCRO002-24_r_1.5_s_100	Dactylochelifer falsus	0	BSCRO002-24	1.5	100	False	False	2418262	94	667	1527	0.0	52.0	8.87229862475442	4.0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	654	1527	Cheliferidae	BSCRO003-24_r_1_s_50	Hysterochelifer cyprius	0	BSCRO003-24	1	50	False	False	2551441	2251	2075	1527	33.0	291.0	146.17681728880157	140.0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	654	1527	Cheliferidae	BSCRO003-24_r_1_s_100	Hysterochelifer cyprius	0	BSCRO003-24	1	100	False	False	2551441	1641	2075	1527	20.0	239.0	123.5500982318271	123.0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	654	1479	Cheliferidae	BSCRO003-24_r_1.3_s_50	Hysterochelifer cyprius	0	BSCRO003-24	1.3	50	False	False	2551441	1765	2075	1527	0.0	253.0	118.43222003929273	121.0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	654	1416	Cheliferidae	BSCRO003-24_r_1.3_s_100	Hysterochelifer cyprius	0	BSCRO003-24	1.3	100	False	False	2551441	1428	2075	1527	0.0	225.0	107.44400785854617	109.0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	627	1389	Cheliferidae	BSCRO003-24_r_1.5_s_50	Hysterochelifer cyprius	0	BSCRO003-24	1.5	50	False	False	2551441	1061	2075	1527	0.0	215.0	71.65422396856582	55.0
