ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
0	8	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1551	Dicyrtomidae,Bourletiellidae,Entomobryidae,Isotomidae	BSCRO476-24_r_1_s_50	Disparrhopalites	0	BSCRO476-24	1	50	False	False	7281474	819	19	1563	0.0	117.0	49.89827255278311	48.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1410	Dicyrtomidae,Bourletiellidae,Entomobryidae,Isotomidae	BSCRO476-24_r_1_s_100	Disparrhopalites	0	BSCRO476-24	1	100	False	False	7281474	474	19	1563	0.0	94.0	38.15163147792706	36.0	Naturalis Biodiversity Center	1	6
0	7	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	623	1434	Dicyrtomidae,Bourletiellidae,Entomobryidae,Onychiuridae	BSCRO476-24_r_1.3_s_50	Disparrhopalites	0	BSCRO476-24	1.3	50	False	False	7281474	502	19	1563	0.0	97.0	30.24184261036468	28.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	623	1257	Dicyrtomidae,Bourletiellidae,Entomobryidae,Neanuridae	BSCRO476-24_r_1.3_s_100	Disparrhopalites	0	BSCRO476-24	1.3	100	False	False	7281474	304	19	1563	0.0	91.0	23.80038387715931	16.0	Naturalis Biodiversity Center	1	6
0	4	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	484	1041	Dicyrtomidae,Hypogastruridae,Neanuridae,Onychiuridae	BSCRO476-24_r_1.5_s_50	Disparrhopalites	0	BSCRO476-24	1.5	50	False	False	7281474	226	19	1563	0.0	62.0	13.230326295585412	8.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	446	975	Dicyrtomidae,Hypogastruridae,Neanuridae,Onychiuridae	BSCRO476-24_r_1.5_s_100	Disparrhopalites	0	BSCRO476-24	1.5	100	False	False	7281474	154	19	1563	0.0	56.0	11.09404990403071	5.0	Naturalis Biodiversity Center	1	6
0	5	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1446	Dicyrtomidae,Bourletiellidae,Entomobryidae,Isotomidae	BSCRO477-24_r_1_s_50	Disparrhopalites	0	BSCRO477-24	1	50	False	False	6152942	797	643	1563	0.0	114.0	51.21880998080614	53.0	Naturalis Biodiversity Center	1	6
0	1	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1434	Dicyrtomidae,Bourletiellidae,Entomobryidae,Isotomidae	BSCRO477-24_r_1_s_100	Disparrhopalites	0	BSCRO477-24	1	100	False	False	6152942	495	643	1563	0.0	89.0	41.50863723608445	45.0	Naturalis Biodiversity Center	1	6
6	14	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	657	1425	Dicyrtomidae,Entomobryidae,Isotomidae	BSCRO477-24_r_1.3_s_50	Disparrhopalites	0	BSCRO477-24	1.3	50	False	False	6152942	482	643	1563	0.0	108.0	30.441458733205373	29.0	Naturalis Biodiversity Center	1	6
5	8	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1383	Dicyrtomidae,Bourletiellidae,Entomobryidae	BSCRO477-24_r_1.3_s_100	Disparrhopalites	0	BSCRO477-24	1.3	100	False	False	6152942	317	643	1563	0.0	89.0	25.468330134357007	22.0	Naturalis Biodiversity Center	1	6
11	21	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	524	1248	Dicyrtomidae,Bourletiellidae,Entomobryidae,Isotomidae,Tomoceridae,Onychiuridae	BSCRO477-24_r_1.5_s_50	Disparrhopalites	0	BSCRO477-24	1.5	50	False	False	6152942	216	643	1563	0.0	87.0	12.385796545105567	9.0	Naturalis Biodiversity Center	1	6
1	17	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	491	1167	Dicyrtomidae,Entomobryidae,Isotomidae	BSCRO477-24_r_1.5_s_100	Disparrhopalites	0	BSCRO477-24	1.5	100	False	False	6152942	148	643	1563	0.0	69.0	10.531669865642995	7.0	Naturalis Biodiversity Center	1	6
0	14	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1473	Dicyrtomidae,Bourletiellidae,Entomobryidae,Isotomidae	BSCRO478-24_r_1_s_50	Disparrhopalites	0	BSCRO478-24	1	50	False	False	8149550	924	171	1563	0.0	109.0	49.76199616122841	49.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1413	Dicyrtomidae,Bourletiellidae,Entomobryidae,Isotomidae	BSCRO478-24_r_1_s_100	Disparrhopalites	0	BSCRO478-24	1	100	False	False	8149550	519	171	1563	0.0	88.0	35.83493282149712	36.0	Naturalis Biodiversity Center	1	6
5	11	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	657	1428	Dicyrtomidae,Bourletiellidae,Isotomidae	BSCRO478-24_r_1.3_s_50	Disparrhopalites	0	BSCRO478-24	1.3	50	False	False	8149550	590	171	1563	0.0	104.0	30.919385796545107	31.0	Naturalis Biodiversity Center	1	6
6	11	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	633	1380	Dicyrtomidae,Bourletiellidae,Entomobryidae,Isotomidae,Tomoceridae,Neanuridae	BSCRO478-24_r_1.3_s_100	Disparrhopalites	0	BSCRO478-24	1.3	100	False	False	8149550	367	171	1563	0.0	88.0	24.0	23.0	Naturalis Biodiversity Center	1	6
1	5	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	465	1068	Dicyrtomidae,Entomobryidae,Hypogastruridae,Onychiuridae	BSCRO478-24_r_1.5_s_50	Disparrhopalites	0	BSCRO478-24	1.5	50	False	False	8149550	270	171	1563	0.0	94.0	13.568138195777351	5.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	357	909	Dicyrtomidae,Entomobryidae,Hypogastruridae,Onychiuridae	BSCRO478-24_r_1.5_s_100	Disparrhopalites	0	BSCRO478-24	1.5	100	False	False	8149550	183	171	1563	0.0	78.0	11.136276391554702	3.0	Naturalis Biodiversity Center	1	6
14	42	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	655	1527	Paronellidae,Entomobryidae,Tomoceridae	BSCRO479-24_r_1_s_50	Disparrhopalites	0	BSCRO479-24	1	50	False	False	7329376	517	619	1563	0.0	64.0	25.60460652591171	26.0	Naturalis Biodiversity Center	1	6
0	14	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	655	1413	Paronellidae,Entomobryidae,Tomoceridae	BSCRO479-24_r_1_s_100	Disparrhopalites	0	BSCRO479-24	1	100	False	False	7329376	229	619	1563	0.0	36.0	16.293666026871403	18.0	Naturalis Biodiversity Center	1	6
1	4	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	622	1380	Entomobryidae,Tomoceridae	BSCRO479-24_r_1.3_s_50	Disparrhopalites	0	BSCRO479-24	1.3	50	False	False	7329376	313	619	1563	0.0	57.0	14.942418426103647	13.0	Naturalis Biodiversity Center	1	6
9	9	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	622	1284	Entomobryidae,Tomoceridae	BSCRO479-24_r_1.3_s_100	Disparrhopalites	0	BSCRO479-24	1.3	100	False	False	7329376	166	619	1563	0.0	32.0	10.884836852207293	10.0	Naturalis Biodiversity Center	1	6
4	24	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	434	1128	Entomobryidae	BSCRO479-24_r_1.5_s_50	Disparrhopalites	0	BSCRO479-24	1.5	50	False	False	7329376	167	619	1563	0.0	38.0	6.844529750479847	3.0	Naturalis Biodiversity Center	1	6
3	3	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	540	963	Entomobryidae	BSCRO479-24_r_1.5_s_100	Disparrhopalites	2	BSCRO479-24	1.5	100	False	False	7329376	75	619	1563	0.0	22.0	4.664107485604607	1.0	Naturalis Biodiversity Center	1	6
2	38	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	655	1560	Paronellidae,Entomobryidae,Tomoceridae	BSCRO480-24_r_1_s_50	Disparrhopalites	0	BSCRO480-24	1	50	False	False	9604338	655	914	1563	0.0	83.0	35.50863723608445	35.0	Naturalis Biodiversity Center	1	6
0	4	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	655	1434	Paronellidae,Entomobryidae,Tomoceridae	BSCRO480-24_r_1_s_100	Disparrhopalites	0	BSCRO480-24	1	100	False	False	9604338	320	914	1563	0.0	62.0	24.976967370441457	26.0	Naturalis Biodiversity Center	1	6
1	22	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	638	1404	Paronellidae,Entomobryidae,Tomoceridae	BSCRO480-24_r_1.3_s_50	Disparrhopalites	0	BSCRO480-24	1.3	50	False	False	9604338	353	914	1563	0.0	75.0	19.644913627639156	20.0	Naturalis Biodiversity Center	1	6
0	4	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	629	1356	Paronellidae,Entomobryidae,Tomoceridae	BSCRO480-24_r_1.3_s_100	Disparrhopalites	0	BSCRO480-24	1.3	100	False	False	9604338	214	914	1563	0.0	61.0	15.884836852207293	16.0	Naturalis Biodiversity Center	1	6
7	8	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	484	1164	Paronellidae,Entomobryidae,Tomoceridae	BSCRO480-24_r_1.5_s_50	Disparrhopalites	0	BSCRO480-24	1.5	50	False	False	9604338	203	914	1563	0.0	64.0	9.798464491362765	6.0	Naturalis Biodiversity Center	1	6
0	3	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	388	963	Paronellidae,Entomobryidae,Tomoceridae	BSCRO480-24_r_1.5_s_100	Disparrhopalites	0	BSCRO480-24	1.5	100	False	False	9604338	105	914	1563	0.0	47.0	7.481765834932822	4.0	Naturalis Biodiversity Center	1	6
11	46	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	655	1473	Sminthuridae,Entomobryidae,Tomoceridae,Tullbergiidae	BSCRO481-24_r_1_s_50	Disparrhopalites	0	BSCRO481-24	1	50	False	False	5048484	220	176	1563	0.0	34.0	10.337811900191939	10.0	Naturalis Biodiversity Center	1	6
5	19	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	655	1464	Entomobryidae,Tomoceridae,Tullbergiidae	BSCRO481-24_r_1_s_100	Disparrhopalites	0	BSCRO481-24	1	100	False	False	5048484	96	176	1563	0.0	19.0	6.435700575815739	6.0	Naturalis Biodiversity Center	1	6
6	17	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	556	1329	Entomobryidae	BSCRO481-24_r_1.3_s_50	Disparrhopalites	0	BSCRO481-24	1.3	50	False	False	5048484	142	176	1563	0.0	31.0	6.506717850287908	6.0	Naturalis Biodiversity Center	1	6
12	20	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	541	1182	Entomobryidae	BSCRO481-24_r_1.3_s_100	Disparrhopalites	0	BSCRO481-24	1.3	100	False	False	5048484	74	176	1563	0.0	14.0	4.641074856046065	5.0	Naturalis Biodiversity Center	1	6
4	24	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	431	996	Paronellidae,Entomobryidae,Tullbergiidae	BSCRO481-24_r_1.5_s_50	Disparrhopalites	2	BSCRO481-24	1.5	50	False	False	5048484	81	176	1563	0.0	26.0	3.0652591170825336	1.0	Naturalis Biodiversity Center	1	6
3	23	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	403	810	Paronellidae,Entomobryidae,Tullbergiidae	BSCRO481-24_r_1.5_s_100	Disparrhopalites	0	BSCRO481-24	1.5	100	False	False	5048484	38	176	1563	0.0	14.0	2.0595009596928984	1.0	Naturalis Biodiversity Center	1	6
14	33	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1512	Entomobryidae	BSCRO482-24_r_1_s_50	Disparrhopalites	0	BSCRO482-24	1	50	False	False	9867505	815	787	1563	0.0	118.0	53.107485604606524	48.0	Naturalis Biodiversity Center	1	6
17	24	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1458	Entomobryidae	BSCRO482-24_r_1_s_100	Disparrhopalites	0	BSCRO482-24	1	100	False	False	9867505	474	787	1563	0.0	95.0	42.14971209213052	39.0	Naturalis Biodiversity Center	1	6
3	13	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	657	1440	Entomobryidae	BSCRO482-24_r_1.3_s_50	Disparrhopalites	1	BSCRO482-24	1.3	50	False	False	9867505	479	787	1563	0.0	89.0	33.4337811900192	31.0	Naturalis Biodiversity Center	1	6
6	6	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	657	1395	Entomobryidae,Isotomidae	BSCRO482-24_r_1.3_s_100	Disparrhopalites	1	BSCRO482-24	1.3	100	False	False	9867505	333	787	1563	0.0	80.0	29.103646833013435	26.0	Naturalis Biodiversity Center	1	6
3	10	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	525	1278	Dicyrtomidae,Entomobryidae,Isotomidae,Onychiuridae,Poduridae	BSCRO482-24_r_1.5_s_50	Disparrhopalites	0	BSCRO482-24	1.5	50	False	False	9867505	277	787	1563	0.0	60.0	16.589251439539346	14.0	Naturalis Biodiversity Center	1	6
3	9	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	525	1239	Dicyrtomidae,Entomobryidae,Isotomidae,Onychiuridae	BSCRO482-24_r_1.5_s_100	Disparrhopalites	0	BSCRO482-24	1.5	100	False	False	9867505	191	787	1563	0.0	54.0	14.314779270633398	11.0	Naturalis Biodiversity Center	1	6
1	4	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1503	Entomobryidae,Isotomidae	BSCRO483-24_r_1_s_50	Disparrhopalites	0	BSCRO483-24	1	50	False	False	10029031	861	208	1563	0.0	117.0	53.95777351247601	57.0	Naturalis Biodiversity Center	1	6
0	2	data/BGE00509_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Sminthuridae	BLAST	family	COI-5P	656	1425	Entomobryidae,Isotomidae	BSCRO483-24_r_1_s_100	Disparrhopalites	0	BSCRO483-24	1	100	False	False	10029031	532	208	1563	0.0	108.0	42.464491362763916	46.0	Naturalis Biodiversity Center	1	6
