ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2566-24_r_1_s_50	Andrena wollastoni	0	BGENL2566-24	1	50	False	False	4422243	887	226	1545	28.0	141.0	57.935922330097085	54.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2566-24_r_1_s_100	Andrena wollastoni	0	BGENL2566-24	1	100	False	False	4422243	721	226	1545	25.0	82.0	52.78834951456311	51.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2566-24_r_1.3_s_50	Andrena wollastoni	0	BGENL2566-24	1.3	50	False	False	4422243	797	226	1545	28.0	83.0	54.88932038834952	53.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2566-24_r_1.3_s_100	Andrena wollastoni	0	BGENL2566-24	1.3	100	False	False	4422243	717	226	1545	25.0	82.0	52.52233009708738	51.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2566-24_r_1.5_s_50	Andrena wollastoni	0	BGENL2566-24	1.5	50	False	False	4422243	790	226	1545	28.0	83.0	54.56893203883495	52.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2566-24_r_1.5_s_100	Andrena wollastoni	0	BGENL2566-24	1.5	100	False	False	4422243	712	226	1545	25.0	82.0	52.22330097087379	51.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2567-24_r_1_s_50	Andrena wollastoni	0	BGENL2567-24	1	50	False	False	3826648	486	195	1545	12.0	96.0	31.446601941747574	30.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2567-24_r_1_s_100	Andrena wollastoni	0	BGENL2567-24	1	100	False	False	3826648	372	195	1545	8.0	50.0	28.001941747572815	28.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2567-24_r_1.3_s_50	Andrena wollastoni	0	BGENL2567-24	1.3	50	False	False	3826648	415	195	1545	12.0	48.0	28.957281553398058	29.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2567-24_r_1.3_s_100	Andrena wollastoni	0	BGENL2567-24	1.3	100	False	False	3826648	366	195	1545	8.0	47.0	27.52621359223301	28.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2567-24_r_1.5_s_50	Andrena wollastoni	0	BGENL2567-24	1.5	50	False	False	3826648	408	195	1545	12.0	47.0	28.566990291262137	29.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2567-24_r_1.5_s_100	Andrena wollastoni	0	BGENL2567-24	1.5	100	False	False	3826648	363	195	1545	8.0	46.0	27.233009708737864	28.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2568-24_r_1_s_50	Andrena wollastoni	0	BGENL2568-24	1	50	False	False	1845093	4057	227	1545	198.0	371.0	274.9611650485437	275.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2568-24_r_1_s_100	Andrena wollastoni	0	BGENL2568-24	1	100	False	False	1845093	3619	227	1545	151.0	365.0	261.2854368932039	262.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2568-24_r_1.3_s_50	Andrena wollastoni	0	BGENL2568-24	1.3	50	False	False	1845093	3993	227	1545	198.0	362.0	270.04466019417475	271.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2568-24_r_1.3_s_100	Andrena wollastoni	0	BGENL2568-24	1.3	100	False	False	1845093	3584	227	1545	151.0	357.0	257.29514563106795	258.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2568-24_r_1.5_s_50	Andrena wollastoni	0	BGENL2568-24	1.5	50	False	False	1845093	3962	227	1545	198.0	362.0	268.61941747572814	269.0
0	0	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	655	1545	Andrenidae	BGENL2568-24_r_1.5_s_100	Andrena wollastoni	0	BGENL2568-24	1.5	100	False	False	1845093	3572	227	1545	151.0	357.0	256.4640776699029	257.0
1	2	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2569-24_r_1_s_50	Andrena aciculata	0	BGENL2569-24	1	50	False	False	3641544	1154	223	1545	31.0	100.0	68.22524271844661	67.0
1	2	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2569-24_r_1_s_100	Andrena aciculata	0	BGENL2569-24	1	100	False	False	3641544	917	223	1545	19.0	88.0	60.6252427184466	61.0
1	1	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2569-24_r_1.3_s_50	Andrena aciculata	0	BGENL2569-24	1.3	50	False	False	3641544	1070	223	1545	31.0	100.0	63.85825242718447	64.0
1	1	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2569-24_r_1.3_s_100	Andrena aciculata	0	BGENL2569-24	1.3	100	False	False	3641544	891	223	1545	19.0	88.0	58.30485436893204	58.0
1	1	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2569-24_r_1.5_s_50	Andrena aciculata	0	BGENL2569-24	1.5	50	False	False	3641544	992	223	1545	15.0	97.0	59.34368932038835	61.0
1	1	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2569-24_r_1.5_s_100	Andrena aciculata	0	BGENL2569-24	1.5	100	False	False	3641544	839	223	1545	16.0	86.0	54.733980582524275	56.0
1	2	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2570-24_r_1_s_50	Andrena aciculata	0	BGENL2570-24	1	50	False	False	5621595	1945	140	1545	55.0	161.0	117.41359223300971	118.0
1	1	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2570-24_r_1_s_100	Andrena aciculata	0	BGENL2570-24	1	100	False	False	5621595	1571	140	1545	35.0	146.0	105.55145631067961	107.0
1	1	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2570-24_r_1.3_s_50	Andrena aciculata	0	BGENL2570-24	1.3	50	False	False	5621595	1856	140	1545	54.0	154.0	113.80194174757281	114.0
1	1	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2570-24_r_1.3_s_100	Andrena aciculata	0	BGENL2570-24	1.3	100	False	False	5621595	1557	140	1545	35.0	142.0	104.49320388349514	107.0
1	1	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2570-24_r_1.5_s_50	Andrena aciculata	0	BGENL2570-24	1.5	50	False	False	5621595	1722	140	1545	39.0	149.0	106.89708737864078	109.0
1	1	data/BGE00194_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL2570-24_r_1.5_s_100	Andrena aciculata	0	BGENL2570-24	1.5	100	False	False	5621595	1481	140	1545	29.0	140.0	99.5359223300971	104.0
