ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge
5	11	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL1426-24_r_1_s_50	Andrena monacha	0	BGENL1426-24	1	50	False	False
4	10	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL1426-24_r_1_s_100	Andrena monacha	0	BGENL1426-24	1	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1426-24_r_1.3_s_50	Andrena monacha	0	BGENL1426-24	1.3	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1426-24_r_1.3_s_100	Andrena monacha	0	BGENL1426-24	1.3	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1426-24_r_1.5_s_50	Andrena monacha	0	BGENL1426-24	1.5	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1426-24_r_1.5_s_100	Andrena monacha	0	BGENL1426-24	1.5	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1_s_50	Andrena monacha	0	BGENL1427-24	1	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1_s_100	Andrena monacha	0	BGENL1427-24	1	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1.3_s_50	Andrena monacha	0	BGENL1427-24	1.3	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1.3_s_100	Andrena monacha	0	BGENL1427-24	1.3	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1.5_s_50	Andrena monacha	0	BGENL1427-24	1.5	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1.5_s_100	Andrena monacha	0	BGENL1427-24	1.5	100	False	False
0	14	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1_s_50	Andrena monacha	0	BGENL1428-24	1	50	False	False
1	15	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1_s_100	Andrena monacha	0	BGENL1428-24	1	100	False	False
0	1	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1.3_s_50	Andrena monacha	0	BGENL1428-24	1.3	50	False	False
0	1	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1.3_s_100	Andrena monacha	0	BGENL1428-24	1.3	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1.5_s_50	Andrena monacha	0	BGENL1428-24	1.5	50	False	False
0	1	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1.5_s_100	Andrena monacha	0	BGENL1428-24	1.5	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1429-24_r_1_s_50	Andrena urdula	0	BGENL1429-24	1	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1429-24_r_1_s_100	Andrena urdula	0	BGENL1429-24	1	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1429-24_r_1.3_s_50	Andrena urdula	0	BGENL1429-24	1.3	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1429-24_r_1.3_s_100	Andrena urdula	0	BGENL1429-24	1.3	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1429-24_r_1.5_s_50	Andrena urdula	0	BGENL1429-24	1.5	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1429-24_r_1.5_s_100	Andrena urdula	0	BGENL1429-24	1.5	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1430-24_r_1_s_50	Andrena urdula	0	BGENL1430-24	1	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1430-24_r_1_s_100	Andrena urdula	0	BGENL1430-24	1	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1430-24_r_1.3_s_50	Andrena urdula	0	BGENL1430-24	1.3	50	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1430-24_r_1.3_s_100	Andrena urdula	0	BGENL1430-24	1.3	100	False	False
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1430-24_r_1.5_s_50	Andrena urdula	0	BGENL1430-24	1.5	50	False	False
