Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BHNHM212-24_r_1.3_s_100_BHNHM212-24,BHNHM212-24,1934316,57,8,1533,0.0,15.0,2.980430528375734,2.0
BHNHM245-24_r_1.5_s_100_BHNHM245-24,BHNHM245-24,11849689,682,3,1533,15.0,75.0,36.771037181996086,36.0
BHNHM281-24_r_1_s_100_BHNHM281-24,BHNHM281-24,18355965,2098,24,1533,0.0,194.0,115.98630136986301,109.0
BHNHM279-24_r_1.5_s_100_BHNHM279-24,BHNHM279-24,14116573,737,17,1533,9.0,76.0,41.61839530332681,42.0
BHNHM247-24_r_1_s_50_BHNHM247-24,BHNHM247-24,15204897,1318,220,1533,32.0,100.0,57.86105675146771,56.0
BHNHM199-24_r_1.3_s_100_BHNHM199-24,BHNHM199-24,10173338,103,73,1545,0.0,16.0,5.384466019417475,6.0
BHNHM210-24_r_1.3_s_100_BHNHM210-24,BHNHM210-24,14807486,482,516,1533,1.0,54.0,27.16046966731898,27.0
BHNHM251-24_r_1.5_s_100_BHNHM251-24,BHNHM251-24,14290108,1616,36,1533,36.0,154.0,91.52446183953033,91.0
BHNHM244-24_r_1_s_50_BHNHM244-24,BHNHM244-24,24086,0,0,1545,0,0,0,0
BHNHM279-24_r_1_s_100_BHNHM279-24,BHNHM279-24,14116573,779,17,1533,11.0,76.0,44.18003913894325,45.0
BHNHM232-24_r_1.3_s_50_BHNHM232-24,BHNHM232-24,18370270,668,7,1533,0.0,68.0,28.863013698630137,25.0
BHNHM273-24_r_1_s_100_BHNHM273-24,BHNHM273-24,16038553,1123,409,1533,23.0,114.0,69.06066536203522,68.0
BHNHM209-24_r_1.5_s_100_BHNHM209-24,BHNHM209-24,12766019,1312,443,1533,0.0,117.0,77.13894324853229,79.0
BHNHM203-24_r_1_s_100_BHNHM203-24,BHNHM203-24,15181936,265,599,1545,0.0,34.0,15.827184466019418,14.0
BHNHM245-24_r_1_s_100_BHNHM245-24,BHNHM245-24,11849689,693,3,1533,16.0,75.0,37.62035225048923,36.0
BHNHM278-24_r_1.5_s_50_BHNHM278-24,BHNHM278-24,16657276,951,463,1533,17.0,105.0,49.67710371819961,45.0
BHNHM279-24_r_1_s_50_BHNHM279-24,BHNHM279-24,14116573,1271,17,1533,18.0,94.0,59.09197651663405,60.0
BHNHM253-24_r_1.3_s_100_BHNHM253-24,BHNHM253-24,4415961,182,55,1533,0.0,29.0,9.58904109589041,9.0
BHNHM243-24_r_1.5_s_100_BHNHM243-24,BHNHM243-24,10769094,472,10,1545,0.0,46.0,23.314563106796115,24.0
BHNHM191-24_r_1_s_50_BHNHM191-24,BHNHM191-24,1670303,132,34,1545,0.0,25.0,5.720388349514563,3.0
BHNHM270-24_r_1.5_s_100_BHNHM270-24,BHNHM270-24,3867524,86,97,1533,0.0,18.0,4.007827788649706,4.0
BHNHM259-24_r_1.5_s_100_BHNHM259-24,BHNHM259-24,17898572,509,63,1533,0.0,70.0,29.250489236790607,26.0
BHNHM224-24_r_1.5_s_100_BHNHM224-24,BHNHM224-24,3892256,29,80,1533,0.0,8.0,1.5048923679060666,1.0
BHNHM264-24_r_1_s_50_BHNHM264-24,BHNHM264-24,10601532,577,112,1533,4.0,66.0,24.95499021526419,24.0
BHNHM269-24_r_1.3_s_50_BHNHM269-24,BHNHM269-24,13090701,345,2,1533,0.0,50.0,12.29549902152642,10.0
