ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge
9	11	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Veliidae	BGSNH001-24_r_1_s_50	Rhagovelia nigricans	0	BGSNH001-24	1	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Veliidae	BGSNH001-24_r_1_s_100	Rhagovelia nigricans	0	BGSNH001-24	1	100	False	False
2	2	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Veliidae	BGSNH001-24_r_1.3_s_50	Rhagovelia nigricans	0	BGSNH001-24	1.3	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Veliidae	BGSNH001-24_r_1.3_s_100	Rhagovelia nigricans	0	BGSNH001-24	1.3	100	False	False
1	1	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Veliidae	BGSNH001-24_r_1.5_s_50	Rhagovelia nigricans	0	BGSNH001-24	1.5	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Veliidae	BGSNH001-24_r_1.5_s_100	Rhagovelia nigricans	0	BGSNH001-24	1.5	100	False	False
71	88	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	656	1533	Gerridae,Veliidae	BGSNH002-24_r_1_s_50	Rhagovelia nigricans	0	BGSNH002-24	1	50	False	False
54	66	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	656	1533	Gerridae,Veliidae	BGSNH002-24_r_1_s_100	Rhagovelia nigricans	0	BGSNH002-24	1	100	False	False
27	28	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Gerridae,Veliidae	BGSNH002-24_r_1.3_s_50	Rhagovelia nigricans	0	BGSNH002-24	1.3	50	False	False
21	21	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Veliidae	BGSNH002-24_r_1.3_s_100	Rhagovelia nigricans	0	BGSNH002-24	1.3	100	False	False
2	2	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Veliidae	BGSNH002-24_r_1.5_s_50	Rhagovelia nigricans	0	BGSNH002-24	1.5	50	False	False
2	2	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1533	Veliidae	BGSNH002-24_r_1.5_s_100	Rhagovelia nigricans	0	BGSNH002-24	1.5	100	False	False
13	18	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	653	1530	Gerridae,Veliidae	BGSNH003-24_r_1_s_50	Rhagovelia nigricans	0	BGSNH003-24	1	50	False	False
13	13	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	641	1530	Gerridae,Veliidae	BGSNH003-24_r_1_s_100	Rhagovelia nigricans	0	BGSNH003-24	1	100	False	False
0	2	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	648	1524	Veliidae	BGSNH003-24_r_1.3_s_50	Rhagovelia nigricans	0	BGSNH003-24	1.3	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	624	1500	Veliidae	BGSNH003-24_r_1.3_s_100	Rhagovelia nigricans	0	BGSNH003-24	1.3	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	648	1524	Veliidae	BGSNH003-24_r_1.5_s_50	Rhagovelia nigricans	0	BGSNH003-24	1.5	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	624	1500	Veliidae	BGSNH003-24_r_1.5_s_100	Rhagovelia nigricans	0	BGSNH003-24	1.5	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1524	Gerridae,Veliidae	BGSNH004-24_r_1_s_50	Velia concii	0	BGSNH004-24	1	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH004-24_r_1_s_100	Velia concii	0	BGSNH004-24	1	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1524	Gerridae,Veliidae	BGSNH004-24_r_1.3_s_50	Velia concii	0	BGSNH004-24	1.3	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH004-24_r_1.3_s_100	Velia concii	0	BGSNH004-24	1.3	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1524	Gerridae,Veliidae	BGSNH004-24_r_1.5_s_50	Velia concii	0	BGSNH004-24	1.5	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH004-24_r_1.5_s_100	Velia concii	0	BGSNH004-24	1.5	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH005-24_r_1_s_50	Velia concii	0	BGSNH005-24	1	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH005-24_r_1_s_100	Velia concii	0	BGSNH005-24	1	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH005-24_r_1.3_s_50	Velia concii	0	BGSNH005-24	1.3	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH005-24_r_1.3_s_100	Velia concii	0	BGSNH005-24	1.3	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH005-24_r_1.5_s_50	Velia concii	0	BGSNH005-24	1.5	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH005-24_r_1.5_s_100	Velia concii	0	BGSNH005-24	1.5	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH006-24_r_1_s_50	Velia concii	0	BGSNH006-24	1	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH006-24_r_1_s_100	Velia concii	0	BGSNH006-24	1	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH006-24_r_1.3_s_50	Velia concii	0	BGSNH006-24	1.3	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH006-24_r_1.3_s_100	Velia concii	0	BGSNH006-24	1.3	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH006-24_r_1.5_s_50	Velia concii	0	BGSNH006-24	1.5	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH006-24_r_1.5_s_100	Velia concii	0	BGSNH006-24	1.5	100	False	False
23	81	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	656	1521	Veliidae	BGSNH007-24_r_1_s_50	Velia gridellii	0	BGSNH007-24	1	50	False	False
15	72	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	656	1518	Veliidae	BGSNH007-24_r_1_s_100	Velia gridellii	0	BGSNH007-24	1	100	False	False
5	6	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	656	1521	Gerridae,Veliidae	BGSNH007-24_r_1.3_s_50	Velia gridellii	0	BGSNH007-24	1.3	50	False	False
5	7	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	656	1521	Gerridae,Veliidae	BGSNH007-24_r_1.3_s_100	Velia gridellii	0	BGSNH007-24	1.3	100	False	False
1	1	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH007-24_r_1.5_s_50	Velia gridellii	0	BGSNH007-24	1.5	50	False	False
3	3	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	656	1521	Gerridae,Veliidae	BGSNH007-24_r_1.5_s_100	Velia gridellii	0	BGSNH007-24	1.5	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1524	Gerridae,Veliidae	BGSNH008-24_r_1_s_50	Velia gridellii	0	BGSNH008-24	1	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH008-24_r_1_s_100	Velia gridellii	0	BGSNH008-24	1	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1524	Gerridae,Veliidae	BGSNH008-24_r_1.3_s_50	Velia gridellii	0	BGSNH008-24	1.3	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH008-24_r_1.3_s_100	Velia gridellii	0	BGSNH008-24	1.3	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1524	Gerridae,Veliidae	BGSNH008-24_r_1.5_s_50	Velia gridellii	0	BGSNH008-24	1.5	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH008-24_r_1.5_s_100	Velia gridellii	0	BGSNH008-24	1.5	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH009-24_r_1_s_50	Velia gridellii	0	BGSNH009-24	1	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH009-24_r_1_s_100	Velia gridellii	0	BGSNH009-24	1	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH009-24_r_1.3_s_50	Velia gridellii	0	BGSNH009-24	1.3	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH009-24_r_1.3_s_100	Velia gridellii	0	BGSNH009-24	1.3	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH009-24_r_1.5_s_50	Velia gridellii	0	BGSNH009-24	1.5	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH009-24_r_1.5_s_100	Velia gridellii	0	BGSNH009-24	1.5	100	False	False
30	57	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	656	1521	Veliidae	BGSNH010-24_r_1_s_50	Velia hoberlandti	0	BGSNH010-24	1	50	False	False
27	52	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	656	1521	Veliidae	BGSNH010-24_r_1_s_100	Velia hoberlandti	0	BGSNH010-24	1	100	False	False
6	7	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH010-24_r_1.3_s_50	Velia hoberlandti	0	BGSNH010-24	1.3	50	False	False
9	11	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH010-24_r_1.3_s_100	Velia hoberlandti	0	BGSNH010-24	1.3	100	False	False
6	6	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH010-24_r_1.5_s_50	Velia hoberlandti	0	BGSNH010-24	1.5	50	False	False
7	7	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH010-24_r_1.5_s_100	Velia hoberlandti	0	BGSNH010-24	1.5	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH011-24_r_1_s_50	Velia lindbergi	0	BGSNH011-24	1	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH011-24_r_1_s_100	Velia lindbergi	0	BGSNH011-24	1	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH011-24_r_1.3_s_50	Velia lindbergi	0	BGSNH011-24	1.3	50	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH011-24_r_1.3_s_100	Velia lindbergi	0	BGSNH011-24	1.3	100	False	False
0	0	data/BGE00304_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Veliidae	BLAST	family	COI-5P	657	1521	Gerridae,Veliidae	BGSNH011-24_r_1.5_s_50	Velia lindbergi	0	BGSNH011-24	1.5	50	False	False
