ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
8	52	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	517	1362	Pettalidae	BSCRO096-24_r_1_s_50	Neobisium dolicodactylum	0	BSCRO096-24	1	50	False	False	5256217	693	1736	1527	0.0	271.0	42.61296660117878	31.0	Naturalis Biodiversity Center	1	6
15	42	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	522	1098	Ixodidae,Eupodidae	BSCRO096-24_r_1_s_100	Neobisium dolicodactylum	0	BSCRO096-24	1	100	False	False	5256217	238	1736	1527	0.0	142.0	25.390962671905697	19.0	Naturalis Biodiversity Center	1	6
18	25	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	471	894	Hydryphantidae,Chthoniidae	BSCRO096-24_r_1.3_s_50	Neobisium dolicodactylum	0	BSCRO096-24	1.3	50	False	False	5256217	191	1736	1527	0.0	95.0	9.921414538310412	2.0	Naturalis Biodiversity Center	1	6
16	17	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	161	477	Araneidae,Linyphiidae,Agelenidae	BSCRO096-24_r_1.5_s_50	Neobisium dolicodactylum	0	BSCRO096-24	1.5	50	False	False	5256217	66	1736	1527	0.0	24.0	2.5658153241650297	0.0	Naturalis Biodiversity Center	1	6
16	27	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	197	492	Hydryphantidae,Chthoniidae	BSCRO096-24_r_1.3_s_100	Neobisium dolicodactylum	0	BSCRO096-24	1.3	100	False	False	5256217	63	1736	1527	0.0	55.0	6.318271119842829	0.0	Naturalis Biodiversity Center	1	6
16	16	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	97	249		BSCRO096-24_r_1.5_s_100	Neobisium dolicodactylum	0	BSCRO096-24	1.5	100	False	False	5256217	20	1736	1527	0.0	14.0	1.4263261296660117	0.0	Naturalis Biodiversity Center	1	6
7	17	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	542	1278	Phytoseiidae,Eriophyidae,Stigmaeidae,Phalangodidae,Phrynidae	BSCRO097-24_r_1_s_50	Neobisium dolicodactylum	0	BSCRO097-24	1	50	False	False	7416238	920	2565	1527	0.0	269.0	49.07269155206287	37.0	Naturalis Biodiversity Center	1	6
2	10	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	263	1179		BSCRO097-24_r_1_s_100	Neobisium dolicodactylum	0	BSCRO097-24	1	100	False	False	7416238	372	2565	1527	0.0	134.0	29.923379174852652	18.0	Naturalis Biodiversity Center	1	6
7	8	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	165	684		BSCRO097-24_r_1.3_s_50	Neobisium dolicodactylum	0	BSCRO097-24	1.3	50	False	False	7416238	228	2565	1527	0.0	77.0	10.7426326129666	0.0	Naturalis Biodiversity Center	1	6
6	6	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	165	513		BSCRO097-24_r_1.3_s_100	Neobisium dolicodactylum	0	BSCRO097-24	1.3	100	False	False	7416238	91	2565	1527	0.0	59.0	6.335952848722986	0.0	Naturalis Biodiversity Center	1	6
1	3	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	89	363	Vaejovidae,Scorpionidae,Antrodiaetidae,Pimoidae,Sparassidae	BSCRO097-24_r_1.5_s_50	Neobisium dolicodactylum	0	BSCRO097-24	1.5	50	False	False	7416238	126	2565	1527	0.0	67.0	4.893909626719057	0.0	Naturalis Biodiversity Center	1	6
0	1	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	76	297	Ixodidae,Parasitidae,Arrenuridae,Rhagidiidae,Oribatellidae,Cosmetidae,Phrynidae	BSCRO097-24_r_1.5_s_100	Neobisium dolicodactylum	0	BSCRO097-24	1.5	100	False	False	7416238	34	2565	1527	0.0	18.0	2.011787819253438	0.0	Naturalis Biodiversity Center	1	6
0	4	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	249	1164		BSCRO098-24_r_1_s_50	Neobisium dolicodactylum	0	BSCRO098-24	1	50	False	False	3476690	506	1186	1527	0.0	103.0	34.082514734774065	27.0	Naturalis Biodiversity Center	1	6
0	4	data/BGE00502_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Neobisiidae	BLAST	family	COI-5P	123	936		BSCRO098-24_r_1_s_100	Neobisium dolicodactylum	0	BSCRO098-24	1	100	False	False	3476690	274	1186	1527	0.0	98.0	25.893909626719058	16.0	Naturalis Biodiversity Center	1	6
