ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
9	10	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1236-24_r_1_s_50	Chamaepsila limbatella	0	BGENL1236-24	1	50
11	12	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1236-24_r_1_s_100	Chamaepsila limbatella	0	BGENL1236-24	1	100
9	10	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1236-24_r_1.3_s_50	Chamaepsila limbatella	0	BGENL1236-24	1.3	50
10	11	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1236-24_r_1.3_s_100	Chamaepsila limbatella	0	BGENL1236-24	1.3	100
4	5	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1236-24_r_1.5_s_50	Chamaepsila limbatella	0	BGENL1236-24	1.5	50
5	6	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1236-24_r_1.5_s_100	Chamaepsila limbatella	0	BGENL1236-24	1.5	100
1	11	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1237-24_r_1_s_50	Chamaepsila limbatella	0	BGENL1237-24	1	50
1	7	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1237-24_r_1_s_100	Chamaepsila limbatella	0	BGENL1237-24	1	100
2	4	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1237-24_r_1.3_s_50	Chamaepsila limbatella	0	BGENL1237-24	1.3	50
1	3	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1237-24_r_1.3_s_100	Chamaepsila limbatella	0	BGENL1237-24	1.3	100
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1237-24_r_1.5_s_50	Chamaepsila limbatella	0	BGENL1237-24	1.5	50
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1237-24_r_1.5_s_100	Chamaepsila limbatella	0	BGENL1237-24	1.5	100
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1238-24_r_1_s_50	Chamaepsila limbatella	0	BGENL1238-24	1	50
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1238-24_r_1_s_100	Chamaepsila limbatella	0	BGENL1238-24	1	100
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1238-24_r_1.3_s_50	Chamaepsila limbatella	0	BGENL1238-24	1.3	50
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1238-24_r_1.3_s_100	Chamaepsila limbatella	0	BGENL1238-24	1.3	100
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1238-24_r_1.5_s_50	Chamaepsila limbatella	0	BGENL1238-24	1.5	50
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Ephydridae,Sphaeroceridae,Anthomyiidae	BGENL1238-24_r_1.5_s_100	Chamaepsila limbatella	0	BGENL1238-24	1.5	100
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1239-24_r_1_s_50	Chamaepsila pallida	0	BGENL1239-24	1	50
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1239-24_r_1_s_100	Chamaepsila pallida	0	BGENL1239-24	1	100
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1239-24_r_1.3_s_50	Chamaepsila pallida	0	BGENL1239-24	1.3	50
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1239-24_r_1.3_s_100	Chamaepsila pallida	0	BGENL1239-24	1.3	100
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1239-24_r_1.5_s_50	Chamaepsila pallida	0	BGENL1239-24	1.5	50
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1239-24_r_1.5_s_100	Chamaepsila pallida	0	BGENL1239-24	1.5	100
19	20	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Muscidae,Fanniidae,Anthomyiidae	BGENL1240-24_r_1_s_50	Chamaepsila pallida	0	BGENL1240-24	1	50
24	25	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Muscidae,Fanniidae,Anthomyiidae	BGENL1240-24_r_1_s_100	Chamaepsila pallida	0	BGENL1240-24	1	100
20	21	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Muscidae,Fanniidae,Anthomyiidae	BGENL1240-24_r_1.3_s_50	Chamaepsila pallida	0	BGENL1240-24	1.3	50
21	22	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Muscidae,Anthomyiidae	BGENL1240-24_r_1.3_s_100	Chamaepsila pallida	0	BGENL1240-24	1.3	100
11	12	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Fanniidae,Anthomyiidae	BGENL1240-24_r_1.5_s_50	Chamaepsila pallida	0	BGENL1240-24	1.5	50
13	14	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Fanniidae,Anthomyiidae	BGENL1240-24_r_1.5_s_100	Chamaepsila pallida	0	BGENL1240-24	1.5	100
0	5	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Sphaeroceridae,Muscidae,Anthomyiidae	BGENL1241-24_r_1_s_50	Chamaepsila pallida	0	BGENL1241-24	1	50
4	7	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1527	Syrphidae,Psilidae,Drosophilidae,Sphaeroceridae,Fanniidae,Anthomyiidae	BGENL1241-24_r_1_s_100	Chamaepsila pallida	0	BGENL1241-24	1	100
0	0	data/BGE00180_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Psilidae	BLAST	family	COI-5P	657	1533	Syrphidae,Psilidae,Drosophilidae,Muscidae,Anthomyiidae	BGENL1241-24_r_1.3_s_50	Chamaepsila pallida	0	BGENL1241-24	1.3	50
