Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BBIOP2426-24_r_1_s_50_BBIOP2426-24,BBIOP2426-24,9727722,987,596,1542,1.0,157.0,60.01945525291829,51.0
BBIOP2406-24_r_1_s_100_BBIOP2406-24,BBIOP2406-24,4412865,550,1042,1542,0.0,168.0,55.540856031128406,53.0
BBIOP2410-24_r_1.5_s_100_BBIOP2410-24,BBIOP2410-24,7308113,738,195,1542,0.0,132.0,41.021400778210115,31.0
BBIOP2407-24_r_1.5_s_100_BBIOP2407-24,BBIOP2407-24,2478533,78,92,1542,0.0,18.0,4.367704280155642,4.0
BBIOP2466-24_r_1.5_s_50_BBIOP2466-24,BBIOP2466-24,9586334,14961,1587,1542,0.0,2507.0,774.9241245136187,667.0
BBIOP2418-24_r_1.5_s_100_BBIOP2418-24,BBIOP2418-24,5134527,190,875,1542,0.0,37.0,11.391050583657588,9.0
BBIOP2434-24_r_1.3_s_50_BBIOP2434-24,BBIOP2434-24,1657969,62,386,1542,0.0,21.0,2.22568093385214,0.0
BBIOP2383-24_r_1.5_s_100_BBIOP2383-24,BBIOP2383-24,3684338,16,93,1542,0.0,5.0,0.8346303501945526,0.0
BBIOP2451-24_r_1.3_s_100_BBIOP2451-24,BBIOP2451-24,2548353,72,1103,1542,0.0,38.0,5.655642023346304,3.0
BBIOP2415-24_r_1.3_s_100_BBIOP2415-24,BBIOP2415-24,11574485,5588,81,1542,0.0,750.0,397.0194552529183,376.5
BBIOP2419-24_r_1.5_s_50_BBIOP2419-24,BBIOP2419-24,7658411,590,399,1542,0.0,67.0,32.07782101167315,33.0
BBIOP2383-24_r_1.3_s_50_BBIOP2383-24,BBIOP2383-24,3684338,44,93,1542,0.0,11.0,2.0486381322957197,1.0
BBIOP2469-24_r_1.5_s_50_BBIOP2469-24,BBIOP2469-24,3768292,133,963,1542,0.0,38.0,4.636186770428016,0.0
