ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
7	14	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	644	1380	Noctuidae,Nymphalidae	BHNHM191-24_r_1_s_50	Brachygalea albolineata	0	BHNHM191-24	1	50	False	False	1670303	132	34	1545	0.0	25.0	5.720388349514563	3.0	Naturalis Biodiversity Center	1	6
7	11	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	566	1098	Noctuidae,Erebidae	BHNHM191-24_r_1_s_100	Brachygalea albolineata	1	BHNHM191-24	1	100	False	False	1670303	60	34	1545	0.0	17.0	3.570873786407767	3.0	Naturalis Biodiversity Center	1	6
3	6	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	426	999	Noctuidae	BHNHM191-24_r_1.3_s_50	Brachygalea albolineata	0	BHNHM191-24	1.3	50	False	False	1670303	114	34	1545	0.0	22.0	4.384466019417475	2.0	Naturalis Biodiversity Center	1	6
2	2	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	274	645	Noctuidae,Crambidae	BHNHM191-24_r_1.3_s_100	Brachygalea albolineata	5	BHNHM191-24	1.3	100	False	False	1670303	46	34	1545	0.0	13.0	2.3941747572815535	0.0	Naturalis Biodiversity Center	1	6
2	2	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	321	918	Noctuidae,Erebidae	BHNHM191-24_r_1.5_s_50	Brachygalea albolineata	0	BHNHM191-24	1.5	50	False	False	1670303	99	34	1545	0.0	22.0	3.7786407766990293	2.0	Naturalis Biodiversity Center	1	6
2	2	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	274	645	Noctuidae,Crambidae	BHNHM191-24_r_1.5_s_100	Brachygalea albolineata	5	BHNHM191-24	1.5	100	False	False	1670303	44	34	1545	0.0	11.0	2.203883495145631	0.0	Naturalis Biodiversity Center	1	6
3	5	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM192-24_r_1_s_50	Brachylomia uralensis	0	BHNHM192-24	1	50	False	False	13369391	897	47	1533	0.0	68.0	36.516634050880626	35.0	Naturalis Biodiversity Center	1	6
3	3	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1521	Noctuidae,Euteliidae	BHNHM192-24_r_1_s_100	Brachylomia uralensis	0	BHNHM192-24	1	100	False	False	13369391	409	47	1533	0.0	50.0	22.074363992172213	20.0	Naturalis Biodiversity Center	1	6
1	1	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1530	Noctuidae	BHNHM192-24_r_1.3_s_50	Brachylomia uralensis	0	BHNHM192-24	1.3	50	False	False	13369391	800	47	1533	0.0	64.0	32.6908023483366	31.0	Naturalis Biodiversity Center	1	6
3	3	data/BGE00148_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Noctuidae	BLAST	family	COI-5P	657	1521	Noctuidae,Euteliidae	BHNHM192-24_r_1.3_s_100	Brachylomia uralensis	0	BHNHM192-24	1.3	100	False	False	13369391	395	47	1533	0.0	48.0	20.83953033268102	20.0	Naturalis Biodiversity Center	1	6
