ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
0	32	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	260	1110	Tephritidae	BGLIB1236-24_r_1_s_50	Tephritis fallax	0	BGLIB1236-24	1	50	False	False	985450	53	54	1533	0.0	16.0	2.4031311154598827	2.0	Naturalis Biodiversity Center	1	6
5	19	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	275	840	Tephritidae	BGLIB1236-24_r_1_s_100	Tephritis fallax	0	BGLIB1236-24	1	100	False	False	985450	16	54	1533	0.0	6.0	1.350293542074364	1.0	Naturalis Biodiversity Center	1	6
0	9	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	153	795	Reduviidae,Tephritidae	BGLIB1236-24_r_1.3_s_50	Tephritis fallax	0	BGLIB1236-24	1.3	50	False	False	985450	32	54	1533	0.0	6.0	1.0176125244618395	1.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	202	390	Reduviidae	BGLIB1236-24_r_1.3_s_100	Tephritis fallax	0	BGLIB1236-24	1.3	100	False	False	985450	6	54	1533	0.0	2.0	0.33268101761252444	0.0	Naturalis Biodiversity Center	1	6
0	9	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	209	759	Reduviidae,Tephritidae	BGLIB1236-24_r_1.5_s_50	Tephritis fallax	0	BGLIB1236-24	1.5	50	False	False	985450	26	54	1533	0.0	4.0	0.8767123287671232	0.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	202	390	Reduviidae	BGLIB1236-24_r_1.5_s_100	Tephritis fallax	0	BGLIB1236-24	1.5	100	False	False	985450	6	54	1533	0.0	2.0	0.33268101761252444	0.0	Naturalis Biodiversity Center	1	6
10	35	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	547	1056	Tettigoniidae,Perlidae,Ninidae,Ulidiidae,Vespidae	BGLIB1237-24_r_1_s_50	Tephritis hendeliana	0	BGLIB1237-24	1	50	False	False	391538	48	145	1533	0.0	15.0	4.60665362035225	4.0	Naturalis Biodiversity Center	1	6
3	27	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	547	1017	Tettigoniidae,Acrididae,Perlidae,Ninidae,Ulidiidae,Vespidae	BGLIB1237-24_r_1_s_100	Tephritis hendeliana	0	BGLIB1237-24	1	100	False	False	391538	38	145	1533	0.0	13.0	4.305283757338552	3.0	Naturalis Biodiversity Center	1	6
13	13	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	284	495	Tettigoniidae,Reduviidae,Vespidae	BGLIB1237-24_r_1.3_s_50	Tephritis hendeliana	0	BGLIB1237-24	1.3	50	False	False	391538	10	145	1533	0.0	7.0	0.7886497064579256	0.0	Naturalis Biodiversity Center	1	6
1	1	data/BGE00415_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tephritidae	BLAST	family	COI-5P	284	456	Tettigoniidae,Reduviidae,Ulidiidae,Vespidae	BGLIB1237-24_r_1.3_s_100	Tephritis hendeliana	0	BGLIB1237-24	1.3	100	False	False	391538	6	145	1533	0.0	5.0	0.6673189823874756	0.0	Naturalis Biodiversity Center	1	6
