Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGENL2652-24_r_1.5_s_100_BGENL2652-24,BGENL2652-24,12082783,2322,487,1536,0.0,348.0,209.388671875,220.0
BGENL2642-24_r_1.5_s_100_BGENL2642-24,BGENL2642-24,10831364,1220,14,1536,0.0,178.0,99.85546875,110.0
BGENL2654-24_r_1.3_s_50_BGENL2654-24,BGENL2654-24,3831993,121,18,1536,0.0,22.0,7.65625,7.0
BGENL2629-24_r_1.5_s_100_BGENL2629-24,BGENL2629-24,11068140,1900,37,1563,0.0,484.0,145.26871401151632,146.0
BGENL2579-24_r_1_s_50_BGENL2579-24,BGENL2579-24,3783927,1532,49,1545,55.0,145.0,96.1378640776699,94.0
BGENL2569-24_r_1.3_s_100_BGENL2569-24,BGENL2569-24,3641544,891,223,1545,19.0,88.0,58.30485436893204,58.0
BGENL2634-24_r_1_s_50_BGENL2634-24,BGENL2634-24,8620866,619,394,1536,0.0,65.0,46.107421875,48.0
BGENL2603-24_r_1.5_s_100_BGENL2603-24,BGENL2603-24,6508617,1320,48,1551,0.0,170.0,117.68665377176015,125.0
BGENL2615-24_r_1_s_100_BGENL2615-24,BGENL2615-24,2387992,1144,87,1551,0.0,148.0,70.62862669245648,70.0
BGENL2608-24_r_1.3_s_50_BGENL2608-24,BGENL2608-24,7581569,308,159,1551,0.0,46.0,22.292069632495163,22.0
BGENL2577-24_r_1.5_s_50_BGENL2577-24,BGENL2577-24,3728209,813,110,1545,14.0,69.0,44.18252427184466,45.0
BGENL2595-24_r_1.3_s_50_BGENL2595-24,BGENL2595-24,7822292,811,53,1551,0.0,105.0,71.92263056092844,73.0
BGENL2570-24_r_1.3_s_100_BGENL2570-24,BGENL2570-24,5621595,1557,140,1545,35.0,142.0,104.49320388349514,107.0
BGENL2628-24_r_1.5_s_50_BGENL2628-24,BGENL2628-24,8766486,102343,77142,1563,0.0,25967.0,8646.537428023033,10404.0
BGENL2638-24_r_1.3_s_100_BGENL2638-24,BGENL2638-24,3555440,384,227,1536,0.0,54.0,26.0859375,26.0
BGENL2611-24_r_1.5_s_50_BGENL2611-24,BGENL2611-24,5197845,554,7,1551,0.0,92.0,32.05996131528046,29.0
BGENL2648-24_r_1.5_s_50_BGENL2648-24,BGENL2648-24,10008730,855,395,1536,0.0,138.0,61.75390625,66.0
BGENL2613-24_r_1_s_100_BGENL2613-24,BGENL2613-24,4843092,62,8,1551,0.0,13.0,3.4448742746615086,3.0
BGENL2645-24_r_1.5_s_100_BGENL2645-24,BGENL2645-24,6906499,1552,27,1536,0.0,250.0,123.892578125,131.0
BGENL2631-24_r_1.3_s_50_BGENL2631-24,BGENL2631-24,4267718,1226,2,1536,0.0,151.0,92.017578125,91.0
BGENL2605-24_r_1.3_s_100_BGENL2605-24,BGENL2605-24,7707525,1593,1512,1551,0.0,225.0,140.4854932301741,137.0
BGENL2588-24_r_1.5_s_50_BGENL2588-24,BGENL2588-24,6213891,739,613,1551,0.0,87.0,51.3926499032882,55.0
BGENL2568-24_r_1.5_s_50_BGENL2568-24,BGENL2568-24,1845093,3962,227,1545,198.0,362.0,268.61941747572814,269.0
BGENL2628-24_r_1_s_50_BGENL2628-24,BGENL2628-24,8766486,177597,77142,1563,0.0,26437.0,14464.042226487523,14674.0
BGENL2634-24_r_1.5_s_100_BGENL2634-24,BGENL2634-24,8620866,464,394,1536,0.0,59.0,38.08203125,42.0
BGENL2641-24_r_1.3_s_50_BGENL2641-24,BGENL2641-24,8466902,2773,445,1536,91.0,297.0,172.373046875,170.0
BGENL2640-24_r_1_s_50_BGENL2640-24,BGENL2640-24,5754198,804,7,1536,23.0,107.0,53.025390625,48.0
BGENL2614-24_r_1_s_100_BGENL2614-24,BGENL2614-24,4405546,320,17,1551,0.0,51.0,27.802707930367504,28.0
BGENL2617-24_r_1_s_100_BGENL2617-24,BGENL2617-24,4677114,448,4,1551,0.0,55.0,33.71566731141199,35.0
BGENL2583-24_r_1_s_50_BGENL2583-24,BGENL2583-24,5744588,1504,206,1545,56.0,146.0,97.64271844660195,96.0
BGENL2640-24_r_1.5_s_100_BGENL2640-24,BGENL2640-24,5754198,630,7,1536,22.0,91.0,47.462890625,42.0
BGENL2587-24_r_1.3_s_100_BGENL2587-24,BGENL2587-24,7965070,736,181,1551,0.0,105.0,64.30754352030948,64.0
BGENL2639-24_r_1.3_s_50_BGENL2639-24,BGENL2639-24,3345785,307,177,1536,8.0,42.0,21.337890625,20.0
BGENL2627-24_r_1.5_s_50_BGENL2627-24,BGENL2627-24,1115560,11520,1180,1563,0.0,3299.0,744.084452975048,704.0
BGENL2614-24_r_1.3_s_100_BGENL2614-24,BGENL2614-24,4405546,319,17,1551,0.0,51.0,27.740812379110253,28.0
BGENL2567-24_r_1.3_s_100_BGENL2567-24,BGENL2567-24,3826648,366,195,1545,8.0,47.0,27.52621359223301,28.0
BGENL2603-24_r_1_s_50_BGENL2603-24,BGENL2603-24,6508617,1986,48,1551,2.0,490.0,143.22630560928434,138.0
BGENL2643-24_r_1.5_s_50_BGENL2643-24,BGENL2643-24,13834078,3252,651,1536,0.0,480.0,311.462890625,349.5
