ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s
2	18	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	336	825	Phlaeothripidae,Dytiscidae,Agromyzidae,Lycaenidae,Chrysopidae	UNIFI571-24_r_1_s_50	Anthaxia tenella	0	UNIFI571-24	1	50
0	13	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	336	825	Dytiscidae,Carabidae,Scarabaeidae,Curculionidae,Latridiidae,Nymphidae	UNIFI571-24_r_1_s_100	Anthaxia tenella	0	UNIFI571-24	1	100
3	5	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	336	468	Phlaeothripidae,Dytiscidae,Agromyzidae,Lycaenidae,Chrysopidae	UNIFI571-24_r_1.3_s_50	Anthaxia tenella	0	UNIFI571-24	1.3	50
1	3	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	336	426	Dytiscidae,Carabidae,Staphylinidae,Latridiidae	UNIFI571-24_r_1.3_s_100	Anthaxia tenella	0	UNIFI571-24	1.3	100
11	14	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	336	405	Scarabaeidae,Erebidae	UNIFI571-24_r_1.5_s_50	Anthaxia tenella	0	UNIFI571-24	1.5	50
11	14	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	336	405	Scarabaeidae,Erebidae	UNIFI571-24_r_1.5_s_100	Anthaxia tenella	0	UNIFI571-24	1.5	100
27	29	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	545	831	Acrididae,Tristiridae,Hydrophilidae,Ptinidae,Syrphidae,Drosophilidae,Panorpidae	UNIFI572-24_r_1_s_50	Anthaxia tenella	0	UNIFI572-24	1	50
29	31	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	427	744	Scarabaeidae,Buprestidae,Elateridae	UNIFI572-24_r_1_s_100	Anthaxia tenella	0	UNIFI572-24	1	100
20	22	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	378	603	Dytiscidae,Carabidae,Scarabaeidae,Syrphidae,Drosophilidae,Panorpidae	UNIFI572-24_r_1.3_s_50	Anthaxia tenella	0	UNIFI572-24	1.3	50
24	26	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	336	495	Dytiscidae,Carabidae	UNIFI572-24_r_1.3_s_100	Anthaxia tenella	0	UNIFI572-24	1.3	100
38	40	data/BGE00427_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Buprestidae	BLAST	family	COI-5P	378	492	Syrphidae,Limacodidae,Saturniidae,Crambidae,Hesperiidae,Prodoxidae	UNIFI572-24_r_1.5_s_50	Anthaxia tenella	0	UNIFI572-24	1.5	50
