ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Haliplidae	BLAST	family	COI-5P	657	1569	Dytiscidae,Carabidae,Haliplidae	BGENL286-23_r_1_s_50	Haliplus varius	0	BGENL286-23	1	50	False	False	13088822	1840	265	1569	29.0	147.0	73.77820267686424	71.0
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Haliplidae	BLAST	family	COI-5P	657	1569	Dytiscidae,Carabidae,Haliplidae	BGENL286-23_r_1_s_100	Haliplus varius	0	BGENL286-23	1	100	False	False	13088822	878	265	1569	9.0	80.0	44.653919694072655	45.0
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Haliplidae	BLAST	family	COI-5P	657	1569	Dytiscidae,Carabidae,Haliplidae	BGENL286-23_r_1.3_s_50	Haliplus varius	0	BGENL286-23	1.3	50	False	False	13088822	1754	265	1569	29.0	144.0	70.8432122370937	68.0
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Haliplidae	BLAST	family	COI-5P	657	1569	Dytiscidae,Carabidae,Haliplidae	BGENL286-23_r_1.3_s_100	Haliplus varius	0	BGENL286-23	1.3	100	False	False	13088822	877	265	1569	9.0	79.0	44.602294455066925	45.0
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Haliplidae	BLAST	family	COI-5P	657	1569	Dytiscidae,Carabidae,Haliplidae	BGENL286-23_r_1.5_s_50	Haliplus varius	0	BGENL286-23	1.5	50	False	False	13088822	1646	265	1569	14.0	140.0	66.59847036328871	64.0
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Haliplidae	BLAST	family	COI-5P	657	1569	Dytiscidae,Carabidae,Haliplidae	BGENL286-23_r_1.5_s_100	Haliplus varius	0	BGENL286-23	1.5	100	False	False	13088822	839	265	1569	9.0	79.0	42.64244741873805	43.0
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dytiscidae	BLAST	family	COI-5P	656	1572	Dytiscidae	BGENL287-23_r_1_s_50	Hygrotus parallelogrammus	0	BGENL287-23	1	50	False	False	4523926	2602	87	1572	66.0	263.0	136.5381679389313	130.0
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dytiscidae	BLAST	family	COI-5P	656	1572	Dytiscidae	BGENL287-23_r_1_s_100	Hygrotus parallelogrammus	0	BGENL287-23	1	100	False	False	4523926	1747	87	1572	54.0	186.0	111.06679389312977	108.0
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dytiscidae	BLAST	family	COI-5P	656	1572	Dytiscidae	BGENL287-23_r_1.3_s_50	Hygrotus parallelogrammus	0	BGENL287-23	1.3	50	False	False	4523926	2540	87	1572	62.0	261.0	133.78053435114504	127.0
0	0	data/BGE00168_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dytiscidae	BLAST	family	COI-5P	656	1572	Dytiscidae	BGENL287-23_r_1.3_s_100	Hygrotus parallelogrammus	0	BGENL287-23	1.3	100	False	False	4523926	1730	87	1572	54.0	184.0	109.9026717557252	106.5
