Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGENL1157-24_r_1_s_50_BGENL1157-24,BGENL1157-24,3913575,57075,211,1530,3043.0,5902.0,4178.084313725491,4068.0
BGENL1173-24_r_1_s_100_BGENL1173-24,BGENL1173-24,1304706,36,93,1542,0.0,13.0,2.8054474708171204,2.0
BGENL1158-24_r_1.5_s_100_BGENL1158-24,BGENL1158-24,8233601,11573,230,1530,327.0,1249.0,861.4176470588235,870.0
BGENL1217-24_r_1_s_100_BGENL1217-24,BGENL1217-24,4937928,9602,1227,1530,214.0,865.0,623.3490196078432,631.0
BGENL1151-24_r_1.5_s_50_BGENL1151-24,BGENL1151-24,3553722,32,214,1539,0.0,10.0,1.557504873294347,0.0
BGENL1231-24_r_1.5_s_100_BGENL1231-24,BGENL1231-24,7887237,34901,904,1530,325.0,3728.0,1956.6921568627452,1868.5
BGENL1163-24_r_1_s_50_BGENL1163-24,BGENL1163-24,4032098,5544,433,1530,51.0,604.0,244.76666666666668,209.5
BGENL1217-24_r_1.3_s_100_BGENL1217-24,BGENL1217-24,4937928,9282,1227,1530,213.0,833.0,598.7549019607843,621.0
BGENL1161-24_r_1_s_100_BGENL1161-24,BGENL1161-24,3616290,222,271,1530,0.0,58.0,16.68235294117647,12.0
BGENL1212-24_r_1.3_s_100_BGENL1212-24,BGENL1212-24,13883434,13943,112,1542,1.0,1498.0,893.1673151750973,877.0
BGENL1185-24_r_1.3_s_50_BGENL1185-24,BGENL1185-24,39926070,10475,356,1530,276.0,768.0,492.38039215686274,483.5
BGENL1194-24_r_1_s_50_BGENL1194-24,BGENL1194-24,9251847,6118,376,1542,112.0,717.0,293.6575875486381,260.5
BGENL1224-24_r_1_s_50_BGENL1224-24,BGENL1224-24,902481,111,179,1530,0.0,38.0,7.4411764705882355,6.0
BGENL1190-24_r_1.3_s_100_BGENL1190-24,BGENL1190-24,6269928,941,1794,1542,12.0,139.0,56.1284046692607,54.0
BGENL1170-24_r_1.3_s_100_BGENL1170-24,BGENL1170-24,2447271,21,257,1542,0.0,21.0,1.2879377431906616,0.0
BGENL1170-24_r_1.3_s_50_BGENL1170-24,BGENL1170-24,2447271,65,257,1542,0.0,22.0,2.3190661478599224,0.0
BGENL1169-24_r_1.3_s_50_BGENL1169-24,BGENL1169-24,2283353,80,372,1542,0.0,22.0,3.7431906614785992,0.0
BGENL1209-24_r_1.5_s_50_BGENL1209-24,BGENL1209-24,4916626,313,1285,1542,0.0,50.0,13.058365758754864,12.0
BGENL1194-24_r_1.5_s_100_BGENL1194-24,BGENL1194-24,9251847,2969,376,1542,0.0,496.0,163.3501945525292,146.0
BGENL1172-24_r_1_s_50_BGENL1172-24,BGENL1172-24,430872,86,70,1542,0.0,26.0,5.167315175097277,5.0
BGENL1158-24_r_1.5_s_50_BGENL1158-24,BGENL1158-24,8233601,12961,230,1530,327.0,1321.0,902.6058823529412,899.5
BGENL1172-24_r_1.3_s_50_BGENL1172-24,BGENL1172-24,430872,28,70,1542,0.0,12.0,1.2918287937743191,0.0
BGENL1145-24_r_1.5_s_50_BGENL1145-24,BGENL1145-24,2787034,98,115,1539,0.0,66.0,5.639376218323587,0.0
BGENL1201-24_r_1_s_100_BGENL1201-24,BGENL1201-24,4423078,323,653,1542,0.0,94.0,25.992217898832685,23.0
