Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BBIOP2160-24_r_1_s_50_BBIOP2160-24,BBIOP2160-24,13143891,6912,1826,1539,0.0,741.0,364.66861598440545,331.0
BBIOP2140-24_r_1.5_s_50_BBIOP2140-24,BBIOP2140-24,7896873,829,520,1539,0.0,112.0,43.748538011695906,40.0
BBIOP2148-24_r_1.5_s_50_BBIOP2148-24,BBIOP2148-24,16377876,6331,1054,1539,0.0,911.0,471.86159844054583,501.0
BBIOP2130-24_r_1_s_100_BBIOP2130-24,BBIOP2130-24,12773481,9078,2145,1539,1.0,1315.0,527.0662768031189,492.0
BBIOP2121-24_r_1.5_s_100_BBIOP2121-24,BBIOP2121-24,12348312,1070,87,1539,0.0,233.0,57.87329434697856,43.0
BBIOP2138-24_r_1.5_s_50_BBIOP2138-24,BBIOP2138-24,12282946,1653,953,1539,1.0,192.0,107.37037037037037,109.0
BBIOP2140-24_r_1.3_s_100_BBIOP2140-24,BBIOP2140-24,7896873,753,520,1539,0.0,95.0,45.32943469785575,40.0
BBIOP2118-24_r_1.5_s_100_BBIOP2118-24,BBIOP2118-24,12854575,279,168,1539,0.0,48.0,15.31578947368421,12.0
BBIOP2172-24_r_1_s_100_BBIOP2172-24,BBIOP2172-24,14778818,1640,643,1539,0.0,425.0,102.69590643274854,66.0
BBIOP2167-24_r_1_s_50_BBIOP2167-24,BBIOP2167-24,9624567,1736,2014,1539,0.0,217.0,96.76413255360623,95.0
BBIOP2157-24_r_1.3_s_50_BBIOP2157-24,BBIOP2157-24,13183658,3808,851,1539,0.0,659.0,268.3099415204678,248.0
BBIOP2157-24_r_1_s_100_BBIOP2157-24,BBIOP2157-24,13183658,3675,851,1539,0.0,654.0,285.48732943469787,255.0
BBIOP2183-24_r_1.5_s_50_BBIOP2183-24,BBIOP2183-24,13627143,2549,2083,1539,12.0,337.0,171.67641325536061,170.0
BBIOP2105-24_r_1.3_s_50_BBIOP2105-24,BBIOP2105-24,10454098,1275,185,1539,26.0,171.0,64.57115009746589,61.0
