ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
5	11	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL1426-24_r_1_s_50	Andrena monacha	0	BGENL1426-24	1	50	False	False	18468023	1168	816	1545	43.0	134.0	70.03883495145631	69.0
4	10	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1545	Andrenidae	BGENL1426-24_r_1_s_100	Andrena monacha	0	BGENL1426-24	1	100	False	False	18468023	849	816	1545	28.0	95.0	60.27378640776699	60.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1426-24_r_1.3_s_50	Andrena monacha	0	BGENL1426-24	1.3	50	False	False	18468023	1009	816	1545	36.0	98.0	60.73009708737864	61.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1426-24_r_1.3_s_100	Andrena monacha	0	BGENL1426-24	1.3	100	False	False	18468023	777	816	1545	28.0	85.0	53.852427184466016	54.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1426-24_r_1.5_s_50	Andrena monacha	0	BGENL1426-24	1.5	50	False	False	18468023	897	816	1545	28.0	88.0	55.054368932038834	55.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1426-24_r_1.5_s_100	Andrena monacha	0	BGENL1426-24	1.5	100	False	False	18468023	724	816	1545	27.0	80.0	49.970873786407765	50.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1_s_50	Andrena monacha	0	BGENL1427-24	1	50	False	False	16220140	1374	304	1545	28.0	123.0	74.4116504854369	73.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1_s_100	Andrena monacha	0	BGENL1427-24	1	100	False	False	16220140	975	304	1545	25.0	100.0	62.40582524271845	59.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1.3_s_50	Andrena monacha	0	BGENL1427-24	1.3	50	False	False	16220140	1271	304	1545	28.0	115.0	68.38252427184466	68.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1.3_s_100	Andrena monacha	0	BGENL1427-24	1.3	100	False	False	16220140	928	304	1545	25.0	93.0	58.314563106796115	57.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1.5_s_50	Andrena monacha	0	BGENL1427-24	1.5	50	False	False	16220140	1182	304	1545	24.0	100.0	64.42330097087378	65.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1545	Andrenidae	BGENL1427-24_r_1.5_s_100	Andrena monacha	0	BGENL1427-24	1.5	100	False	False	16220140	894	304	1545	24.0	87.0	55.953398058252425	56.0
0	14	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1_s_50	Andrena monacha	0	BGENL1428-24	1	50	False	False	12891276	584	74	1545	0.0	87.0	26.506796116504855	24.0
1	15	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1_s_100	Andrena monacha	0	BGENL1428-24	1	100	False	False	12891276	313	74	1545	0.0	46.0	18.732038834951457	18.0
0	1	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1.3_s_50	Andrena monacha	0	BGENL1428-24	1.3	50	False	False	12891276	508	74	1545	0.0	76.0	22.45631067961165	20.0
0	1	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1.3_s_100	Andrena monacha	0	BGENL1428-24	1.3	100	False	False	12891276	284	74	1545	0.0	44.0	16.287378640776698	15.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1.5_s_50	Andrena monacha	0	BGENL1428-24	1.5	50	False	False	12891276	426	74	1545	0.0	50.0	19.434951456310678	17.0
0	1	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	657	1542	Andrenidae	BGENL1428-24_r_1.5_s_100	Andrena monacha	0	BGENL1428-24	1.5	100	False	False	12891276	264	74	1545	0.0	43.0	14.920388349514564	13.0
0	0	data/BGE00187_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Andrenidae	BLAST	family	COI-5P	656	1542	Andrenidae	BGENL1429-24_r_1_s_50	Andrena urdula	0	BGENL1429-24	1	50	False	False	12640301	5290	1494	1545	0.0	482.0	322.90291262135923	317.0
