ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
68	131	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	656	1530	Dolichopodidae,Hybotidae,Drosophilidae,Ulidiidae	BGENL476-23_r_1_s_50	Sciapus nervosus	0	BGENL476-23	1	50	False	False	4053942	444	45	1530	4.0	49.0	22.827450980392157	21.0
67	99	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	654	1509	Kalotermitidae,Tettigoniidae,Ninidae,Elmidae,Empididae,Dolichopodidae,Ulidiidae,Vespidae	BGENL476-23_r_1_s_100	Sciapus nervosus	0	BGENL476-23	1	100	False	False	4053942	236	45	1530	0.0	41.0	16.150980392156864	16.0
27	46	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	656	1524	Therevidae,Dolichopodidae,Hybotidae	BGENL476-23_r_1.3_s_50	Sciapus nervosus	0	BGENL476-23	1.3	50	False	False	4053942	325	45	1530	0.0	34.0	13.91764705882353	13.0
16	27	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	656	1458	Bombyliidae,Dolichopodidae,Hybotidae,Phoridae,Tephritidae,Ulidiidae	BGENL476-23_r_1.3_s_100	Sciapus nervosus	0	BGENL476-23	1.3	100	False	False	4053942	151	45	1530	0.0	30.0	8.741176470588234	6.0
13	17	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	656	1524	Therevidae,Dolichopodidae,Hybotidae	BGENL476-23_r_1.5_s_50	Sciapus nervosus	0	BGENL476-23	1.5	50	False	False	4053942	255	45	1530	0.0	26.0	10.476470588235294	10.0
8	28	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	656	1428	Dolichopodidae,Hybotidae,Tephritidae	BGENL476-23_r_1.5_s_100	Sciapus nervosus	0	BGENL476-23	1.5	100	False	False	4053942	127	45	1530	0.0	24.0	6.803921568627451	4.0
30	53	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	611	1407	Tetrigidae,Acrididae,Reduviidae	BGENL477-23_r_1_s_50	Sciapus nervosus	0	BGENL477-23	1	50	False	False	1557405	204	124	1530	0.0	33.0	11.443137254901961	10.0
29	39	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	605	1335	Tettigoniidae,Acrididae,Reduviidae,Ulidiidae,Vespidae	BGENL477-23_r_1_s_100	Sciapus nervosus	0	BGENL477-23	1	100	False	False	1557405	104	124	1530	0.0	25.0	7.970588235294118	6.0
8	23	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	512	1218	Tettigoniidae,Acrididae,Staphylinidae,Syrphidae,Tephritidae,Vespidae	BGENL477-23_r_1.3_s_50	Sciapus nervosus	0	BGENL477-23	1.3	50	False	False	1557405	132	124	1530	0.0	24.0	5.86078431372549	4.0
8	8	data/BGE00174_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Dolichopodidae	BLAST	family	COI-5P	255	840	Tettigoniidae,Acrididae,Reduviidae,Staphylinidae,Syrphidae,Tephritidae,Vespidae,Corydalidae	BGENL477-23_r_1.3_s_100	Sciapus nervosus	0	BGENL477-23	1.3	100	False	False	1557405	50	124	1530	0.0	15.0	3.176470588235294	2.0
