ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
33	88	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	656	1530	Tortricidae,Sphingidae,Noctuidae,Nolidae,Crambidae	BGSNL2091-24_r_1_s_50	Cosmopterix parietariae	0	BGSNL2091-24	1	50	False	False	12641202	2081	1126	1530	16.0	188.0	84.13725490196079	90.0	Naturalis Biodiversity Center	1	6
34	107	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	656	1530	Cosmopterigidae	BGSNL2091-24_r_1_s_100	Cosmopterix parietariae	0	BGSNL2091-24	1	100	False	False	12641202	615	1126	1530	7.0	83.0	38.35098039215686	37.0	Naturalis Biodiversity Center	1	6
7	25	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	657	1530	Sphingidae	BGSNL2091-24_r_1.3_s_50	Cosmopterix parietariae	0	BGSNL2091-24	1.3	50	False	False	12641202	1802	1126	1530	9.0	174.0	65.61764705882354	63.0	Naturalis Biodiversity Center	1	6
17	31	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	657	1530	Sphingidae,Noctuidae,Nolidae,Pyralidae,Crambidae	BGSNL2091-24_r_1.3_s_100	Cosmopterix parietariae	0	BGSNL2091-24	1.3	100	False	False	12641202	491	1126	1530	2.0	51.0	25.401960784313726	24.0	Naturalis Biodiversity Center	1	6
2	9	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	654	1527	Oecophoridae,Depressariidae,Nolidae,Papilionidae,Crambidae	BGSNL2091-24_r_1.5_s_50	Cosmopterix parietariae	0	BGSNL2091-24	1.5	50	False	False	12641202	1351	1126	1530	0.0	103.0	48.8156862745098	46.5	Naturalis Biodiversity Center	1	6
9	14	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	630	1503	Autostichidae,Depressariidae,Erebidae,Crambidae	BGSNL2091-24_r_1.5_s_100	Cosmopterix parietariae	0	BGSNL2091-24	1.5	100	False	False	12641202	428	1126	1530	0.0	51.0	21.341176470588234	20.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	657	1530	Scarabaeidae	BGSNL2092-24_r_1_s_50	Eteobalea alypella	0	BGSNL2092-24	1	50	False	False	9569171	6181	1144	1530	15.0	942.0	307.8156862745098	237.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	657	1530	Scarabaeidae	BGSNL2092-24_r_1_s_100	Eteobalea alypella	0	BGSNL2092-24	1	100	False	False	9569171	3469	1144	1530	7.0	589.0	219.15490196078431	186.0	Naturalis Biodiversity Center	1	6
0	1	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Scarabaeidae	BGSNL2092-24_r_1.3_s_50	Eteobalea alypella	0	BGSNL2092-24	1.3	50	False	False	9569171	5513	1144	1530	10.0	936.0	271.7450980392157	225.5	Naturalis Biodiversity Center	1	6
0	1	data/BGE00315_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cosmopterigidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Scarabaeidae	BGSNL2092-24_r_1.3_s_100	Eteobalea alypella	0	BGSNL2092-24	1.3	100	False	False	9569171	3236	1144	1530	7.0	527.0	200.78235294117647	172.0	Naturalis Biodiversity Center	1	6
