Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BHNHM427-24_r_1.5_s_50_BHNHM427-24,BHNHM427-24,9514987,3100,506,1545,0.0,277.0,158.97669902912622,155.0
BHNHM417-24_r_1.5_s_50_BHNHM417-24,BHNHM417-24,1656068,70,18,1545,0.0,19.0,3.774757281553398,3.0
BHNHM404-24_r_1_s_50_BHNHM404-24,BHNHM404-24,10779375,638,241,1545,9.0,103.0,34.56504854368932,32.0
BHNHM453-24_r_1.5_s_100_BHNHM453-24,BHNHM453-24,5636916,63,6,1533,0.0,12.0,3.771037181996086,3.0
BHNHM409-24_r_1_s_100_BHNHM409-24,BHNHM409-24,15664966,333,9,1533,0.0,47.0,21.20939334637965,20.0
BHNHM441-24_r_1.3_s_100_BHNHM441-24,BHNHM441-24,14040405,1589,621,1533,0.0,184.0,126.16829745596868,128.0
BHNHM401-24_r_1.3_s_50_BHNHM401-24,BHNHM401-24,16169558,610,32,1545,0.0,63.0,33.49126213592233,32.0
BHNHM471-24_r_1.5_s_50_BHNHM471-24,BHNHM471-24,7613094,1868,344,1545,2.0,163.0,103.91844660194175,102.0
BHNHM423-24_r_1.5_s_100_BHNHM423-24,BHNHM423-24,14051437,856,29,1545,0.0,112.0,66.38058252427184,62.0
BHNHM397-24_r_1.5_s_50_BHNHM397-24,BHNHM397-24,11714923,2947,641,1533,0.0,310.0,180.11937377690802,175.0
BHNHM439-24_r_1_s_50_BHNHM439-24,BHNHM439-24,5190696,206,16,1545,0.0,22.0,8.246601941747572,8.0
BHNHM381-24_r_1_s_100_BHNHM381-24,BHNHM381-24,9044175,162,272,1545,0.0,50.0,12.751456310679611,6.0
BHNHM385-24_r_1.3_s_50_BHNHM385-24,BHNHM385-24,18003495,2301,601,1533,87.0,264.0,155.91585127201566,155.0
BHNHM411-24_r_1_s_50_BHNHM411-24,BHNHM411-24,9274186,341,13,1545,0.0,48.0,15.407766990291263,14.0
BHNHM394-24_r_1.3_s_50_BHNHM394-24,BHNHM394-24,11996962,2437,670,1533,1.0,237.0,148.3385518590998,151.0
BHNHM427-24_r_1_s_50_BHNHM427-24,BHNHM427-24,9514987,3392,506,1545,4.0,292.0,172.6970873786408,168.0
BHNHM455-24_r_1.5_s_100_BHNHM455-24,BHNHM455-24,17094241,530,2053,1545,0.0,92.0,40.19417475728155,37.0
BHNHM420-24_r_1.3_s_100_BHNHM420-24,BHNHM420-24,5325346,155,175,1545,0.0,46.0,10.512621359223301,8.0
BHNHM458-24_r_1.3_s_50_BHNHM458-24,BHNHM458-24,14454917,577,402,1533,14.0,71.0,35.87671232876713,34.0
BHNHM406-24_r_1_s_100_BHNHM406-24,BHNHM406-24,13385943,412,463,1545,0.0,48.0,32.25436893203884,33.0
BHNHM396-24_r_1_s_50_BHNHM396-24,BHNHM396-24,16384815,3688,1400,1533,0.0,395.0,258.95303326810176,263.0
BHNHM401-24_r_1_s_50_BHNHM401-24,BHNHM401-24,16169558,897,32,1545,2.0,219.0,42.50097087378641,38.0
BHNHM432-24_r_1_s_100_BHNHM432-24,BHNHM432-24,8985810,209,115,1533,2.0,35.0,13.166340508806263,12.0
BHNHM388-24_r_1.5_s_50_BHNHM388-24,BHNHM388-24,11771886,1494,459,1533,46.0,137.0,90.17416829745596,91.0
BHNHM426-24_r_1_s_100_BHNHM426-24,BHNHM426-24,12832266,3486,325,1545,0.0,320.0,238.81941747572816,239.0
BHNHM402-24_r_1.5_s_100_BHNHM402-24,BHNHM402-24,9275643,1289,266,1545,0.0,153.0,91.70679611650485,90.0
BHNHM438-24_r_1_s_50_BHNHM438-24,BHNHM438-24,9138499,5460,158,1545,0.0,493.0,331.06796116504853,318.0
BHNHM458-24_r_1.3_s_100_BHNHM458-24,BHNHM458-24,14454917,455,402,1533,14.0,61.0,32.403131115459885,31.0
BHNHM391-24_r_1_s_50_BHNHM391-24,BHNHM391-24,9666013,1168,15,1533,16.0,89.0,48.04696673189824,46.0
BHNHM436-24_r_1_s_50_BHNHM436-24,BHNHM436-24,8261198,367,100,1533,4.0,35.0,15.814090019569472,16.0
BHNHM472-24_r_1.3_s_50_BHNHM472-24,BHNHM472-24,8844303,634,287,1545,0.0,76.0,31.56116504854369,29.0
BHNHM474-24_r_1_s_100_BHNHM474-24,BHNHM474-24,11551466,1112,268,1545,0.0,141.0,76.21165048543689,74.0
BHNHM394-24_r_1.5_s_50_BHNHM394-24,BHNHM394-24,11996962,2261,670,1533,1.0,233.0,140.53033268101763,140.0
BHNHM409-24_r_1.5_s_50_BHNHM409-24,BHNHM409-24,15664966,425,9,1533,0.0,59.0,22.747553816046967,20.0
