ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge
44	78	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	647	1362	Aeshnidae,Reduviidae,Dytiscidae,Culicidae,Cosmopterigidae,Nymphalidae,Crambidae	BGENL1141-24_r_1_s_50	Abraeus perpusillus	0	BGENL1141-24	1	50	False	False
32	45	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	589	1317	Membracidae,Chrysomelidae,Tachinidae,Gracillariidae	BGENL1141-24_r_1_s_100	Abraeus perpusillus	0	BGENL1141-24	1	100	False	False
35	37	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	528	1104	Acrididae,Reduviidae,Dytiscidae,Tachinidae,Tortricidae,Nymphalidae,Crambidae	BGENL1141-24_r_1.3_s_50	Abraeus perpusillus	0	BGENL1141-24	1.3	50	False	False
26	27	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	508	966	Mantidae,Acrididae,Cicadellidae,Staphylinidae,Curculionidae,Streblidae,Tortricidae	BGENL1141-24_r_1.3_s_100	Abraeus perpusillus	0	BGENL1141-24	1.3	100	False	False
9	10	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	143	348	Reduviidae,Chrysomelidae,Vespidae	BGENL1141-24_r_1.5_s_50	Abraeus perpusillus	0	BGENL1141-24	1.5	50	False	False
9	10	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	121	246	Reduviidae,Chrysomelidae,Nycteribiidae	BGENL1141-24_r_1.5_s_100	Abraeus perpusillus	0	BGENL1141-24	1.5	100	False	False
2	19	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	611	1239	Tettigoniidae,Ulidiidae,Vespidae	BGENL1142-24_r_1_s_50	Abraeus perpusillus	0	BGENL1142-24	1	50	False	False
3	21	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	279	969		BGENL1142-24_r_1_s_100	Abraeus perpusillus	0	BGENL1142-24	1	100	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	228	657	Coccinellidae	BGENL1142-24_r_1.3_s_50	Abraeus perpusillus	0	BGENL1142-24	1.3	50	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	155	393	Coccinellidae	BGENL1142-24_r_1.3_s_100	Abraeus perpusillus	0	BGENL1142-24	1.3	100	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	32	246	Reduviidae	BGENL1142-24_r_1.5_s_50	Abraeus perpusillus	0	BGENL1142-24	1.5	50	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	32	147	Reduviidae	BGENL1142-24_r_1.5_s_100	Abraeus perpusillus	0	BGENL1142-24	1.5	100	False	False
26	42	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	613	1356	Histeridae,Tenebrionidae	BGENL1143-24_r_1_s_50	Abraeus perpusillus	0	BGENL1143-24	1	50	False	False
1	9	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	612	1284	Histeridae,Tenebrionidae,Curculionidae,Ptinidae	BGENL1143-24_r_1_s_100	Abraeus perpusillus	0	BGENL1143-24	1	100	False	False
3	11	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	592	1068	Dytiscidae,Histeridae	BGENL1143-24_r_1.3_s_50	Abraeus perpusillus	0	BGENL1143-24	1.3	50	False	False
1	1	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	546	783	Dytiscidae,Staphylinidae,Buprestidae,Melandryidae	BGENL1143-24_r_1.3_s_100	Abraeus perpusillus	0	BGENL1143-24	1.3	100	False	False
7	7	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	527	924	Dytiscidae,Histeridae,Dermestidae	BGENL1143-24_r_1.5_s_50	Abraeus perpusillus	0	BGENL1143-24	1.5	50	False	False
1	1	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	480	717	Elmidae,Tenebrionidae,Zopheridae	BGENL1143-24_r_1.5_s_100	Abraeus perpusillus	0	BGENL1143-24	1.5	100	False	False
34	99	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	620	1443	Tettigoniidae,Acrididae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Vespidae,Tetracampidae	BGENL1144-24_r_1_s_50	Acritus italicus	0	BGENL1144-24	1	50	False	False
14	56	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	578	1362	Philopteridae,Noteridae,Scarabaeidae,Cleridae,Culicidae	BGENL1144-24_r_1_s_100	Acritus italicus	0	BGENL1144-24	1	100	False	False
5	20	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	445	1152	Acrididae,Buprestidae,Melandryidae,Tortricidae	BGENL1144-24_r_1.3_s_50	Acritus italicus	0	BGENL1144-24	1.3	50	False	False
0	11	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	126	735	Chironomidae,Phoridae,Tephritidae,Tortricidae	BGENL1144-24_r_1.3_s_100	Acritus italicus	0	BGENL1144-24	1.3	100	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	219	720	Tettigoniidae,Acrididae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Vespidae,Tetracampidae	BGENL1144-24_r_1.5_s_50	Acritus italicus	0	BGENL1144-24	1.5	50	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	219	423	Tettigoniidae,Acrididae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Vespidae,Tetracampidae	BGENL1144-24_r_1.5_s_100	Acritus italicus	0	BGENL1144-24	1.5	100	False	False
36	45	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	509	1233	Carabidae,Melyridae,Monotomidae,Curculionidae,Chrysopidae,Hemerobiidae	BGENL1145-24_r_1_s_50	Acritus italicus	0	BGENL1145-24	1	50	False	False
36	45	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	419	1089	Carabidae,Hemerobiidae	BGENL1145-24_r_1_s_100	Acritus italicus	0	BGENL1145-24	1	100	False	False
27	28	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	281	426	Carabidae,Chrysomelidae,Curculionidae,Nymphalidae	BGENL1145-24_r_1.3_s_50	Acritus italicus	0	BGENL1145-24	1.3	50	False	False
25	26	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	273	363	Ommexechidae,Reduviidae,Agromyzidae	BGENL1145-24_r_1.3_s_100	Acritus italicus	0	BGENL1145-24	1.3	100	False	False
7	9	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	150	291	Reduviidae,Carabidae,Agromyzidae,Streblidae,Megastigmidae,Tenthredinidae,Lycaenidae,Nymphalidae	BGENL1145-24_r_1.5_s_50	Acritus italicus	0	BGENL1145-24	1.5	50	False	False
7	9	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	212	237	Reduviidae,Carabidae,Agromyzidae,Streblidae,Megastigmidae,Tenthredinidae,Lycaenidae,Nymphalidae	BGENL1145-24_r_1.5_s_100	Acritus italicus	0	BGENL1145-24	1.5	100	False	False
20	26	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	548	1395	Curculionidae,Dermestidae,Bostrichidae,Psychodidae,Vespidae,Tetracampidae	BGENL1146-24_r_1_s_50	Acritus italicus	0	BGENL1146-24	1	50	False	False
28	29	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	516	1281	Curculionidae,Dermestidae,Bostrichidae,Psychodidae,Vespidae,Tetracampidae	BGENL1146-24_r_1_s_100	Acritus italicus	0	BGENL1146-24	1	100	False	False
1	13	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	341	804	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGENL1146-24_r_1.3_s_50	Acritus italicus	0	BGENL1146-24	1.3	50	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	341	804	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGENL1146-24_r_1.3_s_100	Acritus italicus	0	BGENL1146-24	1.3	100	False	False
0	2	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	151	390	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGENL1146-24_r_1.5_s_50	Acritus italicus	0	BGENL1146-24	1.5	50	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	150	294	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BGENL1146-24_r_1.5_s_100	Acritus italicus	0	BGENL1146-24	1.5	100	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	657	1542	Staphylinidae,Histeridae,Calliphoridae,Sarcophagidae	BGENL1147-24_r_1_s_50	Atholus scutellaris	0	BGENL1147-24	1	50	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	657	1542	Staphylinidae,Histeridae,Calliphoridae,Sarcophagidae	BGENL1147-24_r_1_s_100	Atholus scutellaris	0	BGENL1147-24	1	100	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	657	1542	Staphylinidae,Histeridae,Calliphoridae,Sarcophagidae	BGENL1147-24_r_1.3_s_50	Atholus scutellaris	0	BGENL1147-24	1.3	50	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	657	1542	Staphylinidae,Histeridae,Calliphoridae,Sarcophagidae	BGENL1147-24_r_1.3_s_100	Atholus scutellaris	0	BGENL1147-24	1.3	100	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	657	1542	Staphylinidae,Histeridae,Calliphoridae,Sarcophagidae	BGENL1147-24_r_1.5_s_50	Atholus scutellaris	0	BGENL1147-24	1.5	50	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	657	1542	Staphylinidae,Histeridae,Calliphoridae,Sarcophagidae	BGENL1147-24_r_1.5_s_100	Atholus scutellaris	0	BGENL1147-24	1.5	100	False	False
71	114	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	634	1395	Termitidae,Gryllidae,Miridae,Staphylinidae,Anthicidae,Cecidomyiidae	BGENL1148-24_r_1_s_50	Carcinops troglodytes	0	BGENL1148-24	1	50	False	False
90	109	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	552	1212	Gryllidae,Hydrophilidae,Scarabaeidae,Ceratopogonidae	BGENL1148-24_r_1_s_100	Carcinops troglodytes	0	BGENL1148-24	1	100	False	False
31	43	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	619	1161	Libellulidae,Rhaphidophoridae,Carabidae,Dermestidae,Chironomidae,Hybotidae,Nothybidae,Agromyzidae,Ulidiidae	BGENL1148-24_r_1.3_s_50	Carcinops troglodytes	0	BGENL1148-24	1.3	50	False	False
32	37	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	501	807	Kalotermitidae,Largidae,Scarabaeidae,Lucanidae,Curculionidae	BGENL1148-24_r_1.3_s_100	Carcinops troglodytes	0	BGENL1148-24	1.3	100	False	False
17	19	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	457	960	Tettigoniidae,Simuliidae,Drosophilidae,Tephritidae,Nymphalidae,Geometridae	BGENL1148-24_r_1.5_s_50	Carcinops troglodytes	0	BGENL1148-24	1.5	50	False	False
15	19	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	363	666	Miridae,Hydrophilidae,Histeridae,Scarabaeidae,Curculionidae,Chironomidae,Mydidae,Dolichopodidae	BGENL1148-24_r_1.5_s_100	Carcinops troglodytes	0	BGENL1148-24	1.5	100	False	False
12	27	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	606	1359	Blattellidae,Acrididae,Lucanidae,Chironomidae	BGENL1149-24_r_1_s_50	Carcinops troglodytes	0	BGENL1149-24	1	50	False	False
1	24	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	564	1272	Acrididae,Chrysomelidae	BGENL1149-24_r_1_s_100	Carcinops troglodytes	0	BGENL1149-24	1	100	False	False
1	28	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	391	825	Ectobiidae,Acrididae,Chironomidae	BGENL1149-24_r_1.3_s_50	Carcinops troglodytes	0	BGENL1149-24	1.3	50	False	False
1	28	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	275	744	Ectobiidae,Acrididae,Chironomidae	BGENL1149-24_r_1.3_s_100	Carcinops troglodytes	0	BGENL1149-24	1.3	100	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	364	657	Ectobiidae,Carabidae,Chironomidae	BGENL1149-24_r_1.5_s_50	Carcinops troglodytes	0	BGENL1149-24	1.5	50	False	False
0	0	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	275	534	Ectobiidae,Acrididae,Carabidae,Chironomidae	BGENL1149-24_r_1.5_s_100	Carcinops troglodytes	0	BGENL1149-24	1.5	100	False	False
25	68	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	652	1425	Rhinotermitidae,Kalotermitidae,Perlidae,Staphylinidae,Histeridae,Scarabaeidae,Cerambycidae	BGENL1150-24_r_1_s_50	Carcinops troglodytes	0	BGENL1150-24	1	50	False	False
21	66	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	644	1356	Baetidae,Perlidae,Histeridae,Scarabaeidae	BGENL1150-24_r_1_s_100	Carcinops troglodytes	0	BGENL1150-24	1	100	False	False
15	16	data/BGE00178_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	584	1125	Staphylinidae,Histeridae	BGENL1150-24_r_1.3_s_50	Carcinops troglodytes	0	BGENL1150-24	1.3	50	False	False
